Выборы Президента Российской Федерации																														
																														
Наименование Избирательной комиссии:    Урванская																														
																														
Итоги голосования 																														
																														
		Сумма	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299					
1	"Число избирателей, внесенных в список"	42503	2520	1680	811	790	1720	1490	2735	1539	1337	2673	1861	969	1051	2658	1521	2358	2164	1686	2091	1737	2317	2211	2584					
2	Число полученных избирательных бюллетеней	43260	2540	1700	830	810	1750	1520	2750	1560	1400	2700	1880	980	1060	2700	1550	2400	2200	1700	2130	1800	2400	2300	2600					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	41386	2440	1668	795	770	1534	1405	2680	1508	1313	2634	1841	950	891	2618	1512	2307	2134	1627	2044	1711	2267	2189	2548					
5	"Число избирательных бюллетеней, выданных вне помещения"	561	37	0	7	13	160	74	0	0	0	0	14	0	150	0	0	8	12	12	18	0	25	20	11					
6	Число погашенных избирательных бюллетеней	1313	63	32	28	27	56	41	70	52	87	66	25	30	19	82	38	85	54	61	68	89	108	91	41					
7	Число избирательных бюллетеней в переносных ящиках	561	37	0	7	13	160	74	0	0	0	0	14	0	150	0	0	8	12	12	18	0	25	20	11					
8	Число бюллетеней в стационарных ящиках для голосования	41374	2440	1668	795	770	1534	1393	2680	1508	1313	2634	1841	950	891	2618	1512	2307	2134	1627	2044	1711	2267	2189	2548					
9	Число недействительных избирательных бюллетеней	41	0	0	0	0	0	37	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0					
10	Число действительных избирательных бюллетеней	41894	2477	1668	802	783	1694	1430	2680	1508	1313	2634	1855	948	1041	2618	1512	2315	2146	1639	2062	1711	2292	2207	2559					
11	Число полученных открепительных  удостоверений	200	10	5	5	5	10	10	10	10	10	10	5	5	5	10	10	10	10	10	10	10	10	10	10					
12	Число выданных открепительных удостоверений	51	1	0	1	4	1	0	1	1	3	1	5	0	2	2	4	1	6	1	3	3	2	3	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	149	9	5	4	1	9	10	9	9	7	9	0	5	3	8	6	9	4	9	7	7	8	7	4					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																														
18	. Глазьев Сергей Юрьевич	89	0	0	0	0	0	0	16	6	0	0	0	2	3	9	1	0	2	3	5	5	12	20	5					
		0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.40%	0.00%	0.00%	0.00%	0.21%	0.29%	0.34%	0.07%	0.00%	0.09%	0.18%	0.24%	0.29%	0.52%	0.91%	0.20%					
19	. Малышкин Олег Александрович	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	24	7					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.47%	0.00%	1.09%	0.27%					
20	. Миронов Сергей Михайлович	17	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	4	0	5	0					
		0.04%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.10%	0.23%	0.00%	0.23%	0.00%					
21	. Путин Владимир Владимирович	41056	2440	1631	787	775	1666	1405	2630	1480	1293	2610	1843	930	1030	2565	1504	2303	2138	1610	2039	1676	2245	1938	2518					
		97.90%	98.51%	97.78%	98.13%	98.98%	98.35%	95.77%	98.13%	98.14%	98.48%	99.09%	99.35%	97.89%	98.94%	97.98%	99.47%	99.48%	99.63%	98.23%	98.88%	97.95%	97.95%	87.73%	98.40%					
22	. Хакамада Ирина Муцуовна	82	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	1	8	8	48	0					
