11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																										
13	Бабурин Сергей Николаевич	297	5	2	1	5	6	4	6	0	3	3	7	2	12	5	0	4	7	6	11	14	3	9	2	8	6	9	3	3	2	4	10	5	0	3	5	3	6	1	1	5	4	3	12	2	8	4	0	4	8	3	5	8	6	7	4	6	13	2	4	0	2	0	1									
		0.47%	0.65%	0.23%	0.15%	0.70%	0.49%	0.46%	0.88%	0.00%	0.22%	0.25%	0.98%	0.27%	0.74%	0.35%	0.00%	0.64%	0.62%	0.40%	0.68%	0.85%	0.25%	0.58%	0.20%	0.63%	0.64%	0.60%	0.36%	0.34%	0.16%	0.42%	0.91%	0.52%	0.00%	0.55%	0.39%	0.29%	0.61%	0.21%	0.09%	0.34%	0.89%	0.67%	0.86%	0.21%	0.56%	0.36%	0.00%	0.30%	0.68%	0.43%	0.47%	0.73%	0.53%	0.51%	0.34%	0.64%	0.87%	0.29%	0.26%	0.00%	1.11%	0.00%	0.61%									
14	Грудинин Павел Николаевич	10290	132	118	88	153	188	132	143	103	258	184	131	135	265	244	14	108	220	252	279	281	206	269	171	189	140	253	152	152	200	119	170	139	142	85	197	144	173	77	200	295	81	90	216	169	213	228	143	194	184	109	163	155	152	228	182	144	231	98	220	107	30	29	23									
		16.31%	17.10%	13.63%	12.81%	21.43%	15.30%	15.03%	20.97%	12.53%	18.98%	15.41%	18.35%	17.98%	16.40%	17.13%	10.85%	17.28%	19.50%	16.98%	17.37%	17.08%	17.18%	17.32%	17.07%	14.92%	14.99%	16.80%	18.40%	17.21%	16.37%	12.49%	15.55%	14.48%	17.11%	15.68%	15.43%	13.75%	17.53%	15.84%	18.13%	20.25%	18.04%	19.96%	15.52%	17.85%	15.01%	20.50%	13.16%	14.43%	15.73%	15.59%	15.35%	14.16%	13.45%	16.45%	15.42%	15.47%	15.46%	14.00%	14.20%	22.48%	16.67%	13.30%	14.02%									
15	Жириновский Владимир Вольфович	3955	58	62	67	41	90	39	45	55	84	50	42	51	111	87	13	37	54	71	72	85	58	78	60	81	63	88	55	59	77	80	82	67	47	39	74	80	85	42	69	67	27	45	114	62	86	51	79	102	74	53	79	64	61	83	75	60	109	35	90	16	10	10	5									
		6.27%	7.51%	7.16%	9.75%	5.74%	7.32%	4.44%	6.60%	6.69%	6.18%	4.19%	5.88%	6.79%	6.87%	6.11%	10.08%	5.92%	4.79%	4.78%	4.48%	5.17%	4.84%	5.02%	5.99%	6.39%	6.75%	5.84%	6.66%	6.68%	6.30%	8.39%	7.50%	6.98%	5.66%	7.20%	5.79%	7.64%	8.61%	8.64%	6.26%	4.60%	6.01%	9.98%	8.19%	6.55%	6.06%	4.59%	7.27%	7.59%	6.32%	7.58%	7.44%	5.84%	5.40%	5.99%	6.36%	6.44%	7.30%	5.00%	5.81%	3.36%	5.56%	4.59%	3.05%									
16	Путин Владимир Владимирович	44716	544	637	500	449	866	642	451	622	917	877	499	525	1125	1002	96	424	784	1065	1101	1149	830	1089	716	929	661	1058	561	612	883	679	758	687	591	380	934	761	664	346	741	982	324	294	982	679	1030	766	799	972	828	509	738	811	833	1003	857	673	1070	525	1143	324	128	163	128									
		70.88%	70.47%	73.56%	72.78%	62.89%	70.46%	73.12%	66.13%	75.67%	67.48%	73.45%	69.89%	69.91%	69.62%	70.37%	74.42%	67.84%	69.50%	71.77%	68.56%	69.85%	69.22%	70.12%	71.46%	73.32%	70.77%	70.25%	67.92%	69.31%	72.26%	71.25%	69.35%	71.56%	71.20%	70.11%	73.14%	72.68%	67.27%	71.19%	67.18%	67.40%	72.16%	65.19%	70.55%	71.70%	72.59%	68.88%	73.51%	72.32%	70.77%	72.82%	69.49%	74.06%	73.72%	72.37%	72.63%	72.29%	71.62%	75.00%	73.79%	68.07%	71.11%	74.77%	78.05%									
17	Собчак Ксения Анатольевна	1426	12	17	12	21	24	22	11	17	31	32	14	10	41	33	1	26	32	45	65	45	38	48	25	22	24	38	16	27	23	21	26	25	24	12	27	28	15	10	38	50	5	10	15	12	20	23	22	24	21	14	28	13	17	23	19	16	22	13	34	18	5	3	1									
		2.26%	1.55%	1.96%	1.75%	2.94%	1.95%	2.51%	1.61%	2.07%	2.28%	2.68%	1.96%	1.33%	2.54%	2.32%	0.78%	4.16%	2.84%	3.03%	4.05%	2.74%	3.17%	3.09%	2.50%	1.74%	2.57%	2.52%	1.94%	3.06%	1.88%	2.20%	2.38%	2.60%	2.89%	2.21%	2.11%	2.67%	1.52%	2.06%	3.45%	3.43%	1.11%	2.22%	1.08%	1.27%	1.41%	2.07%	2.02%	1.79%	1.79%	2.00%	2.64%	1.19%	1.50%	1.66%	1.61%	1.72%	1.47%	1.86%	2.19%	3.78%	2.78%	1.38%	0.61%									
18	Сурайкин Максим Александрович	400	7	7	5	3	5	7	7	4	9	9	5	1	12	9	2	2	4	7	13	9	4	10	5	4	8	10	6	5	9	8	8	10	6	6	7	7	5	2	2	9	1	1	7	4	12	7	9	6	8	2	9	10	10	11	9	7	9	5	5	3	2	4	1									
		0.63%	0.91%	0.81%	0.73%	0.42%	0.41%	0.80%	1.03%	0.49%	0.66%	0.75%	0.70%	0.13%	0.74%	0.63%	1.55%	0.32%	0.35%	0.47%	0.81%	0.55%	0.33%	0.64%	0.50%	0.32%	0.86%	0.66%	0.73%	0.57%	0.74%	0.84%	0.73%	1.04%	0.72%	1.11%	0.55%	0.67%	0.51%	0.41%	0.18%	0.62%	0.22%	0.22%	0.50%	0.42%	0.85%	0.63%	0.83%	0.45%	0.68%	0.29%	0.85%	0.91%	0.88%	0.79%	0.76%	0.75%	0.60%	0.71%	0.32%	0.63%	1.11%	1.83%	0.61%									
19	Титов Борис Юрьевич	355	3	3	2	7	8	7	1	7	8	3	5	6	11	11	0	2	8	4	9	16	9	7	3	6	5	6	9	5	9	9	7	4	4	4	6	5	6	0	5	9	0	2	9	2	9	9	7	5	9	2	8	2	8	6	10	8	8	3	5	1	1	1	1									
		0.56%	0.39%	0.35%	0.29%	0.98%	0.65%	0.80%	0.15%	0.85%	0.59%	0.25%	0.70%	0.80%	0.68%	0.77%	0.00%	0.32%	0.71%	0.27%	0.56%	0.97%	0.75%	0.45%	0.30%	0.47%	0.54%	0.40%	1.09%	0.57%	0.74%	0.94%	0.64%	0.42%	0.48%	0.74%	0.47%	0.48%	0.61%	0.00%	0.45%	0.62%	0.00%	0.44%	0.65%	0.21%	0.63%	0.81%	0.64%	0.37%	0.77%	0.29%	0.75%	0.18%	0.71%	0.43%	0.85%	0.86%	0.54%	0.43%	0.32%	0.21%	0.56%	0.46%	0.61%									
20	Явлинский Григорий Алексеевич	765	4	1	5	15	21	12	6	6	23	19	2	10	22	17	1	13	11	20	39	25	27	23	20	16	14	27	11	3	7	13	15	10	5	6	12	9	12	4	15	18	2	3	16	7	10	17	7	17	17	3	15	13	19	8	14	11	10	8	23	6	0	0	0									
		1.21%	0.52%	0.12%	0.73%	2.10%	1.71%	1.37%	0.88%	0.73%	1.69%	1.59%	0.28%	1.33%	1.36%	1.19%	0.78%	2.08%	0.98%	1.35%	2.43%	1.52%	2.25%	1.48%	1.99%	1.26%	1.50%	1.79%	1.33%	0.34%	0.57%	1.36%	1.37%	1.04%	0.60%	1.11%	0.94%	0.86%	1.22%	0.82%	1.36%	1.24%	0.45%	0.67%	1.15%	0.74%	0.70%	1.53%	0.64%	1.26%	1.45%	0.43%	1.41%	1.19%	1.68%	0.58%	1.19%	1.18%	0.67%	1.14%	1.48%	1.26%	0.00%	0.00%	0.00%									
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
