Выборы Президента Российской Федерации																											
																											
Наименование Избирательной комиссии:    район Дорогомилово																											
																											
Итоги голосования 																											
																											
		Сумма	УИК №2362	УИК №2363	УИК №2364	УИК №2365	УИК №2366	УИК №2367	УИК №2368	УИК №2369	УИК №2370	УИК №2371	УИК №2372	УИК №2373	УИК №2374	УИК №2375	УИК №2376	УИК №2377	УИК №2378	УИК №2379	УИК №2380	УИК №2381					
1	"Число избирателей, внесенных в список"	40381	1425	2318	1838	1576	1813	1960	2635	2278	1884	1991	2474	2602	1974	1871	1158	1806	2200	2370	2011	2197					
2	Число полученных избирательных бюллетеней	36990	1310	2000	1700	1400	1800	1800	2500	2100	1760	1820	2200	2350	1800	1710	1100	1630	2020	2150	1840	2000					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	22530	797	1325	971	841	1051	1014	1366	1248	1094	1196	1406	1383	1130	1137	759	1062	1144	1304	1142	1160					
5	"Число избирательных бюллетеней, выданных вне помещения"	1080	26	56	59	26	44	46	94	63	46	67	39	67	52	51	52	58	71	76	38	49					
6	Число погашенных избирательных бюллетеней	13380	487	619	670	533	705	740	1040	789	620	557	755	900	618	522	289	510	805	770	660	791					
7	Число избирательных бюллетеней в переносных ящиках	1080	26	56	59	26	44	46	94	63	46	67	39	67	52	51	52	58	71	76	38	49					
8	Число бюллетеней в стационарных ящиках для голосования	22396	796	1318	970	833	1042	1014	1324	1241	1089	1191	1400	1376	1123	1133	758	1058	1139	1298	1137	1156					
9	Число недействительных избирательных бюллетеней	140	4	6	5	8	11	6	9	9	8	5	5	8	10	5	2	12	2	13	7	5					
10	Число действительных избирательных бюллетеней	23336	818	1368	1024	851	1075	1054	1409	1295	1127	1253	1434	1435	1165	1179	808	1104	1208	1361	1168	1200					
11	Число полученных открепительных  удостоверений	1050	50	50	50	50	50	50	80	50	50	50	70	50	50	50	50	50	50	50	50	50					
12	Число выданных открепительных удостоверений	656	28	34	16	34	26	25	55	35	44	31	44	40	22	42	22	26	30	34	33	35					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	902	27	139	25	37	32	28	35	50	34	58	91	64	28	35	43	34	48	39	35	20					
14	Число неиспользованных открепительных удостоверений	394	22	16	34	16	24	25	25	15	6	19	26	10	28	8	28	24	20	16	17	15					
15	"Число открепительных удостоверений, выданных в ТИК"	6	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																											
18	. Глазьев Сергей Юрьевич	1878	53	119	86	81	96	61	78	112	72	100	101	137	84	101	71	109	94	109	107	107					
		8.00%	6.45%	8.66%	8.36%	9.43%	8.84%	5.75%	5.50%	8.59%	6.34%	7.95%	7.02%	9.49%	7.15%	8.53%	8.77%	9.77%	7.77%	7.93%	9.11%	8.88%					
19	. Малышкин Олег Александрович	202	6	12	7	13	10	11	24	11	12	13	11	16	7	12	6	8	1	9	7	6					
		0.86%	0.73%	0.87%	0.68%	1.51%	0.92%	1.04%	1.69%	0.84%	1.06%	1.03%	0.76%	1.11%	0.60%	1.01%	0.74%	0.72%	0.08%	0.66%	0.60%	0.50%					
20	. Миронов Сергей Михайлович	147	8	6	14	10	9	3	13	8	9	9	7	6	7	6	1	6	8	6	9	2					
		0.63%	0.97%	0.44%	1.36%	1.16%	0.83%	0.28%	0.92%	0.61%	0.79%	0.72%	0.49%	0.42%	0.60%	0.51%	0.12%	0.54%	0.66%	0.44%	0.77%	0.17%					
21	. Путин Владимир Владимирович	13686	473	792	601	563	683	675	907	711	697	727	869	870	740	612	444	604	736	760	601	621					
		58.30%	57.54%	57.64%	58.41%	65.54%	62.89%	63.68%	63.96%	54.52%	61.41%	57.79%	60.39%	60.29%	62.98%	51.69%	54.81%	54.12%	60.83%	55.31%	51.15%	51.54%					
22	. Хакамада Ирина Муцуовна	3332	159	218	152	100	136	154	166	218	152	183	196	183	122	139	92	140	207	219	195	201					
		14.19%	19.34%	15.87%	14.77%	11.64%	12.52%	14.53%	11.71%	16.72%	13.39%	14.55%	13.62%	12.68%	10.38%	11.74%	11.36%	12.54%	17.11%	15.94%	16.60%	16.68%					
23	. Харитонов Николай Михайлович	2218	44	113	86	62	70	81	90	120	96	115	128	97	107	199	123	140	125	145	132	145					
		9.45%	5.35%	8.22%	8.36%	7.22%	6.45%	7.64%	6.35%	9.20%	8.46%	9.14%	8.90%	6.72%	9.11%	16.81%	15.19%	12.54%	10.33%	10.55%	11.23%	12.03%					
																											
24	Против всех	1873	75	108	78	22	71	69	131	115	89	106	122	126	98	110	71	97	37	113	117	118					
		7.98%	9.12%	7.86%	7.58%	2.56%	6.54%	6.51%	9.24%	8.82%	7.84%	8.43%	8.48%	8.73%	8.34%	9.29%	8.77%	8.69%	3.06%	8.22%	9.96%	9.79%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
