		1.36%	1.22%	1.63%	1.59%	1.53%	1.49%	1.37%	2.00%	1.94%	1.37%	1.38%	2.43%	1.74%	2.67%	1.58%	1.11%	1.72%	1.13%	1.58%	0.75%	0.88%	2.41%	0.68%	0.61%	0.97%	2.36%	1.26%	1.82%	0.00%	0.37%	1.15%	0.62%	0.42%	1.24%	1.12%	0.77%	1.89%	0.40%	0.91%	1.06%	0.27%	2.21%	1.37%	1.48%	1.64%	0.92%	0.55%	0.78%	0.00%	2.30%	1.09%	0.90%	1.57%	0.35%	1.82%	0.92%					
19	Жириновский Владимир Вольфович	4477	139	32	184	123	125	132	45	101	84	116	120	121	154	104	111	125	152	135	96	78	118	70	37	75	86	62	72	30	105	41	81	27	65	63	70	17	51	53	96	37	67	28	19	64	56	29	25	13	39	67	120	126	21	173	97					
		12.00%	15.44%	13.01%	18.27%	13.43%	13.28%	12.88%	10.00%	12.26%	12.75%	11.46%	13.25%	13.15%	13.73%	10.97%	11.20%	12.65%	13.21%	11.84%	11.97%	9.86%	14.23%	7.89%	7.47%	10.37%	11.93%	8.70%	10.91%	13.51%	9.70%	9.45%	12.56%	11.25%	13.46%	7.05%	13.54%	10.69%	10.30%	12.10%	12.75%	10.00%	13.48%	7.67%	9.36%	11.68%	12.87%	16.02%	9.80%	8.72%	12.83%	14.66%	10.85%	10.41%	7.34%	13.67%	17.83%					
20	Зюганов Геннадий Андреевич	8698	193	70	183	213	258	215	129	229	178	310	246	241	325	250	302	280	297	310	232	234	131	199	112	139	147	156	63	35	172	116	187	32	108	89	103	18	121	68	165	96	100	60	60	69	87	38	65	19	79	93	277	249	92	368	90					
		23.32%	21.44%	28.46%	18.17%	23.25%	27.42%	20.98%	28.67%	27.79%	27.01%	30.63%	27.15%	26.20%	28.97%	26.37%	30.47%	28.34%	25.80%	27.19%	28.93%	29.58%	15.80%	22.44%	22.63%	19.23%	20.39%	21.88%	9.55%	15.77%	15.90%	26.73%	28.99%	13.33%	22.36%	9.97%	19.92%	11.32%	24.44%	15.53%	21.91%	25.95%	20.12%	16.44%	29.56%	12.59%	20.00%	20.99%	25.49%	12.75%	25.99%	20.35%	25.05%	20.58%	32.17%	29.07%	16.54%					
21	Медведев Дмитрий Анатольевич	23026	545	139	616	548	532	646	261	468	382	551	511	530	590	565	552	546	671	656	456	465	533	596	336	490	460	480	462	155	775	266	360	178	292	731	333	121	314	307	474	234	316	270	117	395	284	111	159	116	174	287	680	789	170	681	350					
		61.73%	60.56%	56.50%	61.17%	59.83%	56.54%	63.02%	58.00%	56.80%	57.97%	54.45%	56.40%	57.61%	52.58%	59.60%	55.70%	55.26%	58.30%	57.54%	56.86%	58.79%	64.29%	67.19%	67.88%	67.77%	63.80%	67.32%	70.00%	69.82%	71.63%	61.29%	55.81%	74.17%	60.46%	81.86%	64.41%	76.10%	63.43%	70.09%	62.95%	63.24%	63.58%	73.97%	57.64%	72.08%	65.29%	61.33%	62.35%	77.85%	57.24%	62.80%	61.48%	65.21%	59.44%	53.79%	64.34%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
