Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
"Наименование Избирательной комиссии:    г. Грозный, Ленинская"																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №453	УИК №454	УИК №455					
1	"Число избирателей, внесенных в список избирателей"	28587	1177	1488	1353	1003	2258	1094	1070	1200	2561	1938	1198	1050	1761	2268	2165	1123	1865	1600	150	160	105					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28654	1173	1493	1356	1005	2265	1096	1072	1203	2565	1942	1201	1052	1765	2275	2171	1125	1869	1605	152	162	107					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537	67	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	27720	1165	1474	1336	993	2238	1086	1060	1182	2534	1920	1183	1037	1745	2246	2144	1101	1328	1533	150	160	105					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	110	0	6	7	5	0	2	3	8	12	7	6	5	8	11	12	18	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	220	8	13	13	7	27	8	9	13	19	15	12	10	12	18	15	6	4	5	2	2	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	714	0	6	7	5	0	2	3	8	12	7	6	5	8	11	12	18	537	67	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27720	1165	1474	1336	993	2238	1086	1060	1182	2534	1920	1183	1037	1745	2246	2144	1101	1328	1533	150	160	105					
9	Число недействительных избирательных бюллетеней	24	0	1	0	0	5	2	0	0	2	1	0	2	0	1	1	3	0	0	2	3	1					
10	Число действительных избирательных бюллетеней	28410	1165	1479	1343	998	2233	1086	1063	1190	2544	1926	1189	1040	1753	2256	2155	1116	1865	1600	148	157	104					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	500	20	30	20	20	30	20	20	20	20	30	20	10	10	20	20	10	90	90	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	48	1	0	0	1	2	1	0	1	0	2	0	0	1	0	1	0	31	7	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	452	19	30	20	19	28	19	20	19	20	28	20	10	9	20	19	10	59	83	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	41	2	3	2	0	5	1	1	2	7	4	0	2	1	3	2	0	1	2	2	0	1					
		0.14%	0.17%	0.20%	0.15%	0.00%	0.22%	0.09%	0.09%	0.17%	0.27%	0.21%	0.00%	0.19%	0.06%	0.13%	0.09%	0.00%	0.05%	0.13%	1.33%	0.00%	0.95%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	19	0	0	1	1	3	0	0	0	1	0	2	1	2	0	2	1	1	4	0	0	0					
		0.07%	0.00%	0.00%	0.07%	0.10%	0.13%	0.00%	0.00%	0.00%	0.04%	0.00%	0.17%	0.10%	0.11%	0.00%	0.09%	0.09%	0.05%	0.25%	0.00%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	0	3	4	0	0	1	1	0	0	5	1	0	0	4	0	3	1	1	1	0	1					
		0.09%	0.00%	0.20%	0.30%	0.00%	0.00%	0.09%	0.09%	0.00%	0.00%	0.26%	0.08%	0.00%	0.00%	0.18%	0.00%	0.27%	0.05%	0.06%	0.67%	0.00%	0.95%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	35	0	0	0	3	0	5	0	7	0	1	4	1	0	0	3	4	3	2	0	1	1					
		0.12%	0.00%	0.00%	0.00%	0.30%	0.00%	0.46%	0.00%	0.59%	0.00%	0.05%	0.34%	0.10%	0.00%	0.00%	0.14%	0.36%	0.16%	0.13%	0.00%	0.63%	0.95%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	25	1	0	2	1	5	0	3	1	4	0	0	0	3	1	1	0	0	0	2	0	1					
		0.09%	0.09%	0.00%	0.15%	0.10%	0.22%	0.00%	0.28%	0.08%	0.16%	0.00%	0.00%	0.00%	0.17%	0.04%	0.05%	0.00%	0.00%	0.00%	1.33%	0.00%	0.95%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	28260	1162	1473	1334	993	2220	1079	1058	1180	2532	1915	1182	1036	1747	2248	2146	1108	1859	1591	143	155	99					
		99.39%	99.74%	99.53%	99.33%	99.50%	99.20%	99.17%	99.53%	99.16%	99.45%	99.38%	99.41%	99.42%	99.66%	99.60%	99.54%	99.02%	99.68%	99.44%	95.33%	96.88%	94.29%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.63%	0.95%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
