		5.10%	4.90%	3.74%	5.49%	4.88%	5.02%	5.67%	4.85%	7.65%	5.42%	5.33%	4.92%	5.64%	4.45%	4.53%	5.64%	5.43%	5.95%	5.94%	4.32%	3.07%	3.81%	4.79%	3.39%	3.58%	4.95%	5.24%	7.08%	5.81%	5.76%	5.26%	7.22%	5.47%	4.68%	6.72%	4.60%	3.38%	3.39%	5.75%	4.75%	3.66%	5.50%	6.04%	6.29%	6.52%	3.57%	4.06%	5.99%	4.27%	6.49%	5.26%	6.02%	5.71%	6.87%	5.76%	5.60%	5.88%	4.34%	4.67%	4.85%	5.40%	5.19%	5.70%	4.42%	5.96%	6.08%	4.47%	5.36%	5.45%	4.82%	5.29%	5.96%	5.67%	5.32%	5.57%	3.84%	9.23%	1.25%	0.00%	0.91%	2.55%	2.92%	2.22%									
16	Путин Владимир Владимирович	75787	1509	753	1182	1254	1246	1058	1086	1049	1266	972	823	1007	1377	1076	1075	1211	876	1055	1083	1225	998	1265	1031	1260	648	559	448	1009	942	959	1090	1046	1174	777	1445	1159	1228	1293	984	943	515	120	103	231	222	541	1190	496	685	1116	777	702	665	1141	1127	708	1211	1590	1430	1303	1267	950	855	1164	1479	1096	1002	845	1248	1049	1028	1209	1277	1087	456	60	153	119	308	372	212	237									
		73.15%	71.11%	68.64%	70.53%	71.99%	71.04%	74.04%	73.18%	71.60%	74.65%	73.97%	71.07%	71.88%	72.93%	73.85%	73.08%	73.93%	70.42%	71.24%	73.13%	72.36%	69.11%	70.47%	71.35%	72.79%	72.97%	73.26%	75.55%	72.33%	73.31%	76.41%	72.91%	74.34%	72.25%	72.48%	72.21%	69.95%	70.53%	73.59%	73.05%	68.98%	78.63%	80.54%	72.03%	83.70%	79.29%	75.77%	69.88%	75.73%	74.13%	76.28%	73.03%	72.82%	73.64%	75.51%	74.19%	74.29%	75.12%	74.93%	71.46%	71.75%	72.28%	72.19%	74.09%	72.30%	76.16%	74.25%	72.56%	71.91%	76.14%	73.93%	72.96%	73.72%	74.72%	71.23%	76.13%	46.15%	95.63%	96.75%	93.90%	86.31%	88.33%	87.78%									
17	Собчак Ксения Анатольевна	2405	59	36	42	43	48	23	32	29	28	26	34	29	45	21	39	39	30	32	35	62	57	43	41	59	17	15	7	29	34	14	24	27	52	21	64	58	43	35	32	56	10	0	3	6	6	14	60	16	18	24	14	15	20	18	23	10	38	57	50	34	38	28	22	36	42	29	35	27	30	32	22	45	26	31	8	47	0	0	0	2	2	7									
		2.32%	2.78%	3.28%	2.51%	2.47%	2.74%	1.61%	2.16%	1.98%	1.65%	1.98%	2.94%	2.07%	2.38%	1.44%	2.65%	2.38%	2.41%	2.16%	2.36%	3.66%	3.95%	2.40%	2.84%	3.41%	1.91%	1.97%	1.18%	2.08%	2.65%	1.12%	1.61%	1.92%	3.20%	1.96%	3.20%	3.50%	2.47%	1.99%	2.38%	4.10%	1.53%	0.00%	2.10%	2.17%	2.14%	1.96%	3.52%	2.44%	1.95%	1.64%	1.32%	1.56%	2.21%	1.19%	1.51%	1.05%	2.36%	2.69%	2.50%	1.87%	2.17%	2.13%	1.91%	2.24%	2.16%	1.96%	2.53%	2.30%	1.83%	2.26%	1.56%	2.74%	1.52%	2.03%	1.34%	36.15%	0.00%	0.00%	0.00%	0.46%	0.83%	2.59%									
18	Сурайкин Максим Александрович	845	12	11	20	11	14	11	17	12	14	16	9	13	10	11	13	20	15	12	10	6	12	24	12	12	3	6	5	6	10	9	16	8	12	11	5	10	18	18	11	8	5	3	0	1	3	5	15	2	6	12	9	15	6	16	26	7	11	20	13	19	10	12	14	9	12	12	15	12	15	3	11	14	18	11	6	0	1	0	1	1	0	1									
		0.82%	0.57%	1.00%	1.19%	0.63%	0.80%	0.77%	1.15%	0.82%	0.83%	1.22%	0.78%	0.93%	0.53%	0.75%	0.88%	1.22%	1.21%	0.81%	0.68%	0.35%	0.83%	1.34%	0.83%	0.69%	0.34%	0.79%	0.84%	0.43%	0.78%	0.72%	1.07%	0.57%	0.74%	1.03%	0.25%	0.60%	1.03%	1.02%	0.82%	0.59%	0.76%	2.01%	0.00%	0.36%	1.07%	0.70%	0.88%	0.31%	0.65%	0.82%	0.85%	1.56%	0.66%	1.06%	1.71%	0.73%	0.68%	0.94%	0.65%	1.05%	0.57%	0.91%	1.21%	0.56%	0.62%	0.81%	1.09%	1.02%	0.92%	0.21%	0.78%	0.85%	1.05%	0.72%	1.00%	0.00%	0.63%	0.00%	0.30%	0.23%	0.00%	0.37%									
19	Титов Борис Юрьевич	980	28	17	12	15	14	12	17	9	18	13	10	16	31	10	14	19	12	23	15	32	24	15	21	24	12	5	0	12	19	14	16	11	10	6	16	15	17	16	18	21	5	0	3	1	2	4	23	8	6	6	5	5	6	10	18	7	16	9	16	11	17	11	15	14	13	15	9	13	14	13	8	12	10	16	4	0	0	0	0	2	1	3									
		0.95%	1.32%	1.55%	0.72%	0.86%	0.80%	0.84%	1.15%	0.61%	1.06%	0.99%	0.86%	1.14%	1.64%	0.69%	0.95%	1.16%	0.96%	1.55%	1.01%	1.89%	1.66%	0.84%	1.45%	1.39%	1.35%	0.66%	0.00%	0.86%	1.48%	1.12%	1.07%	0.78%	0.62%	0.56%	0.80%	0.91%	0.98%	0.91%	1.34%	1.54%	0.76%	0.00%	2.10%	0.36%	0.71%	0.56%	1.35%	1.22%	0.65%	0.41%	0.47%	0.52%	0.66%	0.66%	1.18%	0.73%	0.99%	0.42%	0.80%	0.61%	0.97%	0.84%	1.30%	0.87%	0.67%	1.02%	0.65%	1.11%	0.85%	0.92%	0.57%	0.73%	0.59%	1.05%	0.67%	0.00%	0.00%	0.00%	0.00%	0.46%	0.42%	1.11%									
20	Явлинский Григорий Алексеевич	1159	20	18	17	20	29	4	20	17	19	20	13	18	25	16	18	17	11	16	13	24	20	24	25	30	14	7	3	20	14	18	16	14	19	12	31	29	21	16	9	21	1	1	1	2	0	2	21	2	3	18	9	6	7	18	20	13	20	23	24	25	20	12	10	19	17	17	13	15	11	19	9	17	19	20	6	0	1	0	0	0	0	0									
		1.12%	0.94%	1.64%	1.01%	1.15%	1.65%	0.28%	1.35%	1.16%	1.12%	1.52%	1.12%	1.28%	1.32%	1.10%	1.22%	1.04%	0.88%	1.08%	0.88%	1.42%	1.39%	1.34%	1.73%	1.73%	1.58%	0.92%	0.51%	1.43%	1.09%	1.43%	1.07%	0.99%	1.17%	1.12%	1.55%	1.75%	1.21%	0.91%	0.67%	1.54%	0.15%	0.67%	0.70%	0.72%	0.00%	0.28%	1.23%	0.31%	0.32%	1.23%	0.85%	0.62%	0.78%	1.19%	1.32%	1.36%	1.24%	1.08%	1.20%	1.38%	1.14%	0.91%	0.87%	1.18%	0.88%	1.15%	0.94%	1.28%	0.67%	1.34%	0.64%	1.04%	1.11%	1.31%	1.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%									
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
