20	Зюганов Геннадий Андреевич	7255	194	205	255	187	113	24	239	215	232	207	233	209	232	243	213	221	220	192	187	203	225	269	157	109	74	105	31	63	26	5	32	86	171	130	48	118	53	48	218	40	35	19	279	316	219	355					
		17.57%	17.70%	17.69%	21.30%	17.14%	14.39%	10.26%	21.04%	18.47%	19.29%	18.24%	17.49%	17.82%	20.19%	17.82%	16.63%	17.55%	17.54%	15.60%	17.09%	16.15%	17.89%	18.68%	21.66%	19.09%	16.44%	14.38%	12.11%	7.02%	15.03%	11.63%	27.12%	13.27%	13.98%	18.49%	14.55%	10.88%	11.40%	7.41%	18.46%	18.52%	19.23%	11.95%	19.29%	23.29%	24.61%	23.51%					
21	Медведев Дмитрий Анатольевич	29076	776	804	802	778	570	185	773	808	842	809	919	802	795	955	906	887	894	901	771	881	879	989	488	402	332	531	171	759	124	30	71	489	880	465	249	844	356	520	826	155	129	124	964	885	564	992					
		70.41%	70.80%	69.37%	67.00%	71.31%	72.61%	79.06%	68.05%	69.42%	69.99%	71.28%	68.99%	68.37%	69.19%	70.01%	70.73%	70.45%	71.29%	73.19%	70.48%	70.09%	69.87%	68.68%	67.31%	70.40%	73.78%	72.74%	66.80%	84.62%	71.68%	69.77%	60.17%	75.46%	71.95%	66.15%	75.45%	77.79%	76.56%	80.25%	69.94%	71.76%	70.88%	77.99%	66.67%	65.22%	63.37%	65.70%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
