Выборы Президента Российской Федерации																																																			
Дата голосования: 18.03.2018																																																			
																																																			
Наименование Избирательной комиссии:    Грязовецкая																																																			
																																																			
Сводная таблица итогов голосования																																																			
																																																			
	Число участковых избирательных комиссий	40																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																																	
																																																			
		Сумма	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449									
1	"Число избирателей, включенных в список избирателей"	27312	1721	1752	1396	760	1114	1194	1193	1799	1033	1783	1133	1325	828	603	165	121	184	318	370	518	382	120	984	238	277	382	514	374	173	186	495	287	552	360	496	442	197	838	201	504									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24000	1500	1500	1200	570	930	1000	890	1550	890	1570	1000	1170	760	560	140	100	180	300	330	470	370	120	920	220	260	360	470	350	160	180	470	250	500	340	480	400	170	750	170	450									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	15363	1121	1135	931	449	625	632	577	1050	551	801	651	698	400	279	81	37	72	206	213	326	179	70	623	134	101	201	336	228	92	90	251	140	303	212	190	267	127	554	132	298									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2226	65	77	34	76	51	58	173	56	31	85	41	58	33	33	15	35	34	68	44	49	94	40	78	26	71	47	78	30	47	48	82	76	69	30	108	32	10	79	11	54									
6	Число погашенных избирательных бюллетеней	6411	314	288	235	45	254	310	140	444	308	684	308	414	327	248	44	28	74	26	73	95	97	10	219	60	88	112	56	92	21	42	137	34	128	98	182	101	33	117	27	98									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2226	65	77	34	76	51	58	173	56	31	85	41	58	33	33	15	35	34	68	44	49	94	40	78	26	71	47	78	30	47	48	82	76	69	30	108	32	10	79	11	54									
