7	Число избирательных бюллетеней в переносных ящиках для голосования	6918	131	77	59	60	55	47	23	57	121	97	275	171	58	97	79	66	119	69	106	150	123	36	95	35	108	227	81	96	226	123	120	52	40	28	81	86	137	53	34	26	376	130	103	99	52	101	25	67	11	88	143	61	139	30	69	125	113	65	30	96	86	54	68	47	78	83	117	83	60	17	227	133	120	0	98									
8	Число бюллетеней в стационарных ящиках для голосования	41777	487	971	926	986	889	968	552	1107	816	1162	1117	1166	856	893	898	977	1124	584	946	870	1027	280	928	472	425	858	275	860	683	600	274	402	210	442	564	490	338	90	143	99	634	811	748	219	173	514	143	291	93	110	704	644	626	112	51	372	448	172	96	420	632	228	276	208	244	228	303	938	120	138	1524	935	493	170	204									
9	Число недействительных избирательных бюллетеней	465	5	2	9	10	7	9	3	6	11	11	8	20	11	12	7	12	17	11	11	11	10	3	6	1	5	10	2	5	13	0	3	3	3	3	11	5	6	0	3	2	12	28	10	1	2	12	1	4	1	0	13	6	7	0	0	4	5	1	0	9	15	0	8	3	3	5	2	9	0	2	0	9	0	2	4									
10	Число действительных избирательных бюллетеней	48230	613	1046	976	1036	937	1006	572	1158	926	1248	1384	1317	903	978	970	1031	1226	642	1041	1009	1140	313	1017	506	528	1075	354	951	896	723	391	451	247	467	634	571	469	143	174	123	998	913	841	317	223	603	167	354	103	198	834	699	758	142	120	493	556	236	126	507	703	282	336	252	319	306	418	1012	180	153	1751	1059	613	168	298									
11	Число полученных открепительных  удостоверений	869	10	10	22	15	15	25	17	27	15	26	25	24	15	20	24	19	26	10	20	18	34	5	20	8	8	11	9	15	7	22	7	5	6	3	6	5	3	3	3	5	21	18	10	16	3	13	8	10	7	6	30	11	7	21	0	11	12	3	6	7	8	4	2	3	3	3	6	20	2	2	15	10	3	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	828	10	10	21	15	15	24	14	26	14	25	23	21	15	18	24	18	24	9	19	15	31	3	18	6	7	11	9	12	7	22	7	5	6	3	6	5	3	3	3	5	21	18	10	16	3	13	8	10	7	6	30	11	7	21	0	11	12	3	6	7	8	4	2	3	3	3	6	20	1	2	15	7	2	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	566	2	15	12	19	7	9	17	14	8	16	15	13	8	8	10	11	13	8	17	13	9	4	14	4	5	5	3	2	8	8	0	4	0	4	6	1	2	6	4	1	5	9	10	6	0	4	1	15	4	3	1	9	14	2	40	6	7	5	1	1	3	3	1	3	2	2	4	11	2	1	9	1	6	9	41									
14	Число неиспользованных открепительных удостоверений	41	0	0	1	0	0	1	3	1	1	1	2	3	0	2	0	1	2	1	1	3	3	2	2	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	24	0	0	0	1	0	1	2	1	0	0	1	1	0	0	3	0	1	2	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																						
19	Жириновский Владимир Вольфович	3269	48	72	66	84	51	63	36	71	80	92	86	102	74	62	87	56	92	24	48	75	97	35	59	36	21	60	43	73	75	49	10	21	15	15	36	68	37	21	8	19	73	84	94	20	22	68	13	34	6	7	64	42	68	3	2	24	30	10	8	32	40	25	5	11	14	14	29	69	10	6	79	32	19	26	19									
		6.71%	7.77%	6.87%	6.70%	8.03%	5.40%	6.21%	6.26%	6.10%	8.54%	7.31%	6.18%	7.63%	8.10%	6.26%	8.90%	5.37%	7.40%	3.68%	4.56%	7.35%	8.43%	11.08%	5.77%	7.10%	3.94%	5.53%	12.08%	7.64%	8.25%	6.78%	2.54%	4.63%	6.00%	3.19%	5.58%	11.81%	7.79%	14.69%	4.52%	15.20%	7.23%	8.93%	11.05%	6.29%	9.78%	11.06%	7.74%	9.50%	5.77%	3.54%	7.56%	5.96%	8.89%	2.11%	1.67%	4.83%	5.35%	4.22%	6.35%	6.20%	5.57%	8.87%	1.45%	4.31%	4.35%	4.50%	6.90%	6.76%	5.56%	3.87%	4.51%	2.99%	3.10%	15.29%	6.29%									
20	Зюганов Геннадий Андреевич	9393	118	208	221	223	178	215	124	231	180	309	250	343	205	211	221	231	250	142	245	215	242	70	203	127	99	214	47	204	117	128	83	56	34	131	128	138	98	26	23	28	136	169	169	56	45	114	34	65	13	38	195	161	190	24	4	110	85	51	30	54	127	48	33	48	48	52	70	125	39	43	118	245	74	29	35									
		19.29%	19.09%	19.85%	22.44%	21.32%	18.86%	21.18%	21.57%	19.85%	19.21%	24.54%	17.96%	25.65%	22.43%	21.31%	22.62%	22.15%	20.11%	21.75%	23.29%	21.08%	21.04%	22.15%	19.84%	25.05%	18.57%	19.72%	13.20%	21.34%	12.87%	17.70%	21.07%	12.33%	13.60%	27.87%	19.84%	23.96%	20.63%	18.18%	12.99%	22.40%	13.47%	17.96%	19.86%	17.61%	20.00%	18.54%	20.24%	18.16%	12.50%	19.19%	23.02%	22.84%	24.84%	16.90%	3.33%	22.13%	15.15%	21.52%	23.81%	10.47%	17.69%	17.02%	9.59%	18.82%	14.91%	16.72%	16.67%	12.24%	21.67%	27.74%	6.74%	22.94%	12.07%	17.06%	11.59%									
21	Миронов Сергей Михайлович	1650	28	49	56	37	60	41	31	70	41	53	47	56	39	42	37	32	41	27	31	25	66	17	32	17	17	30	9	42	30	39	11	4	3	1	14	25	15	3	3	2	31	32	17	8	10	21	1	7	1	5	20	10	15	4	2	10	8	7	3	14	21	16	4	5	7	4	7	37	0	6	52	12	6	7	17									
		3.39%	4.53%	4.68%	5.69%	3.54%	6.36%	4.04%	5.39%	6.01%	4.38%	4.21%	3.38%	4.19%	4.27%	4.24%	3.79%	3.07%	3.30%	4.13%	2.95%	2.45%	5.74%	5.38%	3.13%	3.35%	3.19%	2.76%	2.53%	4.39%	3.30%	5.39%	2.79%	0.88%	1.20%	0.21%	2.17%	4.34%	3.16%	2.10%	1.69%	1.60%	3.07%	3.40%	1.99%	2.52%	4.44%	3.41%	0.60%	1.96%	0.96%	2.53%	2.36%	1.42%	1.96%	2.82%	1.67%	2.01%	1.43%	2.95%	2.38%	2.71%	2.92%	5.67%	1.16%	1.96%	2.17%	1.29%	1.67%	3.62%	0.00%	3.87%	2.97%	1.12%	0.98%	4.12%	5.63%									
22	Прохоров Михаил Дмитриевич	2583	27	80	87	84	90	88	52	82	70	109	100	82	69	52	75	74	80	67	64	53	64	19	92	26	21	50	20	47	35	46	7	9	14	2	25	27	14	4	1	2	28	30	37	19	6	16	2	15	2	6	48	35	43	7	1	6	15	6	4	27	27	8	5	9	17	16	16	58	8	2	13	4	4	18	15									
		5.30%	4.37%	7.63%	8.83%	8.03%	9.53%	8.67%	9.04%	7.04%	7.47%	8.66%	7.18%	6.13%	7.55%	5.25%	7.68%	7.09%	6.44%	10.26%	6.08%	5.20%	5.57%	6.01%	8.99%	5.13%	3.94%	4.61%	5.62%	4.92%	3.85%	6.36%	1.78%	1.98%	5.60%	0.43%	3.88%	4.69%	2.95%	2.80%	0.56%	1.60%	2.77%	3.19%	4.35%	5.97%	2.67%	2.60%	1.19%	4.19%	1.92%	3.03%	5.67%	4.96%	5.62%	4.93%	0.83%	1.21%	2.67%	2.53%	3.17%	5.23%	3.76%	2.84%	1.45%	3.53%	5.28%	5.14%	3.81%	5.68%	4.44%	1.29%	0.74%	0.37%	0.65%	10.59%	4.97%									
23	Путин Владимир Владимирович	31335	392	637	546	608	558	599	329	704	555	685	901	734	516	611	550	638	763	382	653	641	671	172	631	300	370	721	235	585	639	461	280	361	181	318	431	313	305	89	139	72	730	598	524	214	140	384	117	233	81	142	507	451	442	104	111	343	418	162	81	380	488	185	289	179	233	220	296	723	123	96	1489	766	510	88	212									
		64.35%	63.43%	60.78%	55.43%	58.13%	59.11%	59.01%	57.22%	60.48%	59.23%	54.41%	64.73%	54.90%	56.46%	61.72%	56.29%	61.17%	61.38%	58.50%	62.07%	62.84%	58.35%	54.43%	61.68%	59.17%	69.42%	66.45%	66.01%	61.19%	70.30%	63.76%	71.07%	79.52%	72.40%	67.66%	66.82%	54.34%	64.21%	62.24%	78.53%	57.60%	72.28%	63.55%	61.57%	67.30%	62.22%	62.44%	69.64%	65.08%	77.88%	71.72%	59.86%	63.97%	57.78%	73.24%	92.50%	69.01%	74.51%	68.35%	64.29%	73.64%	67.97%	65.60%	84.01%	70.20%	72.36%	70.74%	70.48%	70.81%	68.33%	61.94%	85.04%	71.72%	83.20%	51.76%	70.20%									
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
