17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																				
18	Богданов Андрей Владимирович	395	17	8	9	8	16	22	8	4	17	7	4	20	25	3	0	0	8	12	3	13	16	0	6	1	19	17	8	16	7	1	0	1	0	1	7	3	0	11	1	10	13	9	14	21	9					
		1.02%	1.19%	0.58%	0.76%	1.02%	1.07%	1.36%	0.78%	0.80%	1.36%	1.37%	0.29%	1.21%	1.43%	1.28%	0.00%	0.00%	0.91%	1.03%	1.15%	0.87%	1.18%	0.00%	1.47%	3.57%	1.19%	1.09%	0.65%	1.17%	0.80%	0.86%	0.00%	1.75%	0.00%	0.53%	0.88%	1.16%	0.00%	0.96%	0.70%	1.06%	1.08%	0.79%	1.21%	1.51%	0.96%					
19	Жириновский Владимир Вольфович	3830	130	129	123	75	118	151	100	57	128	46	136	141	157	25	1	3	95	129	21	132	109	3	34	0	186	169	129	160	82	7	3	5	10	11	78	8	30	126	8	95	130	142	149	142	117					
		9.89%	9.07%	9.27%	10.35%	9.55%	7.91%	9.35%	9.75%	11.47%	10.22%	9.00%	9.96%	8.56%	8.97%	10.68%	2.70%	3.37%	10.78%	11.04%	8.02%	8.88%	8.06%	3.95%	8.33%	0.00%	11.65%	10.79%	10.41%	11.70%	9.41%	6.03%	6.12%	8.77%	4.93%	5.79%	9.80%	3.10%	8.09%	11.05%	5.59%	10.05%	10.81%	12.49%	12.84%	10.23%	12.43%					
20	Зюганов Геннадий Андреевич	10652	466	477	269	198	482	501	285	143	367	149	399	533	541	50	8	13	252	329	50	330	252	22	107	7	361	379	354	346	192	15	7	6	35	37	259	79	98	226	22	275	350	346	333	382	320					
		27.52%	32.52%	34.29%	22.64%	25.22%	32.33%	31.02%	27.78%	28.77%	29.31%	29.16%	29.23%	32.34%	30.91%	21.37%	21.62%	14.61%	28.60%	28.14%	19.08%	22.21%	18.64%	28.95%	26.23%	25.00%	22.62%	24.20%	28.57%	25.31%	22.04%	12.93%	14.29%	10.53%	17.24%	19.47%	32.54%	30.62%	26.42%	19.82%	15.38%	29.10%	29.09%	30.43%	28.71%	27.52%	34.01%					
21	Медведев Дмитрий Анатольевич	23398	798	757	774	496	869	920	620	288	729	304	812	941	994	155	28	73	522	686	188	1002	964	51	258	20	1012	986	729	830	572	91	38	45	158	139	444	164	241	769	108	558	688	619	645	830	483					
		60.44%	55.69%	54.42%	65.15%	63.18%	58.28%	56.97%	60.43%	57.95%	58.23%	59.49%	59.49%	57.10%	56.80%	66.24%	75.68%	82.02%	59.25%	58.68%	71.76%	67.43%	71.30%	67.11%	63.24%	71.43%	63.41%	62.96%	58.84%	60.72%	65.67%	78.45%	77.55%	78.95%	77.83%	73.16%	55.78%	63.57%	64.96%	67.46%	75.52%	59.05%	57.19%	54.44%	55.60%	59.80%	51.33%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
