15	Жириновский Владимир Вольфович	643	31	14	26	21	29	22	21	37	37	18	10	19	15	5	1	12	10	10	2	10	3	9	7	10	0	4	26	0	12	33	6	6	12	10	6	12	6	4	0	4	12	8	36	9	22	18	4	2	12									
		4.57%	7.11%	3.49%	6.63%	6.02%	7.29%	5.54%	5.79%	8.69%	7.84%	5.22%	2.61%	4.08%	4.57%	3.18%	1.43%	3.73%	3.34%	2.94%	0.88%	2.76%	1.97%	2.43%	4.93%	3.86%	0.00%	2.01%	3.71%	0.00%	7.23%	6.32%	8.00%	3.03%	6.78%	4.83%	3.14%	6.82%	4.76%	4.30%	0.00%	2.70%	2.14%	3.08%	5.12%	5.26%	8.76%	3.91%	2.78%	2.47%	3.95%									
16	Путин Владимир Владимирович	11613	330	313	306	275	320	319	267	313	360	290	338	383	248	125	61	270	260	315	209	313	138	323	118	227	76	174	574	141	142	366	65	166	155	177	175	150	114	77	61	136	493	228	583	139	198	354	125	74	249									
		82.53%	75.69%	78.05%	78.06%	78.80%	80.40%	80.35%	73.55%	73.47%	76.27%	84.06%	88.25%	82.19%	75.61%	79.62%	87.14%	83.85%	86.96%	92.65%	92.48%	86.46%	90.79%	87.06%	83.10%	87.64%	95.00%	87.44%	81.88%	94.00%	85.54%	70.11%	86.67%	83.84%	87.57%	85.51%	91.62%	85.23%	90.48%	82.80%	87.14%	91.89%	87.72%	87.69%	82.93%	81.29%	78.88%	76.96%	86.81%	91.36%	81.91%									
17	Собчак Ксения Анатольевна	108	5	5	1	6	2	1	3	3	3	6	2	1	6	1	1	0	0	2	0	2	2	1	1	3	0	0	8	0	0	7	0	4	0	2	0	2	1	0	1	1	3	2	9	1	4	3	3	0	0									
		0.77%	1.15%	1.25%	0.26%	1.72%	0.50%	0.25%	0.83%	0.70%	0.64%	1.74%	0.52%	0.21%	1.83%	0.64%	1.43%	0.00%	0.00%	0.59%	0.00%	0.55%	1.32%	0.27%	0.70%	1.16%	0.00%	0.00%	1.14%	0.00%	0.00%	1.34%	0.00%	2.02%	0.00%	0.97%	0.00%	1.14%	0.79%	0.00%	1.43%	0.68%	0.53%	0.77%	1.28%	0.58%	1.59%	0.65%	2.08%	0.00%	0.00%									
18	Сурайкин Максим Александрович	63	0	4	2	3	1	2	2	2	6	1	1	1	0	1	1	2	1	0	1	2	1	1	0	0	0	0	5	0	0	2	0	0	0	1	0	1	0	0	0	1	0	3	7	4	1	1	2	0	0									
		0.45%	0.00%	0.99%	0.51%	0.86%	0.25%	0.50%	0.55%	0.47%	1.27%	0.29%	0.26%	0.21%	0.00%	0.64%	1.43%	0.62%	0.33%	0.00%	0.44%	0.55%	0.66%	0.27%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.48%	0.00%	0.57%	0.00%	0.00%	0.00%	0.68%	0.00%	1.15%	0.99%	2.34%	0.40%	0.22%	1.39%	0.00%	0.00%									
19	Титов Борис Юрьевич	46	3	1	0	5	2	0	2	0	2	1	1	4	0	0	0	0	0	0	0	1	0	2	0	3	0	0	7	2	0	1	0	0	0	0	1	1	0	0	1	0	2	0	1	0	2	1	0	0	0									
		0.33%	0.69%	0.25%	0.00%	1.43%	0.50%	0.00%	0.55%	0.00%	0.42%	0.29%	0.26%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.54%	0.00%	1.16%	0.00%	0.00%	0.99%	1.33%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.52%	0.57%	0.00%	0.00%	1.43%	0.00%	0.36%	0.00%	0.14%	0.00%	0.80%	0.22%	0.00%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	32	1	1	4	0	2	1	2	3	2	2	1	0	2	0	2	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0									
		0.23%	0.23%	0.25%	1.02%	0.00%	0.50%	0.25%	0.55%	0.70%	0.42%	0.58%	0.26%	0.00%	0.61%	0.00%	2.86%	0.31%	0.33%	0.29%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	2.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
