		0.04%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.07%	0.14%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	Жириновский Владимир Вольфович	75	0	2	2	3	0	2	0	2	3	0	1	0	0	0	0	3	0	1	0	0	1	0	2	3	3	3	1	0	1	1	1	0	1	0	1	1	0	3	21	5	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0					
		0.34%	0.00%	0.51%	0.40%	0.84%	0.00%	0.77%	0.00%	0.44%	0.51%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.33%	0.00%	0.00%	0.45%	0.00%	0.61%	0.57%	1.03%	0.40%	0.85%	0.00%	0.98%	0.65%	0.75%	0.00%	0.47%	0.00%	0.44%	0.80%	0.00%	0.41%	1.05%	0.36%	0.56%	0.32%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	Зюганов Геннадий Андреевич	281	10	14	5	6	0	4	0	4	4	11	5	3	4	3	5	13	11	1	3	5	0	2	4	5	7	10	2	6	1	1	1	3	1	2	2	2	0	11	39	18	11	16	1	1	5	2	3	5	0	2	0	2	0	3	2					
		1.29%	3.36%	3.54%	0.99%	1.68%	0.00%	1.54%	0.00%	0.89%	0.68%	3.14%	2.63%	0.95%	0.80%	0.30%	0.60%	1.19%	4.51%	0.33%	1.04%	1.66%	0.00%	0.77%	1.22%	0.95%	2.40%	1.33%	1.69%	3.92%	0.98%	0.65%	0.75%	0.52%	0.47%	0.85%	0.87%	1.60%	0.00%	1.49%	1.96%	1.29%	1.54%	2.58%	0.23%	0.33%	2.11%	0.82%	1.28%	2.89%	0.00%	1.48%	0.00%	1.67%	0.00%	1.68%	1.49%					
21	Медведев Дмитрий Анатольевич	21430	288	380	497	348	523	254	351	445	579	339	184	312	496	996	830	1079	233	297	285	297	222	258	322	516	281	736	115	147	100	151	132	571	213	234	226	122	203	723	1928	1369	697	600	428	302	232	243	231	168	187	133	120	118	81	176	132					
		98.28%	96.64%	95.96%	98.42%	97.48%	100.00%	97.69%	100.00%	98.67%	98.64%	96.86%	96.84%	99.05%	99.20%	99.60%	99.40%	98.54%	95.49%	99.33%	98.96%	98.34%	99.55%	99.23%	98.17%	98.47%	96.23%	98.00%	97.46%	96.08%	98.04%	98.69%	98.51%	99.30%	99.07%	99.15%	98.69%	97.60%	100.00%	97.83%	96.74%	98.14%	97.76%	96.93%	99.77%	99.02%	97.89%	99.18%	98.72%	97.11%	100.00%	98.52%	100.00%	98.33%	100.00%	98.32%	98.51%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
