		0.42%	0.45%	0.25%	0.16%	0.51%	0.68%	0.70%	0.00%	0.07%	0.47%	0.00%	0.34%	0.26%	0.51%	0.80%	0.64%	0.16%	0.62%	0.09%	0.49%	0.50%	0.65%	0.26%	0.55%	0.60%	0.24%	0.36%	0.96%	0.36%	1.04%	0.17%	0.62%	0.45%	0.13%	0.00%	0.90%	0.00%	0.00%	0.00%	0.56%	0.65%	0.30%	0.00%	0.57%	0.43%	0.24%	0.69%	0.00%	0.60%	0.38%	0.38%	0.15%	0.49%	0.26%	0.32%	0.99%					
19	Жириновский Владимир Вольфович	2611	57	56	61	45	87	23	41	26	58	0	52	50	71	68	96	25	61	22	25	91	42	23	80	38	82	68	53	80	54	81	34	56	30	31	44	9	59	31	14	19	25	5	34	17	46	56	0	18	32	96	46	68	57	85	83					
		5.28%	5.15%	6.95%	4.95%	5.74%	6.56%	3.23%	3.72%	1.92%	9.06%	0.00%	3.51%	6.42%	4.49%	6.82%	6.10%	2.04%	7.62%	2.05%	2.47%	7.62%	4.56%	2.94%	8.74%	5.68%	9.93%	8.20%	3.38%	7.27%	3.99%	6.95%	7.02%	12.56%	3.79%	5.18%	3.28%	2.41%	9.50%	4.68%	3.89%	4.13%	3.76%	0.78%	4.87%	2.46%	11.08%	7.75%	0.00%	5.36%	4.09%	7.21%	7.01%	8.28%	7.32%	5.51%	10.34%					
20	Зюганов Геннадий Андреевич	7141	115	153	124	114	251	73	123	42	121	144	152	82	189	173	234	264	188	35	127	60	133	88	145	95	210	131	232	212	162	164	77	105	94	36	246	57	154	74	38	12	59	145	167	73	111	102	147	33	89	144	108	172	147	216	199					
		14.44%	10.40%	18.98%	10.06%	14.54%	18.91%	10.27%	11.16%	3.10%	18.91%	14.56%	10.26%	10.53%	11.96%	17.35%	14.88%	21.59%	23.47%	3.26%	12.56%	5.03%	14.44%	11.24%	15.85%	14.20%	25.42%	15.80%	14.80%	19.26%	11.99%	14.08%	15.91%	23.54%	11.88%	6.02%	18.36%	15.28%	24.80%	11.18%	10.56%	2.61%	8.87%	22.59%	23.93%	10.55%	26.75%	14.11%	26.78%	9.82%	11.38%	10.81%	16.46%	20.95%	18.87%	14.01%	24.78%					
21	Медведев Дмитрий Анатольевич	39231	918	589	1036	618	969	604	938	1285	455	837	1273	638	1305	748	1228	932	543	1017	854	1037	738	669	678	521	527	622	1256	799	1121	918	368	279	653	529	1038	305	375	557	306	426	577	492	493	599	250	557	396	283	654	1047	501	577	573	1224	499					
		79.31%	83.00%	73.08%	84.02%	78.83%	73.02%	84.95%	85.12%	94.90%	71.09%	84.63%	85.90%	81.90%	82.59%	75.03%	78.07%	76.21%	67.79%	94.60%	84.47%	86.85%	80.13%	85.44%	74.10%	77.88%	63.80%	75.03%	80.10%	72.57%	82.98%	78.80%	76.03%	62.56%	82.55%	88.46%	77.46%	81.77%	60.39%	84.14%	85.00%	92.61%	86.77%	76.64%	70.63%	86.56%	60.24%	77.04%	72.13%	84.23%	83.63%	78.60%	76.37%	70.28%	73.56%	79.38%	62.14%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
