Выборы Президента Российской Федерации																																													
Дата голосования: 18.03.2018																																													
																																													
Наименование Избирательной комиссии:    Шушенская																																													
																																													
Сводная таблица итогов голосования																																													
																																													
	Число участковых избирательных комиссий	34																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	34																																											
																																													
		Сумма	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2179	УИК №2266									
1	"Число избирателей, включенных в список избирателей"	26462	700	955	1719	2008	1653	1402	1123	1744	1387	1874	1470	290	90	212	1335	438	125	52	175	494	1749	1198	118	433	111	100	1012	252	136	962	326	140	607	72									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26494	684	967	1717	2021	1679	1417	1127	1753	1389	1900	1432	281	86	206	1328	422	120	46	172	483	1789	1205	119	433	104	95	1023	250	136	976	330	136	595	73									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	14406	356	464	884	1065	840	851	592	999	802	1096	896	167	53	124	713	249	58	37	90	270	929	615	43	200	65	58	524	132	75	564	182	87	288	38									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	994	63	44	68	18	27	49	41	62	63	69	40	29	2	7	53	21	4	0	5	63	60	53	4	8	12	0	43	7	3	32	17	3	24	0									
6	Число погашенных избирательных бюллетеней	11094	265	459	765	938	812	517	494	692	524	735	496	85	31	75	562	152	58	9	77	150	800	537	72	225	27	37	456	111	58	380	131	46	283	35									
7	Число избирательных бюллетеней в переносных ящиках для голосования	994	63	44	68	18	27	49	41	62	63	69	40	29	2	7	53	21	4	0	5	63	60	53	4	8	12	0	43	7	3	32	17	3	24	0									
8	Число бюллетеней в стационарных ящиках для голосования	14402	355	464	884	1065	839	851	592	999	802	1094	896	167	53	124	713	249	58	37	90	270	929	615	43	200	65	58	524	132	75	564	182	87	288	38									
