		10.15%	11.35%	11.44%	12.46%	8.94%	10.46%	9.17%	10.59%	8.22%	7.05%	8.20%	10.40%	7.94%	9.39%	9.68%	9.97%	12.06%	11.75%	9.47%	10.42%	7.35%	9.13%	10.62%	10.55%	11.42%	11.21%	10.61%	11.32%	8.64%	8.28%	10.56%	7.82%	12.90%	8.41%	9.50%	11.91%	9.89%	11.68%	10.15%	9.25%	10.21%	14.06%	9.79%	11.05%	10.93%	9.80%	9.09%					
20	Зюганов Геннадий Андреевич	10753	349	352	378	141	162	254	307	406	424	263	190	244	241	265	191	135	154	151	181	330	230	224	215	234	170	223	404	325	353	231	236	104	299	359	220	272	250	182	196	249	208	87	151	128	49	36					
		21.99%	24.75%	20.96%	21.60%	21.01%	19.26%	21.77%	24.62%	26.50%	29.88%	25.39%	21.97%	24.52%	24.87%	23.33%	21.88%	11.38%	17.74%	13.88%	16.99%	33.23%	26.59%	22.88%	22.47%	21.73%	24.11%	19.39%	23.93%	22.46%	23.77%	17.42%	24.28%	11.47%	21.48%	26.65%	15.42%	27.73%	25.18%	21.49%	28.32%	21.73%	17.11%	10.52%	21.66%	20.88%	24.02%	23.38%					
21	Медведев Дмитрий Анатольевич	30927	843	1063	1083	456	556	762	756	945	816	634	550	637	602	695	547	828	576	742	721	533	495	604	577	677	427	751	1015	924	939	904	616	615	905	808	990	577	584	547	412	719	794	627	446	407	125	97					
		63.27%	59.79%	63.31%	61.89%	67.96%	66.11%	65.30%	60.63%	61.68%	57.51%	61.20%	63.58%	64.02%	62.13%	61.18%	62.66%	69.81%	66.36%	68.20%	67.70%	53.68%	57.23%	61.70%	60.29%	62.86%	60.57%	65.30%	60.13%	63.86%	63.23%	68.17%	63.37%	67.81%	65.01%	59.99%	69.38%	58.82%	58.81%	64.58%	59.54%	62.74%	65.30%	75.82%	63.99%	66.39%	61.27%	62.99%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
