		0.89%	0.38%	1.34%	0.87%	0.86%	0.81%	0.37%	0.74%	1.21%	1.16%	1.45%	0.33%	1.16%	2.49%	0.57%	1.43%	2.19%	0.47%	0.58%	1.37%	1.14%	0.71%	0.16%	0.46%	2.53%	1.34%	0.26%	0.49%	0.27%	0.83%	0.79%	0.23%	0.00%	0.48%	1.22%	0.44%	0.34%	0.00%	0.43%	1.16%	0.36%	0.48%	2.01%	0.58%	1.69%	0.00%	0.63%	0.24%	0.18%	0.97%	1.91%	0.00%	0.97%	0.47%	0.44%	0.86%	0.11%	1.08%	0.57%									
14	Грудинин Павел Николаевич	4953	159	184	100	149	149	60	227	210	63	24	159	118	143	116	123	44	162	113	110	167	203	121	273	68	26	44	22	62	4	60	47	38	51	31	73	19	28	38	8	148	129	8	60	58	45	127	69	37	96	17	18	31	58	11	14	112	41	78									
		9.64%	10.03%	10.31%	12.45%	10.70%	12.07%	11.07%	13.99%	11.56%	7.32%	1.39%	10.53%	6.54%	9.62%	7.33%	7.33%	4.59%	10.90%	13.14%	16.72%	9.08%	11.01%	19.64%	15.55%	6.37%	4.97%	11.58%	5.37%	17.03%	3.33%	9.46%	10.73%	10.50%	8.12%	9.45%	8.04%	6.48%	10.22%	16.38%	9.30%	10.80%	10.25%	5.37%	7.02%	4.89%	7.28%	13.24%	16.87%	6.57%	13.33%	3.25%	7.86%	10.03%	13.62%	4.82%	6.01%	11.91%	4.04%	8.93%									
15	Жириновский Владимир Вольфович	2574	148	103	46	48	41	36	54	48	51	158	34	87	26	98	111	78	86	28	30	123	100	33	58	83	44	16	20	7	9	32	27	25	20	13	29	17	11	10	3	74	49	3	23	102	39	43	10	4	17	20	6	15	12	16	19	34	39	58									
		5.01%	9.34%	5.77%	5.73%	3.45%	3.32%	6.64%	3.33%	2.64%	5.92%	9.14%	2.25%	4.82%	1.75%	6.19%	6.61%	8.14%	5.79%	3.26%	4.56%	6.69%	5.43%	5.36%	3.30%	7.77%	8.41%	4.21%	4.88%	1.92%	7.50%	5.05%	6.16%	6.91%	3.18%	3.96%	3.19%	5.80%	4.01%	4.31%	3.49%	5.40%	3.90%	2.01%	2.69%	8.61%	6.31%	4.48%	2.44%	0.71%	2.36%	3.82%	2.62%	4.85%	2.82%	7.02%	8.15%	3.62%	3.84%	6.64%									
16	Путин Владимир Владимирович	41279	1261	1418	616	1131	980	431	1272	1482	685	1422	1278	1428	1204	1247	1326	766	1169	683	475	1463	1454	410	1343	849	411	307	361	288	103	525	347	295	543	271	788	250	220	175	69	1094	1046	120	722	951	526	753	306	512	579	423	203	251	341	192	187	762	874	691									
		80.37%	79.56%	79.44%	76.71%	81.25%	79.42%	79.52%	78.42%	81.56%	79.56%	82.24%	84.64%	79.16%	81.02%	78.82%	78.98%	79.96%	78.67%	79.42%	72.19%	79.55%	78.89%	66.56%	76.48%	79.49%	78.59%	80.79%	88.05%	79.12%	85.83%	82.81%	79.22%	81.49%	86.46%	82.62%	86.78%	85.32%	80.29%	75.43%	80.23%	79.80%	83.15%	80.54%	84.44%	80.25%	85.11%	78.52%	74.82%	90.94%	80.42%	80.88%	88.65%	81.23%	80.05%	84.21%	80.26%	81.06%	86.02%	79.15%									
17	Собчак Ксения Анатольевна	526	3	23	2	17	5	7	2	17	7	10	16	71	6	35	12	6	23	11	14	13	31	15	16	20	6	2	2	0	1	7	6	0	2	3	1	1	1	3	2	12	8	0	3	8	2	2	4	6	4	8	0	2	2	1	4	11	16	14									
		1.02%	0.19%	1.29%	0.25%	1.22%	0.41%	1.29%	0.12%	0.94%	0.81%	0.58%	1.06%	3.94%	0.40%	2.21%	0.71%	0.63%	1.55%	1.28%	2.13%	0.71%	1.68%	2.44%	0.91%	1.87%	1.15%	0.53%	0.49%	0.00%	0.83%	1.10%	1.37%	0.00%	0.32%	0.91%	0.11%	0.34%	0.36%	1.29%	2.33%	0.88%	0.64%	0.00%	0.35%	0.68%	0.32%	0.21%	0.98%	1.07%	0.56%	1.53%	0.00%	0.65%	0.47%	0.44%	1.72%	1.17%	1.57%	1.60%									
18	Сурайкин Максим Александрович	526	1	5	9	13	20	4	11	13	15	68	3	19	12	16	11	19	9	9	6	12	7	13	20	4	10	4	1	3	0	2	4	2	2	0	3	4	6	4	1	18	13	6	16	22	5	10	9	2	8	11	0	3	1	6	2	7	14	8									
		1.02%	0.06%	0.28%	1.12%	0.93%	1.62%	0.74%	0.68%	0.72%	1.74%	3.93%	0.20%	1.05%	0.81%	1.01%	0.66%	1.98%	0.61%	1.05%	0.91%	0.65%	0.38%	2.11%	1.14%	0.37%	1.91%	1.05%	0.24%	0.82%	0.00%	0.32%	0.91%	0.55%	0.32%	0.00%	0.33%	1.37%	2.19%	1.72%	1.16%	1.31%	1.03%	4.03%	1.87%	1.86%	0.81%	1.04%	2.20%	0.36%	1.11%	2.10%	0.00%	0.97%	0.23%	2.63%	0.86%	0.74%	1.38%	0.92%									
19	Титов Борис Юрьевич	319	2	12	3	9	12	2	13	8	11	7	3	24	21	7	18	12	8	6	2	16	9	8	12	2	8	2	0	2	0	0	2	0	0	0	1	1	0	0	1	2	1	2	6	19	1	3	5	1	2	9	2	0	3	1	3	6	3	6									
		0.62%	0.13%	0.67%	0.37%	0.65%	0.97%	0.37%	0.80%	0.44%	1.28%	0.40%	0.20%	1.33%	1.41%	0.44%	1.07%	1.25%	0.54%	0.70%	0.30%	0.87%	0.49%	1.30%	0.68%	0.19%	1.53%	0.53%	0.00%	0.55%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.11%	0.34%	0.00%	0.00%	1.16%	0.15%	0.08%	1.34%	0.70%	1.60%	0.16%	0.31%	1.22%	0.18%	0.28%	1.72%	0.87%	0.00%	0.70%	0.44%	1.29%	0.64%	0.30%	0.69%									
20	Явлинский Григорий Алексеевич	379	5	7	6	6	8	0	12	7	14	6	4	22	13	32	47	7	15	1	8	18	21	3	12	15	11	2	2	1	1	0	2	1	0	1	2	0	2	0	1	6	0	2	5	3	0	3	1	0	2	14	0	0	5	0	2	2	11	8									
		0.74%	0.32%	0.39%	0.75%	0.43%	0.65%	0.00%	0.74%	0.39%	1.63%	0.35%	0.26%	1.22%	0.87%	2.02%	2.80%	0.73%	1.01%	0.12%	1.22%	0.98%	1.14%	0.49%	0.68%	1.40%	2.10%	0.53%	0.49%	0.27%	0.83%	0.00%	0.46%	0.28%	0.00%	0.30%	0.22%	0.00%	0.73%	0.00%	1.16%	0.44%	0.00%	1.34%	0.58%	0.25%	0.00%	0.31%	0.24%	0.00%	0.28%	2.68%	0.00%	0.00%	1.17%	0.00%	0.86%	0.21%	1.08%	0.92%									
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
