11	Число полученных открепительных  удостоверений	3199	22	17	20	164	27	29	34	25	23	35	28	35	36	20	25	30	30	25	28	30	32	23	20	33	40	21	10	37	21	18	30	20	22	35	37	35	50	43	62	31	30	10	25	15	20	20	20	30	44	38	18	27	5	12	33	6	27	20	26	45	35	32	32	21	54	4	14	10	3	20	35	28	42	39	25	20	25	35	20	35	30	25	30	25	15	30	30	30	30	20	38	17	30	20	36	35	37	31	10	15	16	20	25	60	30	30	25	20	20	15	25	45	10	20	0	0	0	0	1									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	3128	22	16	18	162	27	29	33	23	23	35	27	35	36	20	24	29	30	25	27	28	32	23	20	31	40	19	9	36	20	18	30	20	22	35	37	33	50	43	61	31	30	10	25	12	20	20	16	30	44	38	18	27	4	12	33	6	26	20	26	41	32	31	31	21	54	4	14	10	3	20	35	28	42	39	25	13	25	35	20	35	29	24	21	25	15	30	26	30	30	20	38	17	30	20	36	33	37	31	9	13	16	20	25	60	30	30	25	20	20	15	24	45	10	19	0	0	0	0	1									
13	Число избирателей, проголосовавших по открепительным удостоверениям	5279	53	60	84	82	29	72	110	77	68	36	65	21	33	25	49	25	29	40	37	40	35	61	40	57	57	48	16	82	65	34	20	33	49	52	59	19	33	19	91	38	8	7	17	14	25	11	8	12	17	20	5	22	26	14	13	12	21	8	23	45	37	70	29	10	46	7	50	13	49	21	73	25	29	29	5	11	38	25	27	21	50	20	19	25	3	29	67	35	27	346	285	69	202	96	159	200	145	246	20	43	23	17	19	30	18	12	39	31	1	6	31	34	13	10	0	0	8	0	15									
14	Число неиспользованных открепительных удостоверений	71	0	1	2	2	0	0	1	2	0	0	1	0	0	0	1	1	0	0	1	2	0	0	0	2	0	2	1	1	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	3	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	4	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	1	9	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	297	3	4	4	70	4	3	3	1	3	2	2	4	6	3	4	5	6	2	4	3	4	1	3	4	8	7	0	3	2	8	2	3	2	7	8	3	3	3	6	6	9	1	1	1	7	2	1	3	2	3	0	4	1	0	1	0	0	0	0	0	2	1	3	2	10	1	0	1	3	1	1	1	1	2	0	1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																																		
19	Жириновский Владимир Вольфович	6858	84	78	31	112	45	55	76	67	64	50	72	74	77	72	73	66	61	85	44	60	58	62	86	108	89	32	18	79	75	42	100	64	38	140	78	97	108	95	114	116	74	23	43	26	71	25	6	33	81	115	36	98	15	30	39	13	87	43	46	89	106	123	108	105	89	17	31	39	108	24	42	78	87	95	54	37	54	65	48	57	91	35	38	50	18	56	62	46	32	46	59	10	46	38	73	77	89	70	11	63	25	65	28	76	56	97	44	7	14	28	16	23	11	24	0	0	9	5	15									
		6.56%	9.10%	9.21%	4.40%	7.08%	3.79%	5.15%	7.64%	6.50%	6.29%	4.75%	6.83%	7.27%	7.84%	8.09%	8.04%	6.93%	5.49%	7.80%	5.14%	6.32%	5.14%	6.26%	7.54%	8.52%	7.32%	6.82%	8.22%	4.88%	8.04%	6.26%	9.55%	7.54%	5.73%	9.93%	5.57%	6.04%	7.53%	6.85%	6.31%	8.38%	8.50%	7.01%	6.53%	12.50%	8.83%	4.85%	4.38%	5.12%	3.97%	6.38%	6.26%	8.67%	4.45%	8.17%	6.47%	4.80%	7.97%	12.61%	9.94%	6.12%	6.87%	8.40%	7.88%	7.53%	8.14%	6.99%	7.42%	8.46%	11.25%	4.61%	6.94%	8.72%	6.32%	5.67%	11.37%	8.17%	4.79%	5.88%	5.60%	6.18%	6.99%	6.99%	8.80%	7.58%	5.79%	8.45%	8.88%	7.89%	7.90%	2.22%	2.81%	3.29%	3.88%	3.72%	6.95%	6.26%	7.39%	5.80%	7.33%	11.21%	5.01%	7.34%	4.69%	5.77%	7.29%	7.94%	6.83%	3.27%	8.75%	12.84%	4.00%	4.06%	7.33%	7.95%	0.00%	0.00%	5.56%	2.53%	1.81%									
20	Зюганов Геннадий Андреевич	13188	111	125	115	192	212	162	150	148	152	159	158	176	185	146	139	160	171	194	140	181	178	141	208	197	207	56	25	232	134	103	134	118	113	189	230	253	219	230	298	224	148	38	73	33	110	50	18	71	237	197	31	135	50	46	73	18	96	38	59	124	157	150	148	143	152	22	45	44	101	53	83	141	186	227	49	61	120	117	133	140	217	61	68	90	29	68	57	45	47	83	67	17	102	118	128	187	186	132	27	83	68	82	64	122	74	30	67	14	18	35	48	89	17	38	0	3	5	6	14									
		12.62%	12.03%	14.76%	16.31%	12.14%	17.85%	15.17%	15.08%	14.37%	14.95%	15.10%	14.99%	17.29%	18.84%	16.40%	15.31%	16.81%	15.38%	17.80%	16.36%	19.07%	15.77%	14.24%	18.25%	15.55%	17.02%	11.94%	11.42%	14.32%	14.36%	15.35%	12.80%	13.90%	17.04%	13.40%	16.42%	15.76%	15.26%	16.58%	16.50%	16.18%	16.99%	11.59%	11.09%	15.87%	13.68%	9.71%	13.14%	11.02%	11.61%	10.93%	5.39%	11.95%	14.84%	12.53%	12.11%	6.64%	8.79%	11.14%	12.74%	8.52%	10.17%	10.25%	10.80%	10.25%	13.89%	9.05%	10.77%	9.54%	10.52%	10.17%	13.72%	15.77%	13.52%	13.55%	10.32%	13.47%	10.64%	10.58%	15.52%	15.18%	16.68%	12.18%	15.74%	13.64%	9.32%	10.26%	8.17%	7.72%	11.60%	3.99%	3.19%	5.59%	8.61%	11.56%	12.18%	15.19%	15.44%	10.95%	18.00%	14.77%	13.63%	9.26%	10.72%	9.26%	9.64%	2.45%	10.40%	6.54%	11.25%	16.06%	12.00%	15.72%	11.33%	12.58%	0.00%	12.50%	3.09%	3.03%	1.69%									
21	Миронов Сергей Михайлович	6116	61	59	51	110	95	83	74	73	78	100	89	67	65	80	75	81	91	91	55	73	121	76	95	82	94	19	13	76	78	49	66	66	28	79	82	136	101	107	135	94	64	15	31	12	61	30	7	26	72	113	33	53	16	16	22	8	67	16	17	93	97	99	109	87	65	12	23	19	21	37	38	75	87	112	29	27	42	45	57	80	69	30	19	49	11	48	24	27	12	36	45	5	39	48	65	74	51	70	5	26	14	38	25	39	15	23	17	10	5	10	22	30	4	5	12	0	5	1	7									
		5.85%	6.61%	6.97%	7.23%	6.95%	7.99%	7.77%	7.44%	7.09%	7.67%	9.50%	8.44%	6.58%	6.62%	8.99%	8.26%	8.51%	8.18%	8.35%	6.43%	7.69%	10.72%	7.68%	8.33%	6.47%	7.73%	4.05%	5.94%	4.69%	8.36%	7.30%	6.30%	7.77%	4.22%	5.60%	5.85%	8.47%	7.04%	7.71%	7.48%	6.79%	7.35%	4.57%	4.71%	5.77%	7.59%	5.83%	5.11%	4.04%	3.53%	6.27%	5.74%	4.69%	4.75%	4.36%	3.65%	2.95%	6.14%	4.69%	3.67%	6.39%	6.28%	6.76%	7.96%	6.24%	5.94%	4.94%	5.50%	4.12%	2.19%	7.10%	6.28%	8.39%	6.32%	6.69%	6.11%	5.96%	3.72%	4.07%	6.65%	8.68%	5.30%	5.99%	4.40%	7.42%	3.54%	7.24%	3.44%	4.63%	2.96%	1.73%	2.14%	1.64%	3.29%	4.70%	6.18%	6.01%	4.23%	5.80%	3.33%	4.63%	2.81%	4.29%	4.19%	2.96%	1.95%	1.88%	2.64%	4.67%	3.13%	4.59%	5.50%	5.30%	2.67%	1.66%	0.99%	0.00%	3.09%	0.51%	0.84%									
22	Прохоров Михаил Дмитриевич	11766	111	150	127	241	212	178	143	190	158	201	169	141	146	129	129	133	189	145	149	123	179	123	138	186	187	75	35	153	131	91	128	136	86	183	207	257	228	214	305	192	90	39	63	20	75	46	3	52	153	108	20	80	28	23	33	14	84	26	34	123	150	169	141	157	103	16	37	74	88	42	46	120	167	206	31	49	88	83	112	97	127	45	43	60	10	79	55	62	46	65	56	37	87	113	122	186	152	143	14	56	44	86	57	103	47	81	49	13	7	12	53	92	10	20	0	5	23	2	16									
		11.26%	12.03%	17.71%	18.01%	15.23%	17.85%	16.67%	14.37%	18.45%	15.54%	19.09%	16.03%	13.85%	14.87%	14.49%	14.21%	13.97%	16.99%	13.30%	17.41%	12.96%	15.85%	12.42%	12.11%	14.68%	15.38%	15.99%	15.98%	9.44%	14.04%	13.56%	12.23%	16.02%	12.97%	12.98%	14.78%	16.01%	15.89%	15.43%	16.89%	13.87%	10.33%	11.89%	9.57%	9.62%	9.33%	8.93%	2.19%	8.07%	7.49%	5.99%	3.48%	7.08%	8.31%	6.27%	5.47%	5.17%	7.69%	7.62%	7.34%	8.45%	9.72%	11.54%	10.29%	11.25%	9.41%	6.58%	8.85%	16.05%	9.17%	8.06%	7.60%	13.42%	12.14%	12.30%	6.53%	10.82%	7.80%	7.50%	13.07%	10.52%	9.76%	8.98%	9.95%	9.09%	3.22%	11.92%	7.88%	10.63%	11.36%	3.13%	2.67%	12.17%	7.34%	11.07%	11.61%	15.11%	12.61%	11.86%	9.33%	9.96%	8.82%	9.71%	9.55%	7.82%	6.12%	6.63%	7.61%	6.07%	4.38%	5.50%	13.25%	16.25%	6.67%	6.62%	0.00%	20.83%	14.20%	1.01%	1.93%									
23	Путин Владимир Владимирович	65104	546	424	372	903	614	575	540	543	559	530	551	535	498	456	483	492	580	566	459	494	580	581	602	676	625	283	123	1058	505	374	597	452	389	794	782	830	750	717	934	738	483	211	435	116	474	361	103	451	1476	1254	448	754	224	249	427	218	751	213	294	1002	1016	893	851	859	667	168	281	275	625	351	393	465	775	1011	307	278	806	786	499	533	778	323	262	402	241	407	494	400	265	1825	1862	232	901	690	649	692	684	777	91	324	341	604	395	960	566	985	467	167	116	130	258	329	108	215	1185	11	118	183	774									
		62.32%	59.15%	50.06%	52.77%	57.08%	51.68%	53.84%	54.27%	52.72%	54.97%	50.33%	52.28%	52.55%	50.71%	51.24%	53.19%	51.68%	52.16%	51.93%	53.62%	52.05%	51.37%	58.69%	52.81%	53.35%	51.40%	60.34%	56.16%	65.31%	54.13%	55.74%	57.02%	53.24%	58.67%	56.31%	55.82%	51.71%	52.26%	51.69%	51.72%	53.32%	55.45%	64.33%	66.11%	55.77%	58.96%	70.10%	75.18%	70.03%	72.28%	69.55%	77.91%	66.73%	66.47%	67.85%	70.81%	80.44%	68.77%	62.46%	63.50%	68.87%	65.80%	60.99%	62.12%	61.58%	60.97%	69.14%	67.22%	59.65%	65.10%	67.37%	64.96%	52.01%	56.32%	60.36%	64.63%	61.37%	71.45%	71.07%	58.23%	57.81%	59.80%	64.47%	60.65%	60.91%	77.49%	61.39%	70.77%	68.61%	65.43%	87.91%	88.75%	76.32%	76.03%	67.58%	61.75%	56.21%	56.76%	64.43%	60.67%	57.65%	68.34%	68.17%	66.16%	72.89%	73.70%	80.61%	72.52%	78.04%	72.50%	59.63%	64.50%	58.13%	72.00%	71.19%	97.93%	45.83%	72.84%	92.42%	93.25%									
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
