8	Число бюллетеней в стационарных ящиках для голосования	42363	839	433	191	306	50	111	45	143	762	362	361	62	942	150	242	238	254	617	435	549	414	1067	687	1112	800	29	557	282	1234	744	792	207	77	207	1552	1467	1347	810	302	1401	1396	393	216	64	730	224	953	254	238	419	398	147	557	728	553	703	161	88	626	443	592	814	1242	985	1240	416	342	516	819	118	180	75	163	130	97	111	76	121	1465	1203	187									
9	Число недействительных избирательных бюллетеней	573	0	1	1	7	0	0	0	4	0	0	4	0	4	0	0	0	3	9	9	5	2	1	5	6	13	0	4	2	8	2	9	0	1	1	28	27	18	13	1	29	6	8	0	0	10	0	11	1	4	2	0	0	0	147	4	12	0	0	0	5	7	21	5	12	6	4	4	0	36	2	8	0	5	6	0	0	0	0	15	15	0									
10	Число действительных избирательных бюллетеней	48590	1003	594	231	382	70	244	88	254	866	416	488	98	1161	182	306	266	420	682	478	711	480	1190	734	1175	854	71	697	498	1393	870	918	261	98	231	1561	1476	1417	850	328	1482	1490	421	216	87	828	289	984	296	283	513	476	178	667	781	716	908	206	118	759	609	685	869	1306	1040	1411	499	368	645	1028	142	193	75	180	147	140	161	103	183	1485	1394	187									
11	Число полученных открепительных  удостоверений	1519	20	10	10	10	5	5	5	10	25	10	10	10	30	5	10	5	5	15	20	15	20	59	45	49	60	5	15	10	40	20	45	5	9	25	30	40	25	25	10	40	30	20	10	10	25	10	30	10	10	20	15	10	10	44	25	20	5	5	10	20	20	30	35	30	30	10	10	10	35	10	10	5	5	5	5	10	5	5	43	45	10									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1379	19	10	5	7	0	3	1	6	20	6	9	9	30	2	10	5	2	15	20	15	20	59	45	49	60	0	6	8	40	20	45	5	9	25	29	40	25	25	3	40	25	17	10	10	25	10	28	3	10	20	15	3	10	39	25	20	5	2	10	8	18	27	35	30	30	10	6	10	35	10	9	3	5	5	0	6	0	0	43	45	10									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1478	10	8	5	1	1	1	3	12	14	9	13	8	18	0	0	5	5	15	10	14	9	15	52	47	16	0	24	9	42	12	9	33	4	4	19	40	34	21	5	106	128	11	9	1	11	10	166	10	27	58	5	3	7	24	9	12	4	10	14	19	4	25	11	13	10	1	3	10	96	3	2	0	3	3	2	2	1	5	42	49	2									
14	Число неиспользованных открепительных удостоверений	140	1	0	5	3	5	2	4	4	5	4	1	1	0	3	0	0	3	0	0	0	0	0	0	0	0	5	9	2	0	0	0	0	0	0	1	0	0	0	7	0	5	3	0	0	0	0	2	7	0	0	0	7	0	5	0	0	0	3	0	12	2	3	0	0	0	0	4	0	0	0	1	2	0	0	5	4	5	5	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	178	2	1	0	0	1	4	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	18	9	19	11	0	2	1	10	2	4	2	0	0	8	5	1	3	0	0	0	2	0	0	2	0	3	0	2	5	1	0	1	4	6	7	1	1	3	0	0	0	2	1	1	0	0	0	8	0	0	0	0	0	0	0	0	0	8	10	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																												
19	Жириновский Владимир Вольфович	1833	53	16	7	28	1	10	0	11	15	6	39	5	27	3	18	10	13	29	38	24	19	20	58	46	68	2	11	34	18	12	11	7	5	11	32	69	82	17	12	32	16	36	13	4	56	8	58	26	3	29	13	6	6	18	29	25	7	6	15	7	20	71	34	69	38	32	18	33	17	8	6	1	16	9	15	2	1	9	51	80	3									
		3.73%	5.28%	2.69%	3.02%	7.20%	1.43%	4.10%	0.00%	4.26%	1.73%	1.44%	7.93%	5.10%	2.32%	1.65%	5.88%	3.76%	3.07%	4.20%	7.80%	3.35%	3.94%	1.68%	7.85%	3.90%	7.84%	2.82%	1.57%	6.80%	1.28%	1.38%	1.19%	2.68%	5.05%	4.74%	2.01%	4.59%	5.71%	1.97%	3.65%	2.12%	1.07%	8.39%	6.02%	4.60%	6.68%	2.77%	5.83%	8.75%	1.05%	5.63%	2.73%	3.37%	0.90%	1.94%	4.03%	2.72%	3.40%	5.08%	1.98%	1.14%	2.89%	7.98%	2.59%	6.56%	2.68%	6.36%	4.84%	5.12%	1.60%	5.56%	2.99%	1.33%	8.65%	5.88%	10.71%	1.24%	0.97%	4.92%	3.40%	5.68%	1.60%									
20	Зюганов Геннадий Андреевич	5373	146	84	5	57	6	13	13	33	27	21	87	12	35	4	38	44	39	108	75	63	70	81	134	207	193	9	18	48	99	76	38	19	6	15	219	170	155	87	20	249	28	109	45	13	172	55	242	55	9	92	34	21	7	49	70	45	5	27	27	9	30	189	101	192	155	54	75	51	32	17	34	2	38	15	17	11	1	31	168	211	12									
		10.93%	14.56%	14.12%	2.16%	14.65%	8.57%	5.33%	14.77%	12.79%	3.12%	5.05%	17.68%	12.24%	3.00%	2.20%	12.42%	16.54%	9.22%	15.63%	15.40%	8.80%	14.52%	6.80%	18.13%	17.53%	22.26%	12.68%	2.57%	9.60%	7.07%	8.72%	4.10%	7.28%	6.06%	6.47%	13.78%	11.31%	10.80%	10.08%	6.08%	16.48%	1.87%	25.41%	20.83%	14.94%	20.53%	19.03%	24.32%	18.52%	3.14%	17.86%	7.14%	11.80%	1.05%	5.28%	9.72%	4.89%	2.43%	22.88%	3.56%	1.47%	4.34%	21.24%	7.70%	18.25%	10.94%	10.74%	20.16%	7.91%	3.01%	11.81%	16.92%	2.67%	20.54%	9.80%	12.14%	6.83%	0.97%	16.94%	11.20%	14.98%	6.42%									
21	Миронов Сергей Михайлович	978	27	3	4	17	1	4	0	6	10	5	10	3	25	9	3	10	7	17	10	16	9	11	23	26	24	1	9	5	9	15	11	5	0	11	22	30	32	13	7	38	19	13	7	5	17	6	33	4	4	11	6	2	0	10	22	17	3	0	59	11	7	23	11	35	23	14	5	13	11	2	4	1	2	5	2	1	0	7	31	41	3									
		1.99%	2.69%	0.50%	1.72%	4.37%	1.43%	1.64%	0.00%	2.33%	1.15%	1.20%	2.03%	3.06%	2.15%	4.95%	0.98%	3.76%	1.65%	2.46%	2.05%	2.23%	1.87%	0.92%	3.11%	2.20%	2.77%	1.41%	1.28%	1.00%	0.64%	1.72%	1.19%	1.92%	0.00%	4.74%	1.38%	1.99%	2.23%	1.51%	2.13%	2.51%	1.27%	3.03%	3.24%	5.75%	2.03%	2.08%	3.32%	1.35%	1.39%	2.14%	1.26%	1.12%	0.00%	1.08%	3.06%	1.85%	1.46%	0.00%	7.77%	1.79%	1.01%	2.58%	0.84%	3.33%	1.62%	2.78%	1.34%	2.02%	1.03%	1.39%	1.99%	1.33%	1.08%	3.27%	1.43%	0.62%	0.00%	3.83%	2.07%	2.91%	1.60%									
22	Прохоров Михаил Дмитриевич	1285	30	13	11	12	2	2	0	8	18	3	21	4	13	1	3	4	9	27	9	10	25	33	33	49	26	0	3	22	11	9	2	6	3	11	30	96	58	20	10	19	15	22	11	2	29	8	47	12	4	13	5	1	1	13	26	12	3	0	7	3	9	52	14	61	28	17	13	10	12	6	6	0	6	1	1	2	0	2	73	66	6									
		2.61%	2.99%	2.18%	4.74%	3.08%	2.86%	0.82%	0.00%	3.10%	2.08%	0.72%	4.27%	4.08%	1.12%	0.55%	0.98%	1.50%	2.13%	3.91%	1.85%	1.40%	5.19%	2.77%	4.47%	4.15%	2.99%	0.00%	0.43%	4.40%	0.79%	1.03%	0.22%	2.30%	3.03%	4.74%	1.89%	6.39%	4.04%	2.32%	3.04%	1.26%	1.00%	5.13%	5.09%	2.30%	3.46%	2.77%	4.72%	4.04%	1.39%	2.52%	1.05%	0.56%	0.15%	1.40%	3.61%	1.30%	1.46%	0.00%	0.92%	0.49%	1.30%	5.84%	1.07%	5.80%	1.98%	3.38%	3.49%	1.55%	1.13%	4.17%	2.99%	0.00%	3.24%	0.65%	0.71%	1.24%	0.00%	1.09%	4.87%	4.68%	3.21%									
23	Путин Владимир Владимирович	39121	747	478	204	268	60	215	75	196	796	381	331	74	1061	165	244	198	352	501	346	598	357	1045	486	847	543	59	656	389	1256	758	856	224	84	183	1258	1111	1090	713	279	1144	1412	241	140	63	554	212	604	199	263	368	418	148	653	691	569	809	188	85	651	579	619	534	1146	683	1167	382	257	538	956	109	143	71	118	117	105	145	101	134	1162	996	163									
		79.57%	74.48%	80.34%	87.93%	68.89%	85.71%	88.11%	85.23%	75.97%	91.92%	91.59%	67.28%	75.51%	91.07%	90.66%	79.74%	74.44%	83.22%	72.50%	71.05%	83.52%	74.07%	87.74%	65.76%	71.72%	62.63%	83.10%	93.58%	77.80%	89.65%	86.93%	92.34%	85.82%	84.85%	78.88%	79.17%	73.92%	75.96%	82.62%	84.80%	75.71%	94.39%	56.18%	64.81%	72.41%	66.11%	73.36%	60.70%	67.00%	91.64%	71.46%	87.82%	83.15%	97.90%	74.46%	79.03%	87.93%	91.26%	72.03%	85.77%	94.30%	89.45%	60.00%	87.41%	64.92%	82.36%	75.94%	69.09%	83.41%	89.85%	75.69%	71.14%	94.67%	63.78%	76.47%	75.00%	90.06%	98.06%	73.22%	77.47%	70.69%	87.17%									
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
