		11.36%	18.12%	10.49%	11.32%	11.18%	11.89%	11.45%	12.31%	10.11%	12.09%	10.18%	12.17%	13.01%	10.96%	14.06%	9.42%	11.32%	12.30%	8.43%	11.63%	10.05%	11.43%	9.74%	9.03%	11.97%	8.62%	10.66%	10.33%	11.12%	9.26%	11.10%	9.32%	13.28%	13.61%	15.01%	14.08%	11.57%	4.94%	10.56%	11.02%	13.84%	13.41%	25.18%	5.97%	11.62%	16.83%	10.58%					
20	Зюганов Геннадий Андреевич	11290	136	402	410	249	366	330	317	302	228	261	185	269	339	295	343	291	311	411	326	287	310	382	335	216	330	185	326	334	228	353	320	216	129	170	86	192	19	186	141	177	122	33	21	331	22	68					
		23.34%	13.61%	25.25%	26.21%	22.64%	25.15%	22.36%	22.82%	21.19%	19.55%	23.30%	22.29%	22.16%	24.93%	23.69%	25.04%	25.94%	22.10%	29.38%	23.27%	22.53%	23.63%	27.96%	23.44%	22.48%	26.59%	24.97%	25.13%	27.51%	25.45%	24.50%	23.31%	20.49%	17.39%	20.91%	20.19%	24.15%	23.46%	20.67%	17.07%	21.30%	18.80%	23.74%	15.67%	24.98%	21.78%	17.99%					
21	Медведев Дмитрий Анатольевич	30084	627	975	924	694	866	926	859	926	756	703	524	747	836	740	873	680	867	822	859	837	820	814	911	598	766	455	789	710	563	890	882	668	487	496	270	487	55	582	560	518	426	66	104	806	61	259					
		62.19%	62.76%	61.24%	59.08%	63.09%	59.52%	62.74%	61.84%	64.98%	64.84%	62.77%	63.13%	61.53%	61.47%	59.44%	63.72%	60.61%	61.62%	58.76%	61.31%	65.70%	62.50%	59.59%	63.75%	62.23%	61.72%	61.40%	60.83%	58.48%	62.83%	61.76%	64.24%	63.38%	65.63%	61.01%	63.38%	61.26%	67.90%	64.67%	67.80%	62.33%	65.64%	47.48%	77.61%	60.83%	60.40%	68.52%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
