Выборы Президента Российской Федерации																																																										
Дата голосования: 18.03.2018																																																										
																																																										
Наименование Избирательной комиссии:    Аскинская																																																										
																																																										
Сводная таблица итогов голосования																																																										
																																																										
	Число участковых избирательных комиссий	47																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	47																																																								
																																																										
		Сумма	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №3459									
1	"Число избирателей, включенных в список избирателей"	16257	1211	777	320	1223	596	1222	209	94	128	221	209	193	164	218	140	216	300	473	216	168	328	385	232	223	92	388	300	470	513	142	53	427	296	369	246	252	220	391	415	310	157	430	223	222	211	338	326									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16138	1200	770	280	1200	590	1220	209	94	130	223	214	190	161	220	137	210	300	465	217	165	330	385	230	225	92	390	300	450	520	140	54	425	295	365	247	250	223	390	419	317	157	430	227	219	213	330	320									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11916	875	504	175	973	418	864	153	74	83	150	149	157	137	173	104	170	234	410	199	133	224	225	138	169	63	325	225	326	357	106	37	262	267	328	199	193	160	230	262	244	116	324	163	151	164	259	264									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	936	56	34	47	33	10	61	14	10	14	14	11	10	5	17	14	12	17	16	7	16	22	34	10	19	11	24	22	32	50	9	4	30	0	6	30	21	19	36	23	12	12	29	14	17	10	16	6									
6	Число погашенных избирательных бюллетеней	3286	269	232	58	194	162	295	42	10	33	59	54	23	19	30	19	28	49	39	11	16	84	126	82	37	18	41	53	92	113	25	13	133	28	31	18	36	44	124	134	61	29	77	50	51	39	55	50									
