		0.77%	1.19%	0.88%	0.63%	0.00%	1.10%	1.85%	1.02%	0.54%	0.00%	0.67%	0.66%	1.48%	0.83%	1.23%	2.90%	0.00%	2.13%	0.85%	0.72%	0.84%	1.17%	0.00%	0.00%	0.83%	0.74%	0.53%	0.89%	0.66%	1.00%	0.53%	0.23%	0.00%	0.78%	0.30%	0.00%	1.35%	0.64%	1.04%	0.00%	0.00%	0.00%	0.00%	3.18%	0.68%	0.71%	0.00%	0.40%	2.56%	0.00%	1.01%	1.05%	0.41%	0.00%	0.00%	1.54%					
19	Жириновский Владимир Вольфович	1628	106	81	115	32	73	26	47	43	15	9	47	23	10	14	20	13	6	34	44	30	40	21	8	18	65	24	14	20	0	13	16	9	11	24	18	35	15	21	7	16	29	4	13	57	43	12	56	53	28	32	46	41	16	9	6					
		8.66%	11.51%	8.96%	10.34%	10.53%	11.46%	12.04%	9.63%	7.69%	8.11%	6.04%	10.35%	8.52%	8.26%	8.64%	9.66%	9.70%	6.38%	9.60%	10.58%	12.55%	6.70%	6.42%	3.20%	7.50%	12.01%	6.33%	3.12%	6.56%	0.00%	6.88%	3.69%	3.10%	8.59%	7.21%	8.70%	7.87%	4.82%	7.29%	5.38%	6.58%	7.55%	2.00%	8.28%	19.32%	10.12%	9.45%	11.11%	11.32%	15.05%	10.81%	12.11%	8.45%	4.35%	3.08%	4.62%					
20	Зюганов Геннадий Андреевич	4205	228	281	328	106	141	48	90	105	49	33	88	71	27	49	46	24	17	103	107	63	149	11	74	22	127	67	52	85	7	29	57	75	12	58	21	72	59	83	22	41	69	29	7	53	103	40	148	168	40	75	103	66	57	88	32					
		22.36%	24.76%	31.08%	29.50%	34.87%	22.14%	22.22%	18.44%	18.78%	26.49%	22.15%	19.38%	26.30%	22.31%	30.25%	22.22%	17.91%	18.09%	29.10%	25.72%	26.36%	24.96%	3.36%	29.60%	9.17%	23.48%	17.68%	11.58%	27.87%	7.00%	15.34%	13.13%	25.86%	9.38%	17.42%	10.14%	16.18%	18.97%	28.82%	16.92%	16.87%	17.97%	14.50%	4.46%	17.97%	24.24%	31.50%	29.37%	35.90%	21.51%	25.34%	27.11%	13.61%	15.49%	30.14%	24.62%					
21	Медведев Дмитрий Анатольевич	12563	560	527	651	163	408	137	330	405	118	106	309	171	78	95	135	97	69	212	260	142	387	259	168	198	343	279	373	189	88	141	336	205	103	249	166	327	235	179	101	186	285	166	132	182	273	72	288	233	118	182	221	355	291	191	89					
		66.79%	60.80%	58.30%	58.54%	53.62%	64.05%	63.43%	67.62%	72.45%	63.78%	71.14%	68.06%	63.33%	64.46%	58.64%	65.22%	72.39%	73.40%	59.89%	62.50%	59.41%	64.82%	79.20%	67.20%	82.50%	63.40%	73.61%	83.07%	61.97%	88.00%	74.60%	77.42%	70.69%	80.47%	74.77%	80.19%	73.48%	75.56%	62.15%	77.69%	76.54%	74.22%	83.00%	84.08%	61.69%	64.24%	56.69%	57.14%	49.79%	63.44%	61.49%	58.16%	73.20%	79.08%	65.41%	68.46%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
