17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																				
18	Богданов Андрей Владимирович	757	7	23	10	20	20	21	15	24	12	19	31	11	8	22	26	23	18	28	19	19	26	9	26	24	17	19	11	29	15	17	13	12	22	19	13	15	15	26	6	26	6	14	1	0	0					
		1.86%	0.80%	2.60%	1.17%	1.62%	2.04%	2.06%	1.52%	2.72%	1.29%	2.19%	2.44%	1.73%	1.06%	2.12%	2.94%	1.95%	2.20%	2.52%	1.96%	2.03%	2.47%	1.95%	1.47%	1.80%	1.88%	2.30%	1.31%	2.09%	1.40%	1.62%	1.37%	1.35%	1.82%	2.13%	1.52%	1.39%	1.59%	1.87%	2.91%	2.71%	2.16%	1.79%	0.93%	0.00%	0.00%					
19	Жириновский Владимир Вольфович	4128	85	71	60	80	80	80	106	70	91	71	124	64	63	67	67	138	65	111	116	97	118	42	201	103	84	73	88	138	124	112	120	97	124	103	98	92	95	119	6	363	22	78	12	6	4					
		10.15%	9.71%	8.01%	6.99%	6.49%	8.18%	7.84%	10.77%	7.93%	9.81%	8.19%	9.76%	10.08%	8.33%	6.44%	7.59%	11.69%	7.93%	9.97%	11.97%	10.37%	11.21%	9.09%	11.36%	7.73%	9.29%	8.84%	10.49%	9.95%	11.60%	10.70%	12.64%	10.89%	10.26%	11.57%	11.46%	8.53%	10.06%	8.57%	2.91%	37.85%	7.91%	9.99%	11.21%	4.14%	2.21%					
20	Зюганов Геннадий Андреевич	11380	308	295	321	413	324	357	298	272	313	245	344	190	262	277	266	262	249	295	327	257	281	85	414	380	249	180	239	338	330	261	295	275	345	203	265	294	280	356	31	51	89	175	11	38	40					
		27.98%	35.20%	33.30%	37.41%	33.50%	33.13%	34.97%	30.28%	30.80%	33.73%	28.26%	27.07%	29.92%	34.66%	26.63%	30.12%	22.20%	30.37%	26.50%	33.75%	27.49%	26.69%	18.40%	23.40%	28.51%	27.54%	21.79%	28.49%	24.37%	30.87%	24.93%	31.09%	30.86%	28.56%	22.81%	30.99%	27.25%	29.66%	25.65%	15.05%	5.32%	32.01%	22.41%	10.28%	26.21%	22.10%					
21	Медведев Дмитрий Анатольевич	23620	463	487	456	702	542	542	535	492	487	510	749	362	413	657	504	732	472	652	505	543	610	319	1083	806	543	537	485	860	579	637	500	489	699	538	461	661	545	862	144	478	158	500	83	101	137					
		58.08%	52.91%	54.97%	53.15%	56.93%	55.42%	53.09%	54.37%	55.72%	52.48%	58.82%	58.93%	57.01%	54.63%	63.17%	57.08%	62.03%	57.56%	58.58%	52.12%	58.07%	57.93%	69.05%	61.22%	60.47%	60.07%	65.01%	57.81%	62.00%	54.16%	60.84%	52.69%	54.88%	57.86%	60.45%	53.92%	61.26%	57.73%	62.10%	69.90%	49.84%	56.83%	64.02%	77.57%	69.66%	75.69%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
