Выборы Президента Российской Федерации																													
																													
Наименование Избирательной комиссии:    Новодеревеньковская																													
																													
Итоги голосования 																													
																													
		Сумма	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527					
1	"Число избирателей, внесенных в список"	9685	1811	1711	263	256	307	482	375	152	237	262	233	461	313	470	197	190	565	393	247	252	228	280					
2	Число полученных избирательных бюллетеней	9910	1841	1750	268	256	322	483	376	154	237	259	242	475	315	472	202	202	574	403	250	298	227	304					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7322	1434	1285	156	169	234	270	344	101	162	227	188	332	287	294	172	146	398	376	188	177	191	191					
5	"Число избирательных бюллетеней, выданных вне помещения"	1235	63	76	83	65	49	179	0	51	62	12	24	56	4	133	19	17	134	0	50	68	15	75					
6	Число погашенных избирательных бюллетеней	1353	344	389	29	22	39	34	32	2	13	20	30	87	24	45	11	39	42	27	12	53	21	38					
7	Число избирательных бюллетеней в переносных ящиках	1235	63	76	83	65	49	179	0	51	62	12	24	56	4	133	19	17	134	0	50	68	15	75					
8	Число бюллетеней в стационарных ящиках для голосования	7322	1434	1285	156	169	234	270	344	101	162	227	188	332	287	294	172	146	398	376	188	177	191	191					
9	Число недействительных избирательных бюллетеней	74	12	12	2	1	1	1	2	0	2	0	1	5	12	1	2	3	4	11	0	0	0	2					
10	Число действительных избирательных бюллетеней	8483	1485	1349	237	233	282	448	342	152	222	239	211	383	279	426	189	160	528	365	238	245	206	264					
11	Число полученных открепительных  удостоверений	200	36	35	5	5	7	10	7	3	5	5	5	10	7	10	4	4	12	8	5	6	5	6					
12	Число выданных открепительных удостоверений	58	20	18	0	2	0	2	2	0	0	0	3	4	0	0	3	0	0	1	0	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	46	15	5	0	1	2	2	1	0	1	0	1	2	2	1	1	1	3	0	2	2	2	2					
14	Число неиспользованных открепительных удостоверений	142	16	17	5	3	7	8	5	3	5	5	2	6	7	10	1	4	12	7	5	3	5	6					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																													
18	. Глазьев Сергей Юрьевич	195	32	38	2	5	3	6	7	0	10	6	8	3	3	6	6	4	6	22	2	4	8	14					
		2.28%	2.14%	2.79%	0.84%	2.14%	1.06%	1.34%	2.03%	0.00%	4.46%	2.51%	3.77%	0.77%	1.03%	1.41%	3.14%	2.45%	1.13%	5.85%	0.84%	1.63%	3.88%	5.26%					
19	. Малышкин Олег Александрович	199	25	27	8	15	6	14	9	0	7	6	10	4	3	6	0	8	10	1	12	4	12	12					
		2.33%	1.67%	1.98%	3.35%	6.41%	2.12%	3.12%	2.62%	0.00%	3.12%	2.51%	4.72%	1.03%	1.03%	1.41%	0.00%	4.91%	1.88%	0.27%	5.04%	1.63%	5.83%	4.51%					
20	. Миронов Сергей Михайлович	76	12	14	1	4	1	2	4	0	7	2	4	1	0	6	5	0	2	4	0	2	3	2					
		0.89%	0.80%	1.03%	0.42%	1.71%	0.35%	0.45%	1.16%	0.00%	3.12%	0.84%	1.89%	0.26%	0.00%	1.41%	2.62%	0.00%	0.38%	1.06%	0.00%	0.82%	1.46%	0.75%					
21	. Путин Владимир Владимирович	5098	833	704	120	145	209	330	205	73	127	143	122	173	172	286	138	91	362	174	149	201	137	204					
		59.58%	55.64%	51.73%	50.21%	61.97%	73.85%	73.50%	59.59%	48.03%	56.70%	59.83%	57.55%	44.59%	59.11%	66.98%	72.25%	55.83%	68.05%	46.28%	62.61%	82.04%	66.50%	76.69%					
22	. Хакамада Ирина Муцуовна	150	23	33	3	1	2	4	10	1	7	6	5	2	6	15	4	4	9	6	0	3	3	3					
		1.75%	1.54%	2.42%	1.26%	0.43%	0.71%	0.89%	2.91%	0.66%	3.12%	2.51%	2.36%	0.52%	2.06%	3.51%	2.09%	2.45%	1.69%	1.60%	0.00%	1.22%	1.46%	1.13%					
23	. Харитонов Николай Михайлович	2537	514	473	98	59	59	85	100	76	60	67	56	186	92	95	33	48	124	147	69	29	41	26					
		29.65%	34.34%	34.75%	41.00%	25.21%	20.85%	18.93%	29.07%	50.00%	26.79%	28.03%	26.42%	47.94%	31.62%	22.25%	17.28%	29.45%	23.31%	39.10%	28.99%	11.84%	19.90%	9.77%					
																													
24	Против всех	228	46	60	5	4	2	7	7	2	4	9	6	14	3	12	3	5	15	11	6	2	2	3					
		2.66%	3.07%	4.41%	2.09%	1.71%	0.71%	1.56%	2.03%	1.32%	1.79%	3.77%	2.83%	3.61%	1.03%	2.81%	1.57%	3.07%	2.82%	2.93%	2.52%	0.82%	0.97%	1.13%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
