Выборы Президента Российской Федерации																																																										
Дата голосования: 18.03.2018																																																										
																																																										
Наименование Избирательной комиссии:    Холмская судовая																																																										
																																																										
Сводная таблица итогов голосования																																																										
																																																										
	Число участковых избирательных комиссий	47																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	47																																																								
																																																										
		Сумма	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №432	УИК №433	УИК №434	УИК №435	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451									
1	"Число избирателей, включенных в список избирателей"	1448	12	11	11	11	4	17	11	36	14	15	13	13	16	12	14	14	17	14	6	17	131	53	34	11	15	19	66	67	63	89	23	17	19	15	55	30	19	27	60	15	96	16	50	49	45	46	40									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	1448	12	11	11	11	4	17	11	36	14	15	13	13	16	12	14	14	17	14	6	17	131	53	34	11	15	19	66	67	63	89	23	17	19	15	55	30	19	27	60	15	96	16	50	49	45	46	40									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	1422	12	11	11	11	4	17	11	36	14	15	13	13	16	12	14	14	17	14	6	17	131	50	34	11	15	17	66	67	63	89	22	17	19	15	53	30	19	27	58	15	96	16	47	48	45	46	28									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	3	1	0	0	12									
