7	Число избирательных бюллетеней в переносных ящиках для голосования	1882	69	1	25	17	104	0	24	23	31	30	31	34	74	47	77	19	45	14	96	44	35	11	36	100	20	24	30	67	27	40	19	12	17	20	29	31	40	39	24	19	32	71	26	17	37	19	28	33	40	134									
8	Число бюллетеней в стационарных ящиках для голосования	48810	1673	172	770	1053	92	134	685	1076	655	1233	1515	1352	70	1202	858	1120	1279	549	1336	140	1401	350	1238	1138	687	1544	1079	1498	1333	1014	328	774	1039	903	967	1458	1458	1423	1670	960	1077	1275	791	1421	1171	669	1258	589	937	396									
9	Число недействительных избирательных бюллетеней	660	27	0	6	20	11	1	11	16	3	13	28	20	0	9	17	20	29	8	6	4	12	1	3	23	14	0	10	26	16	13	3	6	17	0	12	9	33	18	28	12	15	12	17	20	16	7	17	32	10	9									
10	Число действительных избирательных бюллетеней	50032	1715	173	789	1050	185	133	698	1083	683	1250	1518	1366	144	1240	918	1119	1295	555	1426	180	1424	360	1271	1215	693	1568	1099	1539	1344	1041	344	780	1039	923	984	1480	1465	1444	1666	967	1094	1334	800	1418	1192	681	1269	590	967	521									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																													
13	Бабурин Сергей Николаевич	226	7	0	2	1	2	0	4	0	2	4	3	4	1	5	9	2	12	4	6	0	5	2	0	3	1	5	1	6	8	4	3	3	4	5	6	8	6	12	9	3	7	8	5	9	6	2	6	4	8	9									
		0.45%	0.40%	0.00%	0.25%	0.09%	1.02%	0.00%	0.56%	0.00%	0.29%	0.32%	0.19%	0.29%	0.69%	0.40%	0.96%	0.18%	0.91%	0.71%	0.42%	0.00%	0.35%	0.55%	0.00%	0.24%	0.14%	0.32%	0.09%	0.38%	0.59%	0.38%	0.86%	0.38%	0.38%	0.54%	0.60%	0.54%	0.40%	0.82%	0.53%	0.31%	0.63%	0.59%	0.61%	0.63%	0.50%	0.29%	0.47%	0.64%	0.82%	1.70%									
14	Грудинин Павел Николаевич	7502	309	18	78	185	22	8	120	41	105	206	307	219	7	195	164	109	217	82	256	20	101	50	92	194	103	184	23	281	238	93	75	65	163	85	221	227	263	281	352	170	85	150	158	307	276	83	265	66	139	44									
		14.80%	17.74%	10.40%	9.81%	17.29%	11.22%	5.97%	16.93%	3.73%	15.31%	16.31%	19.86%	15.80%	4.86%	15.61%	17.54%	9.57%	16.39%	14.56%	17.88%	10.87%	7.03%	13.85%	7.22%	15.67%	14.57%	11.73%	2.07%	17.96%	17.50%	8.82%	21.61%	8.27%	15.44%	9.21%	22.19%	15.25%	17.56%	19.22%	20.78%	17.36%	7.66%	11.14%	19.34%	21.35%	22.85%	12.06%	20.61%	10.61%	14.23%	8.30%									
15	Жириновский Владимир Вольфович	1147	57	6	13	19	9	1	33	7	22	22	21	22	5	22	29	16	36	5	8	2	15	12	129	25	17	2	11	44	17	13	11	3	21	27	30	30	34	23	18	34	25	75	48	31	27	5	32	8	10	15									
		2.26%	3.27%	3.47%	1.64%	1.78%	4.59%	0.75%	4.65%	0.64%	3.21%	1.74%	1.36%	1.59%	3.47%	1.76%	3.10%	1.40%	2.72%	0.89%	0.56%	1.09%	1.04%	3.32%	10.13%	2.02%	2.40%	0.13%	0.99%	2.81%	1.25%	1.23%	3.17%	0.38%	1.99%	2.93%	3.01%	2.01%	2.27%	1.57%	1.06%	3.47%	2.25%	5.57%	5.88%	2.16%	2.24%	0.73%	2.49%	1.29%	1.02%	2.83%									
16	Путин Владимир Владимирович	38362	1226	146	651	765	134	120	499	1016	528	957	1060	1093	126	940	644	919	936	436	1120	150	1263	279	1034	902	523	1364	1046	1078	1032	893	225	676	791	721	636	1153	1014	1025	1101	706	953	1067	542	976	800	567	842	477	785	425									
		75.68%	70.38%	84.39%	81.89%	71.50%	68.37%	89.55%	70.38%	92.45%	76.97%	75.77%	68.56%	78.86%	87.50%	75.26%	68.88%	80.68%	70.69%	77.44%	78.21%	81.52%	87.95%	77.29%	81.16%	72.86%	73.97%	86.99%	94.32%	68.88%	75.88%	84.72%	64.84%	86.01%	74.91%	78.11%	63.86%	77.43%	67.69%	70.11%	64.99%	72.11%	85.93%	79.27%	66.34%	67.87%	66.23%	82.41%	65.47%	76.69%	80.35%	80.19%									
17	Собчак Ксения Анатольевна	1371	56	1	21	47	17	2	18	10	13	18	79	9	3	20	41	41	46	8	11	5	19	3	8	39	21	0	6	57	19	16	20	6	32	57	48	15	83	59	111	23	11	13	29	45	48	8	65	17	12	15									
		2.70%	3.21%	0.58%	2.64%	4.39%	8.67%	1.49%	2.54%	0.91%	1.90%	1.43%	5.11%	0.65%	2.08%	1.60%	4.39%	3.60%	3.47%	1.42%	0.77%	2.72%	1.32%	0.83%	0.63%	3.15%	2.97%	0.00%	0.54%	3.64%	1.40%	1.52%	5.76%	0.76%	3.03%	6.18%	4.82%	1.01%	5.54%	4.04%	6.55%	2.35%	0.99%	0.97%	3.55%	3.13%	3.97%	1.16%	5.05%	2.73%	1.23%	2.83%									
18	Сурайкин Максим Александрович	302	11	1	4	7	0	1	2	2	4	9	6	5	1	9	5	7	9	3	3	3	5	2	2	9	1	0	2	13	7	4	2	10	10	7	6	4	11	10	12	7	5	11	7	21	7	7	15	4	5	4									
		0.60%	0.63%	0.58%	0.50%	0.65%	0.00%	0.75%	0.28%	0.18%	0.58%	0.71%	0.39%	0.36%	0.69%	0.72%	0.53%	0.61%	0.68%	0.53%	0.21%	1.63%	0.35%	0.55%	0.16%	0.73%	0.14%	0.00%	0.18%	0.83%	0.51%	0.38%	0.58%	1.27%	0.95%	0.76%	0.60%	0.27%	0.73%	0.68%	0.71%	0.72%	0.45%	0.82%	0.86%	1.46%	0.58%	1.02%	1.17%	0.64%	0.51%	0.75%									
19	Титов Борис Юрьевич	408	17	0	9	11	1	0	10	1	2	18	18	8	0	19	7	6	6	8	6	0	2	5	2	7	12	6	0	25	8	5	2	6	8	2	13	20	17	18	27	8	3	5	9	12	7	3	15	6	4	4									
		0.80%	0.98%	0.00%	1.13%	1.03%	0.51%	0.00%	1.41%	0.09%	0.29%	1.43%	1.16%	0.58%	0.00%	1.52%	0.75%	0.53%	0.45%	1.42%	0.42%	0.00%	0.14%	1.39%	0.16%	0.57%	1.70%	0.38%	0.00%	1.60%	0.59%	0.47%	0.58%	0.76%	0.76%	0.22%	1.31%	1.34%	1.13%	1.23%	1.59%	0.82%	0.27%	0.37%	1.10%	0.83%	0.58%	0.44%	1.17%	0.96%	0.41%	0.75%									
20	Явлинский Григорий Алексеевич	714	32	1	11	15	0	1	12	6	7	16	24	6	1	30	19	19	33	9	16	0	14	7	4	36	15	7	10	35	15	13	6	11	10	19	24	23	37	16	36	16	5	5	2	17	21	6	29	8	4	5									
		1.41%	1.84%	0.58%	1.38%	1.40%	0.00%	0.75%	1.69%	0.55%	1.02%	1.27%	1.55%	0.43%	0.69%	2.40%	2.03%	1.67%	2.49%	1.60%	1.12%	0.00%	0.97%	1.94%	0.31%	2.91%	2.12%	0.45%	0.90%	2.24%	1.10%	1.23%	1.73%	1.40%	0.95%	2.06%	2.41%	1.54%	2.47%	1.09%	2.13%	1.63%	0.45%	0.37%	0.24%	1.18%	1.74%	0.87%	2.26%	1.29%	0.41%	0.94%									
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
