10	Число действительных избирательных бюллетеней	48730	1118	937	964	1101	872	133	1002	865	765	867	698	688	872	953	755	1362	961	805	596	643	937	760	1021	771	966	1123	842	842	801	987	524	768	609	796	655	858	1028	908	846	377	492	170	251	633	513	641	170	233	450	698	399	289	635	865	712	977	290	415	264	308	564	338	408	173	824	623	199	489	143	660	402	355	264	507									
11	Число полученных открепительных  удостоверений	757	30	20	18	12	22	1	14	18	5	7	7	10	16	16	13	19	16	10	8	7	11	15	15	13	15	11	9	5	20	9	5	13	8	6	10	12	14	10	12	4	5	0	8	8	8	10	2	2	5	5	13	10	10	21	20	10	8	5	5	1	20	5	3	5	37	5	5	5	2	3	3	2	4	16									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	757	30	20	18	12	22	1	14	18	5	7	7	10	16	16	13	19	16	10	8	7	11	15	15	13	15	11	9	5	20	9	5	13	8	6	10	12	14	10	12	4	5	0	8	8	8	10	2	2	5	5	13	10	10	21	20	10	8	5	5	1	20	5	3	5	37	5	5	5	2	3	3	2	4	16									
13	Число избирателей, проголосовавших по открепительным удостоверениям	352	2	5	7	4	6	2	3	5	35	7	4	3	2	8	3	3	0	3	2	3	3	0	19	3	11	2	5	5	2	9	0	4	7	6	7	7	4	8	6	7	2	2	5	5	2	7	0	3	3	6	3	1	4	7	7	2	4	5	4	3	3	3	0	4	9	2	7	2	3	2	6	4	0	10									
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	143	5	5	5	0	5	0	3	2	1	0	2	2	4	3	2	5	4	5	2	3	4	4	1	0	0	1	2	2	2	3	6	8	3	0	1	4	5	5	6	1	1	0	0	0	0	0	0	1	2	2	0	3	1	1	1	2	0	0	1	0	0	0	0	1	3	0	0	0	0	2	0	3	1	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																					
19	Жириновский Владимир Вольфович	1972	52	76	43	42	43	4	38	30	31	33	47	58	51	57	49	73	38	41	41	13	40	36	46	47	63	13	62	44	41	8	31	41	37	62	32	18	52	75	71	2	10	6	6	2	6	10	4	11	7	7	11	5	26	32	14	3	6	9	2	3	11	2	1	5	27	8	2	7	2	2	0	3	1	40									
		4.02%	4.63%	8.03%	4.46%	3.79%	4.89%	3.01%	3.75%	3.44%	4.02%	3.78%	6.69%	8.35%	5.78%	5.94%	6.44%	5.33%	3.95%	5.02%	6.73%	2.02%	4.27%	4.66%	4.46%	6.06%	6.49%	1.14%	7.20%	5.19%	5.04%	0.81%	5.89%	5.27%	5.99%	7.75%	4.89%	2.09%	4.99%	8.23%	8.31%	0.53%	2.00%	3.47%	2.39%	0.31%	1.17%	1.56%	2.35%	4.68%	1.53%	0.98%	2.74%	1.72%	4.08%	3.67%	1.94%	0.31%	2.07%	2.17%	0.74%	0.97%	1.92%	0.59%	0.25%	2.89%	3.26%	1.26%	0.99%	1.43%	1.40%	0.30%	0.00%	0.85%	0.38%	7.77%									
20	Зюганов Геннадий Андреевич	10069	247	262	180	173	283	27	152	238	156	172	184	185	225	171	124	292	171	207	177	123	241	174	169	126	258	242	215	200	187	154	119	208	177	239	146	225	349	228	236	14	63	24	19	109	63	65	27	53	127	192	71	29	165	235	211	38	68	175	48	10	145	7	10	29	112	122	14	25	3	22	25	25	33	49									
		20.51%	21.99%	27.67%	18.67%	15.61%	32.20%	20.30%	15.00%	27.29%	20.21%	19.72%	26.17%	26.62%	25.51%	17.83%	16.29%	21.33%	17.79%	25.37%	29.06%	19.13%	25.72%	22.54%	16.38%	16.24%	26.60%	21.28%	24.97%	23.58%	22.97%	15.57%	22.62%	26.74%	28.69%	29.88%	22.29%	26.10%	33.49%	25.03%	27.63%	3.70%	12.60%	13.87%	7.57%	17.17%	12.26%	10.11%	15.88%	22.55%	27.79%	26.89%	17.71%	9.97%	25.90%	26.95%	29.26%	3.89%	23.45%	42.17%	17.71%	3.23%	25.31%	2.06%	2.45%	16.76%	13.53%	19.24%	6.97%	5.11%	2.10%	3.32%	6.22%	7.04%	12.50%	9.51%									
21	Миронов Сергей Михайлович	1223	22	42	26	26	28	4	30	9	32	16	30	25	45	38	24	50	19	25	20	21	10	32	25	24	23	7	29	24	27	23	19	37	25	37	16	16	41	13	44	8	9	1	2	8	2	6	0	4	7	8	10	6	17	24	11	5	4	3	10	3	13	0	0	0	16	14	1	5	0	2	2	8	0	10									
		2.49%	1.96%	4.44%	2.70%	2.35%	3.19%	3.01%	2.96%	1.03%	4.15%	1.83%	4.27%	3.60%	5.10%	3.96%	3.15%	3.65%	1.98%	3.06%	3.28%	3.27%	1.07%	4.15%	2.42%	3.09%	2.37%	0.62%	3.37%	2.83%	3.32%	2.33%	3.61%	4.76%	4.05%	4.63%	2.44%	1.86%	3.93%	1.43%	5.15%	2.12%	1.80%	0.58%	0.80%	1.26%	0.39%	0.93%	0.00%	1.70%	1.53%	1.12%	2.49%	2.06%	2.67%	2.75%	1.53%	0.51%	1.38%	0.72%	3.69%	0.97%	2.27%	0.00%	0.00%	0.00%	1.93%	2.21%	0.50%	1.02%	0.00%	0.30%	0.50%	2.25%	0.00%	1.94%									
22	Прохоров Михаил Дмитриевич	1509	21	42	40	11	30	3	16	28	30	18	28	36	63	20	27	56	18	59	23	29	27	40	15	37	48	19	44	39	48	15	51	65	49	56	21	13	47	4	34	6	3	0	10	1	3	7	0	9	7	12	8	6	13	26	12	4	10	2	2	8	17	0	0	4	25	10	0	3	0	8	1	15	3	4									
		3.07%	1.87%	4.44%	4.15%	0.99%	3.41%	2.26%	1.58%	3.21%	3.89%	2.06%	3.98%	5.18%	7.14%	2.09%	3.55%	4.09%	1.87%	7.23%	3.78%	4.51%	2.88%	5.18%	1.45%	4.77%	4.95%	1.67%	5.11%	4.60%	5.90%	1.52%	9.70%	8.35%	7.94%	7.00%	3.21%	1.51%	4.51%	0.44%	3.98%	1.59%	0.60%	0.00%	3.98%	0.16%	0.58%	1.09%	0.00%	3.83%	1.53%	1.68%	1.99%	2.06%	2.04%	2.98%	1.66%	0.41%	3.45%	0.48%	0.74%	2.58%	2.97%	0.00%	0.00%	2.31%	3.02%	1.58%	0.00%	0.61%	0.00%	1.21%	0.25%	4.23%	1.14%	0.78%									
23	Путин Владимир Владимирович	33957	776	515	675	849	488	95	766	560	516	628	409	384	488	667	531	891	715	473	335	457	619	478	766	537	574	842	492	535	498	787	304	417	321	402	440	586	539	588	461	347	407	139	214	513	439	553	139	156	302	479	299	243	414	548	464	927	202	226	202	284	378	329	397	135	644	469	182	449	138	626	374	304	227	404									
		69.15%	69.10%	54.38%	70.02%	76.62%	55.52%	71.43%	75.62%	64.22%	66.84%	72.02%	58.18%	55.25%	55.33%	69.55%	69.78%	65.08%	74.40%	57.97%	55.01%	71.07%	66.06%	61.92%	74.22%	69.20%	59.18%	74.05%	57.14%	63.09%	61.18%	79.58%	57.79%	53.60%	52.03%	50.25%	67.18%	67.98%	51.73%	64.54%	53.98%	91.80%	81.40%	80.35%	85.26%	80.79%	85.41%	86.00%	81.76%	66.38%	66.08%	67.09%	74.56%	83.51%	64.99%	62.84%	64.36%	94.79%	69.66%	54.46%	74.54%	91.61%	65.97%	97.05%	97.30%	78.03%	77.78%	73.97%	90.55%	91.82%	96.50%	94.56%	93.03%	85.63%	85.98%	78.45%									
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
