Выборы Президента Российской Федерации																																																																																						
Дата голосования: 18.03.2018																																																																																						
																																																																																						
Наименование Избирательной комиссии:    Ишимбайская																																																																																						
																																																																																						
Сводная таблица итогов голосования																																																																																						
																																																																																						
	Число участковых избирательных комиссий	75																																																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	75																																																																																				
																																																																																						
		Сумма	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181	УИК №2182	УИК №2183	УИК №2184	УИК №2185	УИК №2186	УИК №3464	УИК №3465	УИК №3466	УИК №3467	УИК №3468	УИК №3469	УИК №3470									
1	"Число избирателей, включенных в список избирателей"	68515	1885	2201	1343	1378	196	1854	951	1274	1208	1889	1830	664	1088	1511	1566	1452	1519	1191	1079	1647	1889	1450	1699	810	1592	1454	1673	1054	1148	1098	1616	524	294	482	663	228	397	674	574	752	193	316	557	735	434	292	934	1077	687	977	326	504	331	296	689	272	382	189	972	605	196	447	211	780	522	349	278	560	792	776	1104	1359	1001	568	1007									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	68400	1900	2250	1300	1350	190	1800	930	1100	1150	1850	1600	670	1100	1350	1500	1450	1500	1100	1250	1550	1950	1400	1700	800	1300	1400	1700	1250	1100	1100	1400	500	300	501	672	236	398	705	586	775	196	324	581	779	461	286	970	1158	760	1034	304	532	345	309	696	290	423	202	1117	628	192	467	213	808	542	380	281	589	750	770	1050	1250	1250	550	1250									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	45095	1181	1454	989	845	135	1145	607	788	668	1051	1130	417	585	942	983	849	1005	996	646	1019	1172	818	1102	471	957	880	1258	640	667	671	977	304	225	407	497	180	265	526	466	541	104	245	509	466	362	194	570	619	505	794	169	291	223	250	467	248	336	146	698	529	160	405	191	517	417	301	247	439	472	464	678	961	600	432	627									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2904	12	27	85	61	9	46	23	22	64	152	13	20	58	33	57	76	23	40	49	49	52	35	50	63	25	30	19	32	62	57	103	50	10	18	63	18	22	39	19	42	18	19	12	73	36	28	39	56	72	52	31	52	37	21	62	14	23	12	58	34	11	22	4	50	25	17	13	62	18	31	31	32	38	47	26									
6	Число погашенных избирательных бюллетеней	20401	707	769	226	444	46	609	300	290	418	647	457	233	457	375	460	525	472	64	555	482	726	547	548	266	318	490	423	578	371	372	320	146	65	76	112	38	111	140	101	192	74	60	60	240	63	64	361	483	183	188	104	189	85	38	167	28	64	44	361	65	21	40	18	241	100	62	21	88	260	275	341	257	612	71	597									
