14	Число неиспользованных открепительных удостоверений	49	0	0	0	0	0	1	1	3	0	1	0	0	0	0	1	0	0	0	4	0	0	0	0	3	0	5	1	0	2	1	0	0	1	1	0	0	0	0	0	2	2	0	0	0	0	0	0	2	2	2	0	2	4	2	3	1	0	2									
15	Число открепительных удостоверений, выданных избирателям ТИК	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																					
19	Жириновский Владимир Вольфович	660	13	9	38	32	75	9	3	8	35	6	4	17	3	0	0	1	1	1	38	62	12	7	7	22	26	12	7	4	10	16	12	3	59	30	44	5	2	0	2	0	0	7	2	1	1	3	1	0	1	2	1	1	1	1	1	1	0	1									
		1.51%	2.24%	2.73%	1.51%	1.39%	3.28%	1.54%	0.67%	0.84%	2.01%	0.73%	0.68%	1.21%	0.56%	0.00%	0.00%	0.23%	0.19%	0.26%	1.82%	4.11%	1.66%	0.77%	0.87%	2.42%	1.81%	1.44%	0.66%	0.32%	1.11%	1.94%	1.19%	1.52%	4.16%	2.31%	3.83%	0.98%	0.66%	0.00%	0.58%	0.00%	0.00%	1.08%	0.16%	0.10%	0.41%	0.41%	0.53%	0.00%	0.56%	1.05%	0.28%	0.23%	0.28%	1.15%	0.19%	0.41%	0.00%	0.35%									
20	Зюганов Геннадий Андреевич	2636	21	7	162	75	90	16	43	19	108	9	31	104	5	2	2	2	4	2	82	73	68	82	88	75	187	66	63	137	87	32	71	2	210	81	164	12	2	2	6	1	3	36	70	86	9	51	4	3	2	3	8	17	28	2	13	2	4	2									
		6.01%	3.61%	2.12%	6.43%	3.27%	3.93%	2.74%	9.58%	2.00%	6.19%	1.10%	5.29%	7.39%	0.93%	1.12%	0.99%	0.46%	0.76%	0.51%	3.93%	4.84%	9.39%	8.97%	10.96%	8.24%	13.01%	7.91%	5.96%	11.05%	9.62%	3.88%	7.04%	1.01%	14.80%	6.24%	14.29%	2.36%	0.66%	2.25%	1.75%	0.74%	1.16%	5.53%	5.52%	8.34%	3.67%	6.98%	2.14%	1.73%	1.13%	1.58%	2.20%	3.91%	7.80%	2.30%	2.52%	0.82%	3.01%	0.69%									
21	Миронов Сергей Михайлович	237	9	5	8	18	18	5	1	0	5	4	6	11	1	0	0	1	0	1	16	7	3	6	7	7	1	5	5	3	6	15	0	0	2	3	35	2	1	0	1	1	1	2	4	1	0	2	0	0	1	1	1	0	1	0	0	1	0	3									
		0.54%	1.55%	1.52%	0.32%	0.78%	0.79%	0.86%	0.22%	0.00%	0.29%	0.49%	1.02%	0.78%	0.19%	0.00%	0.00%	0.23%	0.00%	0.26%	0.77%	0.46%	0.41%	0.66%	0.87%	0.77%	0.07%	0.60%	0.47%	0.24%	0.66%	1.82%	0.00%	0.00%	0.14%	0.23%	3.05%	0.39%	0.33%	0.00%	0.29%	0.74%	0.39%	0.31%	0.32%	0.10%	0.00%	0.27%	0.00%	0.00%	0.56%	0.53%	0.28%	0.00%	0.28%	0.00%	0.00%	0.41%	0.00%	1.04%									
22	Прохоров Михаил Дмитриевич	456	3	2	18	92	69	11	1	0	9	2	17	21	1	0	0	1	1	0	29	24	3	15	4	5	1	6	10	3	5	25	7	0	3	4	39	1	1	0	1	0	1	4	5	2	0	3	1	0	1	0	1	1	1	0	1	1	0	0									
		1.04%	0.52%	0.61%	0.71%	4.01%	3.01%	1.89%	0.22%	0.00%	0.52%	0.24%	2.90%	1.49%	0.19%	0.00%	0.00%	0.23%	0.19%	0.00%	1.39%	1.59%	0.41%	1.64%	0.50%	0.55%	0.07%	0.72%	0.95%	0.24%	0.55%	3.03%	0.69%	0.00%	0.21%	0.31%	3.40%	0.20%	0.33%	0.00%	0.29%	0.00%	0.39%	0.61%	0.39%	0.19%	0.00%	0.41%	0.53%	0.00%	0.56%	0.00%	0.28%	0.23%	0.28%	0.00%	0.19%	0.41%	0.00%	0.00%									
23	Путин Владимир Владимирович	39722	529	305	2292	2072	2037	542	401	922	1588	796	527	1251	527	176	200	434	520	385	1908	1331	638	799	683	798	1222	742	965	1092	796	725	919	193	1139	1167	852	489	295	87	332	133	254	600	1176	941	235	670	181	170	172	184	352	415	328	84	501	239	129	282									
		90.58%	91.05%	92.42%	91.02%	90.24%	88.99%	92.97%	89.31%	97.15%	91.00%	97.19%	89.93%	88.91%	98.14%	98.88%	99.01%	98.86%	98.86%	98.97%	91.42%	88.20%	88.12%	87.42%	85.06%	87.69%	85.04%	88.97%	91.30%	88.06%	88.05%	87.99%	91.08%	97.47%	80.27%	89.84%	74.22%	96.07%	98.01%	97.75%	97.08%	98.52%	98.07%	92.17%	92.82%	91.27%	95.92%	91.66%	96.79%	98.27%	97.18%	96.84%	96.97%	95.40%	91.36%	96.55%	97.09%	97.95%	96.99%	97.92%									
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
