Выборы Президента Российской Федерации																												
																												
Наименование Избирательной комиссии:    Шарангская																												
																												
Итоги голосования 																												
																												
		Сумма	УИК №2389	УИК №2390	УИК №2391	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399	УИК №2400	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409					
1	"Число избирателей, внесенных в список"	9383	1732	1796	1040	554	318	78	147	263	100	470	313	150	124	532	356	204	445	209	265	182	105					
2	Число полученных избирательных бюллетеней	10000	1870	2040	1050	570	330	85	170	280	110	490	330	165	135	540	370	210	455	210	290	190	110					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	5817	938	1082	583	445	254	74	112	148	71	262	221	114	95	389	190	133	228	103	146	129	100					
5	"Число избирательных бюллетеней, выданных вне помещения"	1631	189	138	193	61	37	0	23	100	22	117	58	14	18	70	137	55	179	92	90	38	0					
6	Число погашенных избирательных бюллетеней	2552	743	820	274	64	39	11	35	32	17	111	51	37	22	81	43	22	48	15	54	23	10					
7	Число избирательных бюллетеней в переносных ящиках	1631	189	138	193	61	37	0	23	100	22	117	58	14	18	70	137	55	179	92	90	38	0					
8	Число бюллетеней в стационарных ящиках для голосования	5817	938	1082	583	445	254	74	112	148	71	262	221	114	95	389	190	133	228	103	146	129	100					
9	Число недействительных избирательных бюллетеней	51	9	8	1	1	0	0	0	2	0	1	3	0	0	10	2	0	8	2	2	0	2					
10	Число действительных избирательных бюллетеней	7397	1118	1212	775	505	291	74	135	246	93	378	276	128	113	449	325	188	399	193	234	167	98					
11	Число полученных открепительных  удостоверений	499	93	90	50	30	20	5	12	15	5	25	15	10	7	28	15	10	25	10	20	9	5					
12	Число выданных открепительных удостоверений	207	29	27	20	9	8	2	12	15	2	10	15	10	7	0	5	5	8	6	16	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	65	10	17	0	3	2	1	1	3	2	1	2	1	1	2	3	4	4	3	2	1	2					
14	Число неиспользованных открепительных удостоверений	292	64	63	30	21	12	3	0	0	3	15	0	0	0	28	10	5	17	4	4	8	5					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																												
18	. Глазьев Сергей Юрьевич	196	27	43	42	8	1	2	4	2	5	16	5	4	5	10	5	0	6	6	3	1	1					
		2.63%	2.40%	3.52%	5.41%	1.58%	0.34%	2.70%	2.96%	0.81%	5.38%	4.22%	1.79%	3.12%	4.42%	2.18%	1.53%	0.00%	1.47%	3.08%	1.27%	0.60%	1.00%					
19	. Малышкин Олег Александрович	203	25	38	23	11	11	0	7	4	1	5	7	5	3	14	7	2	19	7	7	3	4					
		2.73%	2.22%	3.11%	2.96%	2.17%	3.78%	0.00%	5.19%	1.61%	1.08%	1.32%	2.51%	3.91%	2.65%	3.05%	2.14%	1.06%	4.67%	3.59%	2.97%	1.80%	4.00%					
20	. Миронов Сергей Михайлович	50	6	13	4	2	2	0	4	1	4	6	2	1	0	0	2	0	0	1	0	1	1					
		0.67%	0.53%	1.07%	0.52%	0.40%	0.69%	0.00%	2.96%	0.40%	4.30%	1.58%	0.72%	0.78%	0.00%	0.00%	0.61%	0.00%	0.00%	0.51%	0.00%	0.60%	1.00%					
21	. Путин Владимир Владимирович	5363	775	841	532	374	184	58	91	200	68	289	193	89	86	362	263	152	275	148	195	117	71					
		72.01%	68.77%	68.93%	68.56%	73.91%	63.23%	78.38%	67.41%	80.65%	73.12%	76.25%	69.18%	69.53%	76.11%	78.87%	80.43%	80.85%	67.57%	75.90%	82.63%	70.06%	71.00%					
22	. Хакамада Ирина Муцуовна	102	17	29	16	5	3	0	2	1	1	6	0	2	0	4	4	3	1	0	6	2	0					
		1.37%	1.51%	2.38%	2.06%	0.99%	1.03%	0.00%	1.48%	0.40%	1.08%	1.58%	0.00%	1.56%	0.00%	0.87%	1.22%	1.60%	0.25%	0.00%	2.54%	1.20%	0.00%					
23	. Харитонов Николай Михайлович	1288	228	205	131	99	85	11	25	30	11	48	63	19	14	55	37	31	91	30	18	37	20					
		17.29%	20.23%	16.80%	16.88%	19.57%	29.21%	14.86%	18.52%	12.10%	11.83%	12.66%	22.58%	14.84%	12.39%	11.98%	11.31%	16.49%	22.36%	15.38%	7.63%	22.16%	20.00%					
																												
24	Против всех	195	40	43	27	6	5	3	2	8	3	8	6	8	5	4	7	0	7	1	5	6	1					
		2.62%	3.55%	3.52%	3.48%	1.19%	1.72%	4.05%	1.48%	3.23%	3.23%	2.11%	2.15%	6.25%	4.42%	0.87%	2.14%	0.00%	1.72%	0.51%	2.12%	3.59%	1.00%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
