Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Атюрьевская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64					
1	"Число избирателей, внесенных в список избирателей"	9320	1144	1151	1663	483	93	132	163	237	171	389	253	485	461	125	143	447	101	356	195	384	232	297	215					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9523	1156	1174	1686	503	95	134	170	242	175	395	266	498	476	129	149	458	106	359	203	390	237	304	218					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9026	1128	1104	1633	474	93	132	161	225	156	389	238	485	460	122	142	439	101	274	172	359	230	297	212					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	197	4	13	28	2	0	0	0	10	14	0	13	0	0	1	0	0	0	68	20	23	0	0	1					
6	Число погашенных избирательных бюллетеней	300	24	57	25	27	2	2	9	7	5	6	15	13	16	6	7	19	5	17	11	8	7	7	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	197	4	13	28	2	0	0	0	10	14	0	13	0	0	1	0	0	0	68	20	23	0	0	1					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9026	1128	1104	1633	474	93	132	161	225	156	389	238	485	460	122	142	439	101	274	172	359	230	297	212					
9	Число недействительных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	9223	1132	1117	1661	476	93	132	161	235	170	389	251	485	460	123	142	439	101	342	192	382	230	297	213					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	270	30	30	30	10	5	10	10	10	10	10	10	10	10	5	5	10	5	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	55	9	7	7	3	0	0	1	0	2	1	6	1	5	1	5	0	0	0	1	3	2	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	24	2	2	10	0	1	0	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	215	21	23	23	7	5	10	9	10	8	9	4	9	5	4	0	10	5	10	9	7	8	10	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.34%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	10	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0					
		0.11%	0.27%	0.09%	0.12%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.26%	0.43%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	43	6	4	5	1	1	1	1	1	1	1	1	1	2	1	1	1	1	8	1	1	1	1	1					
		0.47%	0.53%	0.36%	0.30%	0.21%	1.08%	0.76%	0.62%	0.43%	0.59%	0.26%	0.40%	0.21%	0.43%	0.81%	0.70%	0.23%	0.99%	2.34%	0.52%	0.26%	0.43%	0.34%	0.47%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9167	1123	1112	1654	474	92	131	160	234	169	387	250	484	458	122	141	437	100	334	191	380	227	295	212					
		99.39%	99.20%	99.55%	99.58%	99.58%	98.92%	99.24%	99.38%	99.57%	99.41%	99.49%	99.60%	99.79%	99.57%	99.19%	99.30%	99.54%	99.01%	97.66%	99.48%	99.48%	98.70%	99.33%	99.53%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
