		0.26%	0.14%	0.56%	0.00%	0.25%	0.29%	0.00%	0.00%	0.00%	0.18%	0.00%	0.05%	0.00%	0.10%	0.00%	0.24%	0.22%	0.73%	0.14%	0.27%	0.00%	0.00%	0.00%	0.34%	0.27%	0.00%	0.44%	0.46%	0.00%	0.21%	1.12%	0.41%	0.17%	0.62%	0.20%	0.00%	0.18%	0.00%	0.58%	0.00%	0.28%	0.00%	0.00%	0.09%	0.18%	0.17%	0.00%	5.38%	0.27%	0.10%	0.00%	0.54%	0.48%	0.00%	0.43%	0.10%	0.39%	0.36%	0.23%	0.15%	0.14%	0.45%	0.05%	0.18%	0.56%	0.09%	0.00%	0.00%	0.13%	0.00%	0.38%									
14	Грудинин Павел Николаевич	10611	45	29	5	165	255	30	156	113	0	214	189	140	311	171	0	325	216	129	220	224	0	198	267	261	177	221	269	203	238	0	192	0	358	194	0	194	231	273	188	263	5	166	269	237	122	226	2	231	8	216	247	189	246	267	270	222	221	115	217	6	5	0	4	252	129	0	27	39	3	6									
		8.99%	6.46%	3.25%	0.39%	13.69%	12.17%	2.75%	14.29%	4.96%	0.00%	19.33%	10.18%	8.24%	16.06%	15.15%	0.00%	14.30%	14.36%	5.83%	11.95%	9.53%	0.00%	9.76%	12.86%	17.62%	10.85%	10.90%	15.40%	10.09%	12.53%	0.00%	13.22%	0.00%	18.52%	9.79%	0.00%	11.50%	10.80%	17.64%	10.07%	14.69%	0.39%	10.03%	11.45%	10.95%	10.50%	11.97%	0.14%	12.36%	0.40%	11.39%	12.13%	12.95%	10.87%	16.56%	13.98%	10.77%	11.30%	5.26%	10.89%	0.27%	0.23%	0.00%	0.25%	17.50%	11.19%	0.00%	7.71%	4.88%	0.60%	2.31%									
15	Жириновский Владимир Вольфович	3095	1	5	5	14	75	15	48	60	20	27	59	53	5	20	58	33	33	14	16	53	2	45	19	19	33	61	19	21	30	9	17	69	36	35	84	69	81	29	75	57	161	77	6	84	17	70	1	26	264	85	27	18	83	35	0	50	69	91	57	159	120	58	39	31	22	0	3	3	2	13									
		2.62%	0.14%	0.56%	0.39%	1.16%	3.58%	1.38%	4.40%	2.64%	0.88%	2.44%	3.18%	3.12%	0.26%	1.77%	2.75%	1.45%	2.19%	0.63%	0.87%	2.26%	0.08%	2.22%	0.91%	1.28%	2.02%	3.01%	1.09%	1.04%	1.58%	0.67%	1.17%	3.84%	1.86%	1.77%	3.99%	4.09%	3.79%	1.87%	4.02%	3.18%	12.72%	4.65%	0.26%	3.88%	1.46%	3.71%	0.07%	1.39%	13.23%	4.48%	1.33%	1.23%	3.67%	2.17%	0.00%	2.43%	3.53%	4.16%	2.86%	7.27%	5.42%	2.77%	2.40%	2.15%	1.91%	0.00%	0.86%	0.38%	0.40%	5.00%									
16	Путин Владимир Владимирович	99316	641	817	1200	973	1660	1028	888	1974	2212	809	1552	1447	1611	894	1987	1807	1179	2026	1511	2002	2523	1710	1726	1128	1369	1667	1384	1741	1599	1259	1209	1640	1435	1700	1950	1370	1758	1136	1542	1432	987	1365	2070	1761	1000	1527	1112	1516	1687	1532	1663	1183	1859	1222	1655	1710	1569	1875	1644	1813	1839	1966	1348	1047	952	150	305	746	485	232									
		84.21%	91.97%	91.59%	94.56%	80.75%	79.24%	94.31%	81.32%	86.73%	97.53%	73.08%	83.58%	85.12%	83.21%	79.19%	94.08%	79.50%	78.39%	91.55%	82.07%	85.19%	99.33%	84.32%	83.10%	76.16%	83.94%	82.24%	79.22%	86.57%	84.16%	94.17%	83.26%	91.31%	74.24%	85.77%	92.59%	81.21%	82.23%	73.39%	82.59%	80.00%	77.96%	82.48%	88.09%	81.38%	86.06%	80.88%	77.65%	81.11%	84.56%	80.80%	81.68%	81.03%	82.15%	75.81%	85.66%	82.97%	80.21%	85.81%	82.49%	82.86%	82.99%	93.75%	82.85%	72.71%	82.57%	100.00%	87.14%	93.25%	97.00%	89.23%									
17	Собчак Ксения Анатольевна	285	0	0	0	19	43	0	0	0	0	0	0	0	0	0	0	23	13	0	9	0	0	0	16	20	0	0	17	2	0	0	1	0	15	7	0	0	0	16	0	0	0	0	0	0	0	0	0	18	0	0	15	14	0	14	0	4	3	0	1	0	0	0	0	12	0	0	0	0	0	3									
		0.24%	0.00%	0.00%	0.00%	1.58%	2.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	0.86%	0.00%	0.49%	0.00%	0.00%	0.00%	0.77%	1.35%	0.00%	0.00%	0.97%	0.10%	0.00%	0.00%	0.07%	0.00%	0.78%	0.35%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.74%	0.96%	0.00%	0.87%	0.00%	0.19%	0.15%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%									
18	Сурайкин Максим Александрович	1841	4	22	30	4	13	10	0	63	8	20	38	37	3	8	46	15	17	18	21	39	12	41	8	13	34	41	12	31	17	12	10	45	22	9	25	38	41	30	40	19	39	37	2	43	9	49	230	17	12	40	30	8	39	28	2	27	44	0	44	38	34	41	31	24	34	0	9	7	6	1									
		1.56%	0.57%	2.47%	2.36%	0.33%	0.62%	0.92%	0.00%	2.77%	0.35%	1.81%	2.05%	2.18%	0.15%	0.71%	2.18%	0.66%	1.13%	0.81%	1.14%	1.66%	0.47%	2.02%	0.39%	0.88%	2.08%	2.02%	0.69%	1.54%	0.89%	0.90%	0.69%	2.51%	1.14%	0.45%	1.19%	2.25%	1.92%	1.94%	2.14%	1.06%	3.08%	2.24%	0.09%	1.99%	0.77%	2.60%	16.06%	0.91%	0.60%	2.11%	1.47%	0.55%	1.72%	1.74%	0.10%	1.31%	2.25%	0.00%	2.21%	1.74%	1.53%	1.96%	1.91%	1.67%	2.95%	0.00%	2.57%	0.88%	1.20%	0.38%									
19	Титов Борис Юрьевич	1354	3	6	10	1	8	0	0	44	4	2	18	17	2	0	16	7	6	21	6	26	0	20	4	7	15	25	7	13	12	6	2	39	4	3	47	13	27	5	22	14	12	10	1	31	0	16	6	4	5	16	5	7	36	9	0	16	5	84	27	159	188	31	173	13	10	0	3	2	3	0									
		1.15%	0.43%	0.67%	0.79%	0.08%	0.38%	0.00%	0.00%	1.93%	0.18%	0.18%	0.97%	1.00%	0.10%	0.00%	0.76%	0.31%	0.40%	0.95%	0.33%	1.11%	0.00%	0.99%	0.19%	0.47%	0.92%	1.23%	0.40%	0.65%	0.63%	0.45%	0.14%	2.17%	0.21%	0.15%	2.23%	0.77%	1.26%	0.32%	1.18%	0.78%	0.95%	0.60%	0.04%	1.43%	0.00%	0.85%	0.42%	0.21%	0.25%	0.84%	0.25%	0.48%	1.59%	0.56%	0.00%	0.78%	0.26%	3.84%	1.35%	7.27%	8.48%	1.48%	10.63%	0.90%	0.87%	0.00%	0.86%	0.25%	0.60%	0.00%									
20	Явлинский Григорий Алексеевич	200	2	0	5	1	8	0	0	22	7	4	0	4	2	2	0	7	5	2	3	6	0	10	2	2	0	0	6	0	0	4	3	0	8	1	0	0	0	7	0	0	0	0	0	0	0	0	4	7	1	0	6	8	0	7	0	14	3	0	0	0	12	0	0	9	0	0	3	2	1	0									
		0.17%	0.29%	0.00%	0.39%	0.08%	0.38%	0.00%	0.00%	0.97%	0.31%	0.36%	0.00%	0.24%	0.10%	0.18%	0.00%	0.31%	0.33%	0.09%	0.16%	0.26%	0.00%	0.49%	0.10%	0.14%	0.00%	0.00%	0.34%	0.00%	0.00%	0.30%	0.21%	0.00%	0.41%	0.05%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.37%	0.05%	0.00%	0.29%	0.55%	0.00%	0.43%	0.00%	0.68%	0.15%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.63%	0.00%	0.00%	0.86%	0.25%	0.20%	0.00%									
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
