Выборы Президента Российской Федерации																													
																													
Наименование Избирательной комиссии:    Дивеевская																													
																													
Итоги голосования 																													
																													
		Сумма	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963					
1	"Число избирателей, внесенных в список"	13118	671	414	549	1990	1288	1418	600	474	222	500	509	116	105	268	282	220	2452	190	274	435	43	98					
2	Число полученных избирательных бюллетеней	12900	700	400	550	1900	1200	1350	600	500	250	500	500	120	110	300	300	220	2300	200	300	450	50	100					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6657	304	247	297	1003	379	700	326	299	156	255	285	63	48	171	178	88	1180	155	156	269	33	65					
5	"Число избирательных бюллетеней, выданных вне помещения"	1393	147	64	49	82	269	83	77	42	23	76	81	21	29	35	36	34	116	15	54	46	0	14					
6	Число погашенных избирательных бюллетеней	4850	249	89	204	815	552	567	197	159	71	169	134	36	33	94	86	98	1004	30	90	135	17	21					
7	Число избирательных бюллетеней в переносных ящиках	1393	147	64	49	82	269	83	77	42	23	76	81	21	29	35	36	34	116	15	54	46	0	14					
8	Число бюллетеней в стационарных ящиках для голосования	6657	304	247	297	1003	379	700	326	299	156	255	285	63	48	171	178	88	1180	155	156	269	33	65					
9	Число недействительных избирательных бюллетеней	120	8	4	6	17	12	11	6	9	6	3	5	0	0	1	2	2	17	3	1	3	2	2					
10	Число действительных избирательных бюллетеней	7930	443	307	340	1068	636	772	397	332	173	328	361	84	77	205	212	120	1279	167	209	312	31	77					
11	Число полученных открепительных  удостоверений	450	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	40	20	20	20	10	20					
12	Число выданных открепительных удостоверений	84	1	2	1	9	3	6	12	2	7	3	0	3	0	15	1	0	6	9	0	3	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	61	1	0	1	8	5	5	2	0	1	4	1	1	1	2	0	0	18	3	1	2	3	2					
14	Число неиспользованных открепительных удостоверений	366	19	18	19	11	17	14	8	18	13	17	20	17	20	5	19	20	34	11	20	17	10	19					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																													
18	. Глазьев Сергей Юрьевич	257	21	6	10	34	19	42	6	13	3	5	4	3	1	3	7	4	58	4	4	8	0	2					
		3.19%	4.66%	1.93%	2.89%	3.13%	2.93%	5.36%	1.49%	3.81%	1.68%	1.51%	1.09%	3.57%	1.30%	1.46%	3.27%	3.28%	4.48%	2.35%	1.90%	2.54%	0.00%	2.53%					
19	. Малышкин Олег Александрович	161	5	7	6	15	15	9	10	9	6	8	3	1	1	5	4	5	32	0	9	10	1	0					
		2.00%	1.11%	2.25%	1.73%	1.38%	2.31%	1.15%	2.48%	2.64%	3.35%	2.42%	0.82%	1.19%	1.30%	2.43%	1.87%	4.10%	2.47%	0.00%	4.29%	3.17%	3.03%	0.00%					
20	. Миронов Сергей Михайлович	57	5	2	5	4	6	2	4	1	3	3	2	2	4	1	3	1	5	0	3	1	0	0					
		0.71%	1.11%	0.64%	1.45%	0.37%	0.93%	0.26%	0.99%	0.29%	1.68%	0.91%	0.55%	2.38%	5.19%	0.49%	1.40%	0.82%	0.39%	0.00%	1.43%	0.32%	0.00%	0.00%					
21	. Путин Владимир Владимирович	5695	299	241	242	737	495	513	269	242	138	192	314	62	68	151	135	73	921	128	139	255	23	58					
		70.75%	66.30%	77.49%	69.94%	67.93%	76.39%	65.52%	66.75%	70.97%	77.09%	58.01%	85.79%	73.81%	88.31%	73.30%	63.08%	59.84%	71.06%	75.29%	66.19%	80.95%	69.70%	73.42%					
22	. Хакамада Ирина Муцуовна	168	6	1	4	27	10	13	20	1	2	1	5	4	0	4	3	1	48	4	7	4	1	2					
		2.09%	1.33%	0.32%	1.16%	2.49%	1.54%	1.66%	4.96%	0.29%	1.12%	0.30%	1.37%	4.76%	0.00%	1.94%	1.40%	0.82%	3.70%	2.35%	3.33%	1.27%	3.03%	2.53%					
23	. Харитонов Николай Михайлович	1400	97	46	67	221	70	161	72	64	20	114	30	11	3	37	55	29	183	29	43	30	4	14					
		17.39%	21.51%	14.79%	19.36%	20.37%	10.80%	20.56%	17.87%	18.77%	11.17%	34.44%	8.20%	13.10%	3.90%	17.96%	25.70%	23.77%	14.12%	17.06%	20.48%	9.52%	12.12%	17.72%					
																													
24	Против всех	192	10	4	6	30	21	32	16	2	1	5	3	1	0	4	5	7	32	2	4	4	2	1					
		2.39%	2.22%	1.29%	1.73%	2.76%	3.24%	4.09%	3.97%	0.59%	0.56%	1.51%	0.82%	1.19%	0.00%	1.94%	2.34%	5.74%	2.47%	1.18%	1.90%	1.27%	6.06%	1.27%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
