Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Хивская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	82	0	0	0	0	0	0	0	11	1	0	0	1	0	0	4	1	2	0	21	0	0	2	2	12	2	2	0	0	11	1	4	2	2	1	0					
		0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.34%	0.33%	0.00%	0.00%	0.28%	0.00%	0.00%	0.79%	0.36%	0.51%	0.00%	1.92%	0.00%	0.00%	1.23%	2.44%	1.05%	0.40%	0.38%	0.00%	0.00%	5.64%	0.66%	1.33%	0.51%	1.61%	0.39%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	1	0	0	4	5	0	6	1	0	0	2	0	0	0					
		0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	3.08%	0.61%	0.00%	0.00%	0.81%	0.95%	0.00%	1.33%	0.51%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1245	12	8	6	52	161	0	15	3	26	22	25	32	8	53	44	13	35	15	93	16	4	13	6	280	43	46	8	45	45	13	26	35	10	20	12					
		10.07%	9.02%	10.67%	9.84%	8.89%	27.57%	0.00%	8.77%	0.37%	8.58%	3.32%	10.00%	8.82%	10.26%	9.04%	8.70%	4.73%	8.97%	2.62%	8.49%	9.41%	6.15%	7.98%	7.32%	24.39%	8.69%	8.71%	10.53%	9.96%	23.08%	8.61%	8.64%	8.95%	8.06%	7.81%	6.32%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10963	121	67	55	533	423	64	156	804	276	641	225	330	70	533	455	261	350	556	975	154	58	147	74	833	446	475	68	401	134	137	266	352	112	233	178					
		88.70%	90.98%	89.33%	90.16%	91.11%	72.43%	100.00%	91.23%	98.29%	91.09%	96.68%	90.00%	90.91%	89.74%	90.96%	89.92%	94.91%	89.74%	97.03%	89.04%	90.59%	89.23%	90.18%	90.24%	72.56%	90.10%	89.96%	89.47%	88.72%	68.72%	90.73%	88.37%	90.03%	90.32%	91.02%	93.68%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
