Выборы Президента Российской Федерации																																																																
Дата голосования: 18.03.2018																																																																
																																																																
Наименование Избирательной комиссии:    Курагинская																																																																
																																																																
Сводная таблица итогов голосования																																																																
																																																																
	Число участковых избирательных комиссий	53																																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	53																																																														
																																																																
		Сумма	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560									
1	"Число избирателей, включенных в список избирателей"	34059	392	211	579	236	78	586	275	295	625	378	655	1537	1317	1405	1625	1324	1785	564	799	87	1741	1611	105	525	324	135	183	51	48	434	76	234	58	732	511	832	137	345	182	590	500	484	599	1321	910	576	1175	1245	1518	1751	59	105	209									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	36730	460	230	650	280	95	610	300	300	750	400	680	1680	1300	1500	1750	1450	2000	670	1000	115	1850	1680	140	530	320	140	230	70	60	500	100	250	65	880	550	900	170	320	210	680	500	450	570	1350	1000	600	1200	1300	1600	1800	65	180	250									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	18964	261	143	406	164	62	352	189	212	406	223	324	797	654	723	903	646	944	355	560	60	939	876	84	301	167	84	136	38	45	256	63	119	45	419	283	366	104	182	139	370	305	324	413	666	490	259	533	698	749	892	33	61	141									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1470	26	12	32	13	5	30	14	24	56	0	12	59	100	59	48	63	63	35	61	6	43	50	11	18	7	0	11	0	0	27	0	17	5	51	57	32	9	25	11	26	20	12	1	30	49	93	44	22	22	28	0	24	7									
6	Число погашенных избирательных бюллетеней	16089	173	75	212	103	28	228	97	64	288	177	344	824	546	718	799	741	993	280	379	49	868	754	45	211	146	56	83	32	15	217	37	114	15	410	210	502	57	113	60	284	175	114	156	447	461	248	623	580	829	880	32	95	102									
