17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																			
18	Богданов Андрей Владимирович	123	0	0	0	4	2	0	1	0	0	2	0	5	1	0	0	1	4	5	0	1	3	0	0	0	0	2	24	0	2	0	2	1	0	0	1	0	0	0	0	3	0	0	1	0	0	0	9	0	0	0	0	1	6	1	0	0	0	11	0	3	4	0	1	0	0	1	3	0	3	5	6	2	0	0	0	2					
		0.50%	0.00%	0.00%	0.00%	1.59%	2.56%	0.00%	0.44%	0.00%	0.00%	1.06%	0.00%	1.82%	0.74%	0.00%	0.00%	0.37%	0.64%	1.44%	0.00%	0.21%	0.58%	0.00%	0.00%	0.00%	0.00%	1.03%	4.09%	0.00%	0.74%	0.00%	1.14%	0.23%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	1.35%	0.00%	0.00%	0.00%	0.00%	0.58%	2.96%	0.67%	0.00%	0.00%	0.00%	1.41%	0.00%	0.87%	0.99%	0.00%	0.75%	0.00%	0.00%	0.17%	0.36%	0.00%	0.77%	1.25%	3.55%	1.03%	0.00%	0.00%	0.00%	0.65%					
19	Жириновский Владимир Вольфович	576	5	1	0	17	3	0	1	0	0	9	0	9	3	0	20	4	69	7	0	6	7	3	0	3	0	8	20	3	12	0	3	10	2	3	1	3	0	6	1	5	7	3	2	21	15	24	35	0	0	0	10	0	0	7	0	1	7	48	0	16	9	12	6	3	2	5	35	4	8	27	6	4	2	3	8	2					
		2.33%	1.72%	1.04%	0.00%	6.75%	3.85%	0.00%	0.44%	0.00%	0.00%	4.79%	0.00%	3.27%	2.22%	0.00%	4.83%	1.49%	10.99%	2.01%	0.00%	1.28%	1.35%	1.20%	0.00%	1.21%	0.00%	4.10%	3.41%	0.65%	4.43%	0.00%	1.70%	2.27%	1.92%	1.21%	0.90%	1.23%	0.00%	2.54%	0.50%	1.44%	2.55%	1.85%	1.90%	3.01%	3.09%	3.37%	5.23%	0.00%	0.00%	0.00%	1.40%	0.00%	0.00%	4.67%	0.00%	0.53%	4.58%	6.15%	0.00%	4.64%	2.23%	1.44%	4.51%	2.11%	0.74%	0.87%	4.15%	2.37%	2.06%	6.75%	3.55%	2.06%	0.63%	0.49%	3.33%	0.65%					
20	Зюганов Геннадий Андреевич	4358	10	46	27	82	24	29	38	9	5	8	12	101	26	52	185	50	171	112	140	209	10	20	7	2	141	49	173	12	0	1	36	89	14	26	15	30	45	50	42	164	65	14	9	23	7	12	220	11	0	3	0	4	15	47	10	34	53	282	10	159	56	203	24	32	72	123	45	72	119	80	38	30	14	11	116	83					
		17.60%	3.45%	47.92%	24.32%	32.54%	30.77%	38.67%	16.59%	6.47%	2.04%	4.26%	17.39%	36.73%	19.26%	23.21%	44.69%	18.66%	27.23%	32.18%	20.17%	44.75%	1.92%	8.03%	1.39%	0.81%	20.23%	25.13%	29.47%	2.58%	0.00%	0.32%	20.45%	20.23%	13.46%	10.48%	13.51%	12.30%	12.40%	21.19%	21.00%	47.26%	23.64%	8.64%	8.57%	3.30%	1.44%	1.69%	32.88%	2.19%	0.00%	1.36%	0.00%	2.33%	7.39%	31.33%	7.81%	18.18%	34.64%	36.15%	6.25%	46.09%	13.90%	24.37%	18.05%	22.54%	26.77%	21.39%	5.34%	42.60%	30.59%	20.00%	22.49%	15.46%	4.42%	1.81%	48.33%	27.04%					
21	Медведев Дмитрий Анатольевич	19443	275	48	82	139	49	46	175	130	240	168	57	151	105	164	203	213	384	219	554	251	499	225	496	242	556	135	362	445	257	316	135	340	88	175	93	197	318	175	157	174	203	145	93	653	463	676	396	489	200	217	700	167	182	95	118	152	93	427	150	164	334	618	102	106	195	446	746	92	247	262	119	158	281	582	114	220					
		78.54%	94.83%	50.00%	73.87%	55.16%	62.82%	61.33%	76.42%	93.53%	97.96%	89.36%	82.61%	54.91%	77.78%	73.21%	49.03%	79.48%	61.15%	62.93%	79.83%	53.75%	95.96%	90.36%	98.61%	97.98%	79.77%	69.23%	61.67%	95.70%	94.83%	99.68%	76.70%	77.27%	84.62%	70.56%	83.78%	80.74%	87.60%	74.15%	78.50%	50.14%	73.82%	89.51%	88.57%	93.69%	95.46%	94.94%	59.19%	97.22%	100.00%	98.64%	98.18%	97.09%	89.66%	63.33%	92.19%	81.28%	60.78%	54.74%	93.75%	47.54%	82.88%	74.19%	76.69%	74.65%	72.49%	77.57%	88.49%	54.44%	63.50%	65.50%	70.41%	81.44%	88.64%	95.72%	47.50%	71.66%					
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
