Выборы Президента Российской Федерации																																													
Дата голосования: 18.03.2018																																													
																																													
Наименование Избирательной комиссии:    Жуковская																																													
																																													
Сводная таблица итогов голосования																																													
																																													
	Число участковых избирательных комиссий	34																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	34																																											
																																													
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734									
1	"Число избирателей, включенных в список избирателей"	36971	1850	272	1166	1393	196	279	320	148	506	383	931	664	758	278	468	720	683	633	1201	994	1442	994	1157	1184	1856	1792	2009	2027	2150	1820	1731	1653	1624	1689									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	37190	1850	350	1050	1400	210	280	340	170	530	390	880	700	750	250	500	700	700	640	1200	950	1550	1050	1100	1200	1800	1750	2000	2150	2150	1750	1800	1700	1650	1700									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	24385	1058	172	757	823	92	242	247	133	356	344	662	502	575	169	363	477	410	512	700	597	898	646	757	727	1352	1320	1481	1371	1383	1038	1113	1040	1039	1029									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2328	739	52	106	146	86	14	14	4	40	23	35	142	57	43	54	42	137	23	31	37	20	36	29	26	27	30	14	33	76	34	50	44	50	34									
6	Число погашенных избирательных бюллетеней	10477	53	126	187	431	32	24	79	33	134	23	183	56	118	38	83	181	153	105	469	316	632	368	314	447	421	400	505	746	691	678	637	616	561	637									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2328	739	52	106	146	86	14	14	4	40	23	35	142	57	43	54	42	137	23	31	37	20	36	29	26	27	30	14	33	76	34	50	44	50	34									
8	Число бюллетеней в стационарных ящиках для голосования	24381	1055	172	757	823	92	242	247	133	356	344	662	502	575	169	363	477	410	512	700	597	898	646	757	727	1352	1320	1481	1371	1383	1038	1113	1040	1039	1028									
