7	Число избирательных бюллетеней в переносных ящиках для голосования	6897	96	65	71	74	81	30	91	0	55	105	64	56	92	43	93	51	86	34	71	41	27	37	114	55	22	27	52	34	39	18	17	22	10	13	122	189	43	24	50	52	40	157	132	193	62	41	29	68	93	89	66	65	94	59	146	99	63	118	38	56	28	60	48	13	26	113	180	165	56	104	103	68	45	86	98	70	47	56	127	127	80	42	108	152	60	78	81	123	44	146	68	198	44	79									
8	Число бюллетеней в стационарных ящиках для голосования	54987	170	713	628	532	874	711	843	300	729	669	878	570	1225	938	946	1448	1612	963	1464	1400	488	659	712	963	889	881	777	1429	1461	1564	916	1533	1453	1896	625	774	475	599	1190	444	840	605	439	1070	1380	750	674	192	352	519	405	90	270	183	434	40	78	218	51	109	225	204	74	79	117	512	479	252	78	637	148	120	122	135	246	510	68	278	247	514	62	160	453	995	391	114	91	353	51	391	257	292	84	208									
9	Число недействительных избирательных бюллетеней	706	1	10	10	5	14	2	13	4	13	11	8	6	18	16	14	15	21	11	23	12	6	11	14	8	10	8	10	14	24	22	15	18	24	34	8	9	4	7	22	7	8	14	7	12	20	12	12	3	2	4	8	0	2	5	3	0	1	3	0	0	2	2	0	2	1	5	14	2	1	9	1	0	0	1	2	0	2	1	3	6	0	3	1	10	4	0	0	3	0	3	5	4	0	1									
10	Число действительных избирательных бюллетеней	61178	265	768	689	601	941	739	921	296	771	763	934	620	1299	965	1025	1484	1677	986	1512	1429	509	685	812	1010	901	900	819	1449	1476	1560	918	1537	1439	1875	739	954	514	616	1218	489	872	748	564	1251	1422	779	691	257	443	604	463	155	362	237	577	139	140	333	89	165	251	262	122	90	142	620	645	415	133	732	250	188	167	220	342	580	113	333	371	635	142	199	560	1137	447	192	172	473	95	534	320	486	128	286									
11	Число полученных открепительных  удостоверений	615	3	9	6	4	9	13	7	0	16	4	11	3	15	7	6	18	13	10	10	15	4	8	15	15	9	4	5	15	12	14	6	9	12	19	5	10	4	4	7	4	9	4	4	7	21	11	3	3	3	4	4	3	4	3	9	3	3	3	2	2	2	2	2	2	3	3	9	4	3	5	3	3	3	3	4	4	2	4	6	10	4	5	8	12	8	3	2	7	2	6	3	4	3	6									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	447	0	2	6	2	7	9	7	0	14	1	8	2	11	7	4	13	11	8	10	11	1	6	11	13	8	4	5	13	9	12	6	8	12	19	5	5	2	1	5	0	7	4	1	5	18	9	3	1	1	3	2	0	4	2	9	3	2	3	0	1	2	0	1	0	0	1	7	0	0	4	0	0	3	0	4	4	0	4	4	10	4	2	8	12	4	0	0	5	0	3	1	2	2	4									
13	Число избирателей, проголосовавших по открепительным удостоверениям	289	2	5	1	2	3	7	0	3	7	3	4	6	5	9	1	3	2	2	5	9	4	6	7	6	2	7	1	7	8	6	7	7	8	9	3	4	2	0	3	0	2	0	1	1	10	2	10	0	1	2	3	2	3	1	1	0	3	1	1	1	4	5	1	0	1	4	0	2	4	10	0	4	0	0	2	1	2	1	0	2	0	1	1	3	2	5	1	3	0	5	1	2	0	1									
14	Число неиспользованных открепительных удостоверений	168	3	7	0	2	2	4	0	0	2	3	3	1	4	0	2	5	2	2	0	4	3	2	4	2	1	0	0	2	3	2	0	1	0	0	0	5	2	3	2	4	2	0	3	2	3	2	0	2	2	1	2	3	0	1	0	0	1	0	2	1	0	2	1	2	3	2	2	4	3	1	3	3	0	3	0	0	2	0	2	0	0	3	0	0	4	3	2	2	2	3	2	2	1	2									
15	Число открепительных удостоверений, выданных избирателям ТИК	20	0	2	0	0	0	1	0	0	1	0	1	0	1	0	0	0	3	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																									
19	Жириновский Владимир Вольфович	4575	16	65	38	35	66	49	55	24	47	45	50	25	99	123	67	111	96	76	116	116	51	67	47	84	79	63	41	117	107	133	74	130	130	138	60	64	46	46	101	31	56	61	44	100	101	30	51	19	16	45	31	10	40	19	44	7	6	15	3	3	20	25	6	8	1	53	56	38	8	36	28	18	14	15	28	63	6	33	23	44	7	11	51	101	35	16	17	42	10	44	28	24	8	29									
		7.39%	6.02%	8.35%	5.44%	5.78%	6.91%	6.61%	5.89%	8.00%	5.99%	5.81%	5.31%	3.99%	7.52%	12.54%	6.45%	7.40%	5.65%	7.62%	7.56%	8.05%	9.90%	9.63%	5.69%	8.25%	8.67%	6.94%	4.95%	7.99%	7.13%	8.41%	7.93%	8.36%	8.89%	7.23%	8.03%	6.65%	8.88%	7.38%	8.15%	6.25%	6.36%	8.01%	7.71%	7.92%	7.00%	3.79%	7.25%	7.31%	3.60%	7.40%	6.58%	6.45%	10.99%	7.85%	7.59%	5.04%	4.26%	4.46%	3.37%	1.82%	7.91%	9.47%	4.92%	8.70%	0.70%	8.48%	8.50%	9.11%	5.97%	4.86%	11.16%	9.57%	8.38%	6.79%	8.14%	10.86%	5.22%	9.88%	6.15%	6.86%	4.93%	5.45%	9.09%	8.81%	7.76%	8.33%	9.88%	8.82%	10.53%	8.19%	8.62%	4.90%	6.25%	10.10%									
20	Зюганов Геннадий Андреевич	18295	78	229	223	166	279	234	319	83	255	244	305	202	411	287	359	501	612	339	516	448	183	208	244	356	285	338	299	408	468	524	289	478	432	521	256	260	136	210	342	149	241	221	185	408	399	217	212	76	112	161	132	52	105	85	85	16	52	97	11	37	73	58	38	19	59	150	190	145	33	223	44	32	25	44	94	125	26	77	75	182	25	44	125	287	115	29	46	89	10	138	83	125	30	57									
		29.56%	29.32%	29.43%	31.90%	27.39%	29.21%	31.58%	34.15%	27.67%	32.53%	31.52%	32.38%	32.27%	31.21%	29.26%	34.55%	33.42%	36.04%	34.00%	33.62%	31.09%	35.53%	29.89%	29.54%	34.97%	31.28%	37.22%	36.07%	27.89%	31.20%	33.12%	30.98%	30.74%	29.53%	27.29%	34.27%	26.99%	26.25%	33.71%	27.58%	30.04%	27.39%	29.00%	32.40%	32.30%	27.67%	27.43%	30.16%	29.23%	25.17%	26.48%	28.03%	33.55%	28.85%	35.12%	14.66%	11.51%	36.88%	28.87%	12.36%	22.42%	28.85%	21.97%	31.15%	20.65%	41.26%	24.00%	28.83%	34.77%	24.63%	30.09%	17.53%	17.02%	14.97%	19.91%	27.33%	21.55%	22.61%	23.05%	20.05%	28.39%	17.61%	21.78%	22.28%	25.02%	25.50%	15.10%	26.74%	18.70%	10.53%	25.70%	25.54%	25.51%	23.44%	19.86%									
21	Миронов Сергей Михайлович	2440	15	44	29	29	42	36	30	6	19	37	37	24	50	43	44	64	76	46	71	72	18	35	46	42	41	35	36	65	72	76	39	60	84	78	34	29	23	28	35	16	33	21	14	38	66	39	27	8	12	22	20	4	18	9	17	2	3	10	4	4	6	5	2	0	2	13	22	12	6	30	7	6	5	13	9	24	7	9	8	21	0	6	22	44	15	3	4	8	0	12	12	17	3	10									
		3.94%	5.64%	5.66%	4.15%	4.79%	4.40%	4.86%	3.21%	2.00%	2.42%	4.78%	3.93%	3.83%	3.80%	4.38%	4.23%	4.27%	4.48%	4.61%	4.63%	4.99%	3.50%	5.03%	5.57%	4.13%	4.50%	3.85%	4.34%	4.44%	4.80%	4.80%	4.18%	3.86%	5.74%	4.09%	4.55%	3.01%	4.44%	4.49%	2.82%	3.23%	3.75%	2.76%	2.45%	3.01%	4.58%	4.93%	3.84%	3.08%	2.70%	3.62%	4.25%	2.58%	4.95%	3.72%	2.93%	1.44%	2.13%	2.98%	4.49%	2.42%	2.37%	1.89%	1.64%	0.00%	1.40%	2.08%	3.34%	2.88%	4.48%	4.05%	2.79%	3.19%	2.99%	5.88%	2.62%	4.14%	6.09%	2.69%	2.14%	3.28%	0.00%	2.97%	3.92%	3.84%	3.33%	1.56%	2.33%	1.68%	0.00%	2.23%	3.69%	3.47%	2.34%	3.48%									
22	Прохоров Михаил Дмитриевич	2911	12	49	58	34	59	56	49	7	41	38	69	32	75	52	53	75	98	55	86	90	30	38	53	47	37	44	46	72	78	84	43	81	112	150	36	48	19	25	50	20	31	38	19	35	45	20	28	8	22	32	17	4	14	5	22	1	1	4	0	0	6	7	3	3	12	19	15	3	2	40	5	2	6	3	8	25	3	13	21	28	2	4	20	49	7	2	1	13	0	14	14	7	1	6									
		4.70%	4.51%	6.30%	8.30%	5.61%	6.18%	7.56%	5.25%	2.33%	5.23%	4.91%	7.32%	5.11%	5.69%	5.30%	5.10%	5.00%	5.77%	5.52%	5.60%	6.25%	5.83%	5.46%	6.42%	4.62%	4.06%	4.85%	5.55%	4.92%	5.20%	5.31%	4.61%	5.21%	7.66%	7.86%	4.82%	4.98%	3.67%	4.01%	4.03%	4.03%	3.52%	4.99%	3.33%	2.77%	3.12%	2.53%	3.98%	3.08%	4.94%	5.26%	3.61%	2.58%	3.85%	2.07%	3.79%	0.72%	0.71%	1.19%	0.00%	0.00%	2.37%	2.65%	2.46%	3.26%	8.39%	3.04%	2.28%	0.72%	1.49%	5.40%	1.99%	1.06%	3.59%	1.36%	2.33%	4.31%	2.61%	3.89%	5.61%	4.37%	1.41%	1.98%	3.57%	4.27%	1.55%	1.04%	0.58%	2.73%	0.00%	2.61%	4.31%	1.43%	0.78%	2.09%									
23	Путин Владимир Владимирович	32957	144	381	341	337	495	364	468	176	409	399	473	337	664	460	502	733	795	470	723	703	227	337	422	481	459	420	397	787	751	743	473	788	681	988	353	553	290	307	690	273	511	407	302	670	811	473	373	146	281	344	263	85	185	119	409	113	78	207	71	121	146	167	73	60	68	385	362	217	84	403	166	130	117	145	203	343	71	201	244	360	108	134	342	656	275	142	104	321	75	326	183	313	86	184									
		53.26%	54.14%	48.97%	48.78%	55.61%	51.83%	49.12%	50.11%	58.67%	52.17%	51.55%	50.21%	53.83%	50.42%	46.89%	48.32%	48.90%	46.82%	47.14%	47.10%	48.79%	44.08%	48.42%	51.09%	47.25%	50.38%	46.26%	47.89%	53.79%	50.07%	46.97%	50.70%	50.68%	46.55%	51.75%	47.26%	57.42%	55.98%	49.28%	55.65%	55.04%	58.07%	53.41%	52.89%	53.05%	56.24%	59.80%	53.06%	56.15%	63.15%	56.58%	55.84%	54.84%	50.82%	49.17%	70.52%	81.29%	55.32%	61.61%	79.78%	73.33%	57.71%	63.26%	59.84%	65.22%	47.55%	61.60%	54.93%	52.04%	62.69%	54.39%	66.14%	69.15%	70.06%	65.61%	59.01%	59.14%	61.74%	60.18%	65.24%	56.16%	76.06%	66.34%	60.96%	57.19%	60.98%	73.96%	60.47%	67.44%	78.95%	60.71%	56.31%	63.88%	67.19%	64.11%									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
