		3.75%	6.35%	2.56%	2.79%	1.16%	2.76%	2.46%	3.88%	4.40%	2.09%	2.23%	3.92%	2.35%	2.34%	4.12%	2.76%	2.22%	6.78%	3.02%	3.94%	3.17%	4.05%	3.28%	2.41%	2.34%	2.37%	1.52%	0.29%	3.16%	3.47%	3.05%	4.20%	4.18%	4.29%	3.23%	3.19%	2.50%	2.50%	5.45%	1.64%	2.30%	3.14%	5.27%	4.08%	6.03%	4.95%	5.07%	4.39%	5.93%	6.22%	6.63%	2.84%	8.75%	3.45%	4.15%	3.70%	6.88%	4.58%	5.14%	4.03%	1.63%	4.32%									
16	Путин Владимир Владимирович	29303	353	183	390	127	510	504	460	268	476	247	44	651	482	421	316	662	152	224	216	275	122	57	148	649	600	698	635	1225	978	695	627	213	258	659	987	108	877	181	85	617	143	438	590	517	731	612	740	662	565	452	738	454	490	452	561	475	550	510	729	816	698									
		80.49%	83.06%	93.85%	83.69%	73.84%	82.66%	88.42%	77.57%	84.28%	90.32%	91.82%	86.27%	89.92%	86.85%	86.80%	87.29%	86.54%	85.88%	84.53%	85.04%	87.30%	82.43%	93.44%	89.16%	89.52%	89.02%	88.35%	93.25%	82.49%	84.90%	81.48%	71.09%	89.12%	73.71%	76.01%	80.84%	90.00%	84.49%	82.27%	69.67%	79.00%	89.94%	72.16%	77.73%	69.30%	76.95%	70.59%	79.31%	72.75%	76.45%	69.65%	80.74%	68.48%	76.80%	72.20%	79.80%	72.63%	74.12%	74.89%	75.39%	88.89%	77.30%									
17	Собчак Ксения Анатольевна	221	2	2	0	5	4	2	4	3	6	0	0	4	2	7	3	2	1	0	2	2	4	0	0	4	0	3	0	5	7	3	1	0	2	5	14	1	2	2	0	4	2	7	6	2	12	6	2	9	6	6	2	7	3	5	7	3	4	11	4	3	6									
		0.61%	0.47%	1.03%	0.00%	2.91%	0.65%	0.35%	0.67%	0.94%	1.14%	0.00%	0.00%	0.55%	0.36%	1.44%	0.83%	0.26%	0.56%	0.00%	0.79%	0.63%	2.70%	0.00%	0.00%	0.55%	0.00%	0.38%	0.00%	0.34%	0.61%	0.35%	0.11%	0.00%	0.57%	0.58%	1.15%	0.83%	0.19%	0.91%	0.00%	0.51%	1.26%	1.15%	0.79%	0.27%	1.26%	0.69%	0.21%	0.99%	0.81%	0.92%	0.22%	1.06%	0.47%	0.80%	0.99%	0.46%	0.54%	1.62%	0.41%	0.33%	0.66%									
18	Сурайкин Максим Александрович	190	1	0	1	3	1	1	7	1	2	0	0	2	0	10	6	3	0	4	2	3	1	0	0	6	2	1	0	4	8	9	1	0	3	1	6	1	6	1	0	5	0	2	1	4	5	4	4	3	1	4	11	5	10	5	4	3	3	7	4	0	8									
		0.52%	0.24%	0.00%	0.21%	1.74%	0.16%	0.18%	1.18%	0.31%	0.38%	0.00%	0.00%	0.28%	0.00%	2.06%	1.66%	0.39%	0.00%	1.51%	0.79%	0.95%	0.68%	0.00%	0.00%	0.83%	0.30%	0.13%	0.00%	0.27%	0.69%	1.06%	0.11%	0.00%	0.86%	0.12%	0.49%	0.83%	0.58%	0.45%	0.00%	0.64%	0.00%	0.33%	0.13%	0.54%	0.53%	0.46%	0.43%	0.33%	0.14%	0.62%	1.20%	0.75%	1.57%	0.80%	0.57%	0.46%	0.40%	1.03%	0.41%	0.00%	0.89%									
19	Титов Борис Юрьевич	113	1	0	0	3	0	2	0	2	1	1	0	1	5	2	1	1	0	0	2	0	1	0	0	0	2	0	0	2	3	3	0	2	0	7	4	0	1	0	2	0	0	0	5	2	2	1	3	3	3	3	3	4	9	3	1	1	5	7	7	0	2									
		0.31%	0.24%	0.00%	0.00%	1.74%	0.00%	0.35%	0.00%	0.63%	0.19%	0.37%	0.00%	0.14%	0.90%	0.41%	0.28%	0.13%	0.00%	0.00%	0.79%	0.00%	0.68%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.13%	0.26%	0.35%	0.00%	0.84%	0.00%	0.81%	0.33%	0.00%	0.10%	0.00%	1.64%	0.00%	0.00%	0.00%	0.66%	0.27%	0.21%	0.12%	0.32%	0.33%	0.41%	0.46%	0.33%	0.60%	1.41%	0.48%	0.14%	0.15%	0.67%	1.03%	0.72%	0.00%	0.22%									
20	Явлинский Григорий Алексеевич	96	0	0	2	0	0	1	0	1	1	0	0	3	2	0	3	1	0	0	0	0	0	0	0	1	1	0	0	2	5	1	1	0	0	1	1	0	1	0	4	0	0	4	2	3	3	6	5	3	4	2	6	3	2	1	3	1	5	6	2	0	3									
		0.26%	0.00%	0.00%	0.43%	0.00%	0.00%	0.18%	0.00%	0.31%	0.19%	0.00%	0.00%	0.41%	0.36%	0.00%	0.83%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.15%	0.00%	0.00%	0.13%	0.43%	0.12%	0.11%	0.00%	0.00%	0.12%	0.08%	0.00%	0.10%	0.00%	3.28%	0.00%	0.00%	0.66%	0.26%	0.40%	0.32%	0.69%	0.54%	0.33%	0.54%	0.31%	0.66%	0.45%	0.31%	0.16%	0.43%	0.15%	0.67%	0.88%	0.21%	0.00%	0.33%									
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
