		17.22%	21.29%	18.87%	18.76%	13.58%	21.10%	19.44%	18.41%	17.78%	9.20%	22.04%	20.97%	12.51%	17.69%	17.80%	19.07%	18.19%	19.40%	19.23%	18.46%	18.85%	10.39%	7.91%	8.41%	18.01%	17.90%	21.32%	16.41%	18.14%	18.93%	15.41%	17.84%	19.43%	21.63%	18.81%	16.43%	19.73%	15.25%	16.94%	17.78%	18.37%	17.50%	18.96%	13.13%	10.35%	19.48%	16.97%					
20	Зюганов Геннадий Андреевич	7422	139	221	187	220	214	147	182	191	200	77	125	125	171	144	131	128	115	182	123	126	61	169	284	166	156	135	162	194	169	208	148	131	126	116	149	170	121	129	152	158	126	121	292	250	172	209					
		8.72%	7.16%	11.52%	8.75%	9.61%	9.41%	7.02%	9.54%	8.91%	12.03%	4.54%	6.42%	6.71%	8.92%	8.99%	6.29%	6.19%	6.37%	9.21%	6.96%	8.08%	3.08%	8.20%	16.04%	8.79%	8.33%	6.68%	8.23%	8.87%	9.61%	9.16%	8.20%	7.81%	8.85%	7.66%	9.34%	9.29%	8.71%	9.46%	9.62%	9.19%	8.11%	7.94%	14.10%	12.56%	10.09%	10.95%					
21	Медведев Дмитрий Анатольевич	58926	1235	1241	1466	1686	1433	1381	1346	1495	1267	1171	1307	1483	1273	1087	1452	1369	1225	1277	1203	1060	1680	1667	1295	1297	1310	1245	1377	1422	1231	1690	1271	1099	934	1044	1050	1269	960	902	1061	1170	1082	1033	1452	1480	1125	1323					
		69.26%	63.66%	64.70%	68.60%	73.62%	62.99%	65.95%	70.58%	69.76%	76.19%	69.00%	67.16%	79.60%	66.44%	67.90%	69.74%	66.23%	67.90%	64.63%	68.12%	67.95%	84.72%	80.88%	73.12%	68.70%	69.98%	61.57%	69.97%	64.99%	69.98%	74.42%	70.42%	65.49%	65.59%	68.91%	65.83%	69.34%	69.06%	66.13%	67.15%	68.02%	69.63%	67.78%	70.11%	74.33%	66.02%	69.30%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
