Выборы Президента Российской Федерации																													
																													
Наименование Избирательной комиссии:    Пряжинская																													
																													
Итоги голосования 																													
																													
		Сумма	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439					
1	"Число избирателей, внесенных в список"	14045	1931	1131	218	2442	319	141	120	844	755	239	417	2386	299	233	403	221	228	973	73	262	242	168					
2	Число полученных избирательных бюллетеней	13913	1900	1100	200	2450	300	145	122	800	760	250	400	2350	300	250	400	220	230	1000	75	270	230	161					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7190	1077	617	159	1067	131	66	66	316	430	125	249	1173	175	146	222	103	140	505	42	146	148	87					
5	"Число избирательных бюллетеней, выданных вне помещения"	751	58	61	0	97	34	5	6	112	17	0	22	97	11	6	7	26	13	100	9	17	27	26					
6	Число погашенных избирательных бюллетеней	5972	765	422	41	1286	135	74	50	372	313	125	129	1080	114	98	171	91	77	395	24	107	55	48					
7	Число избирательных бюллетеней в переносных ящиках	751	58	61	0	97	34	5	6	112	17	0	22	97	11	6	7	26	13	100	9	17	27	26					
8	Число бюллетеней в стационарных ящиках для голосования	7189	1077	616	159	1067	131	66	66	316	430	125	249	1173	175	146	222	103	140	505	42	146	148	87					
9	Число недействительных избирательных бюллетеней	93	9	5	0	16	5	0	0	8	10	2	1	9	3	1	1	2	2	7	0	2	5	5					
10	Число действительных избирательных бюллетеней	7847	1126	672	159	1148	160	71	72	420	437	123	270	1261	183	151	228	127	151	598	51	161	170	108					
11	Число полученных открепительных  удостоверений	375	40	40	10	40	10	5	5	20	20	10	20	40	20	10	10	10	10	20	5	10	10	10					
12	Число выданных открепительных удостоверений	130	31	9	7	24	0	2	0	17	9	2	4	10	0	0	4	1	2	5	0	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	121	20	2	2	13	3	1	1	13	3	1	7	28	3	1	3	2	4	9	1	0	0	4					
14	Число неиспользованных открепительных удостоверений	245	9	31	3	16	10	3	5	3	11	8	16	30	20	10	6	9	8	15	5	10	7	10					
15	"Число открепительных удостоверений, выданных в ТИК"	4	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																													
18	. Глазьев Сергей Юрьевич	139	17	15	2	25	6	1	1	1	6	7	6	20	3	2	6	1	0	9	0	5	4	2					
		1.75%	1.50%	2.22%	1.26%	2.15%	3.64%	1.41%	1.39%	0.23%	1.34%	5.60%	2.21%	1.57%	1.61%	1.32%	2.62%	0.78%	0.00%	1.49%	0.00%	3.07%	2.29%	1.77%					
19	. Малышкин Олег Александрович	180	19	13	3	22	5	0	1	7	10	4	7	55	6	3	5	2	4	9	0	2	3	0					
		2.27%	1.67%	1.92%	1.89%	1.89%	3.03%	0.00%	1.39%	1.64%	2.24%	3.20%	2.58%	4.33%	3.23%	1.97%	2.18%	1.55%	2.61%	1.49%	0.00%	1.23%	1.71%	0.00%					
20	. Миронов Сергей Михайлович	71	9	10	0	7	1	1	2	7	1	0	2	13	1	2	0	1	0	9	2	1	2	0					
		0.89%	0.79%	1.48%	0.00%	0.60%	0.61%	1.41%	2.78%	1.64%	0.22%	0.00%	0.74%	1.02%	0.54%	1.32%	0.00%	0.78%	0.00%	1.49%	3.92%	0.61%	1.14%	0.00%					
21	. Путин Владимир Владимирович	6140	857	481	125	947	125	62	64	362	299	85	219	964	133	112	192	112	131	457	41	140	138	94					
		77.33%	75.51%	71.05%	78.62%	81.36%	75.76%	87.32%	88.89%	84.58%	66.89%	68.00%	80.81%	75.91%	71.51%	73.68%	83.84%	86.82%	85.62%	75.54%	80.39%	85.89%	78.86%	83.19%					
22	. Хакамада Ирина Муцуовна	332	64	47	10	41	2	5	0	15	25	1	15	49	4	5	8	2	4	23	5	1	5	1					
		4.18%	5.64%	6.94%	6.29%	3.52%	1.21%	7.04%	0.00%	3.50%	5.59%	0.80%	5.54%	3.86%	2.15%	3.29%	3.49%	1.55%	2.61%	3.80%	9.80%	0.61%	2.86%	0.88%					
23	. Харитонов Николай Михайлович	816	126	89	10	88	13	1	4	24	80	22	18	132	33	25	14	8	9	83	3	11	13	10					
		10.28%	11.10%	13.15%	6.29%	7.56%	7.88%	1.41%	5.56%	5.61%	17.90%	17.60%	6.64%	10.39%	17.74%	16.45%	6.11%	6.20%	5.88%	13.72%	5.88%	6.75%	7.43%	8.85%					
																													
24	Против всех	169	34	17	9	18	8	1	0	4	16	4	3	28	3	2	3	1	3	8	0	1	5	1					
		2.13%	3.00%	2.51%	5.66%	1.55%	4.85%	1.41%	0.00%	0.93%	3.58%	3.20%	1.11%	2.20%	1.61%	1.32%	1.31%	0.78%	1.96%	1.32%	0.00%	0.61%	2.86%	0.88%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
