7	Число избирательных бюллетеней в переносных ящиках для голосования	2738	52	51	42	42	9	30	65	36	26	13	44	43	56	24	15	33	37	26	40	56	102	30	49	33	58	24	30	44	32	20	25	48	57	23	39	49	26	34	32	35	33	31	8	22	39	23	11	40	42	30	17	38	29	16	34	25	19	36	29	32	50	137	26	76	274	62	29	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	61159	901	1050	952	525	123	827	921	520	660	803	255	1264	1076	1041	668	474	1040	816	966	1201	1357	847	780	735	563	1000	974	1158	1223	1309	1220	1162	1230	1228	1202	948	745	713	884	1302	1120	1382	972	578	934	1101	795	1217	1065	1025	854	1288	1164	619	822	1378	1084	1277	1078	800	1402	715	1118	145	90	20	150	143	160									
9	Число недействительных избирательных бюллетеней	897	17	9	11	8	2	24	12	8	8	16	4	16	19	18	14	3	15	19	13	19	10	13	12	16	12	22	17	23	13	17	15	15	14	6	16	8	8	11	16	18	34	24	8	11	11	15	8	22	19	9	18	18	15	8	8	15	8	18	18	13	11	16	17	4	5	0	6	1	0									
10	Число действительных избирательных бюллетеней	63000	936	1092	983	559	130	833	974	548	678	800	295	1291	1113	1047	669	504	1062	823	993	1238	1449	864	817	752	609	1002	987	1179	1242	1312	1230	1195	1273	1245	1225	989	763	736	900	1319	1119	1389	972	589	962	1109	798	1235	1088	1046	853	1308	1178	627	848	1388	1095	1295	1089	819	1441	836	1127	217	359	82	173	142	160									
11	Число полученных открепительных  удостоверений	1930	30	35	30	20	10	30	30	20	20	30	15	30	30	40	40	20	30	40	30	30	40	30	30	30	20	30	30	30	30	30	40	30	40	30	40	30	30	30	35	30	30	40	40	20	30	30	20	30	40	30	30	40	30	20	30	50	40	30	30	30	35	30	30	0	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1149	16	28	22	6	2	22	19	13	9	19	4	20	17	28	28	10	26	32	17	22	16	17	9	18	8	15	6	17	24	29	18	24	19	17	19	20	7	7	22	20	14	25	36	8	20	25	15	25	36	18	21	21	15	3	15	28	18	23	22	12	27	6	24	0	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	712	4	17	12	3	4	16	26	10	7	17	11	17	11	11	8	13	11	8	10	15	10	5	7	16	3	9	10	13	13	13	12	15	17	6	10	8	19	6	8	15	6	7	12	10	10	5	5	12	17	4	9	6	12	9	7	14	9	7	13	7	6	12	13	24	8	2	11	2	7									
14	Число неиспользованных открепительных удостоверений	781	14	7	8	14	8	8	11	7	11	11	11	10	13	12	12	10	4	8	13	8	24	13	21	12	12	15	24	13	6	1	22	6	21	13	21	10	23	23	13	10	16	15	4	12	10	5	5	5	4	12	9	19	15	17	15	22	22	7	8	18	8	24	6	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	46	2	1	2	0	0	2	0	0	1	1	0	0	2	2	1	0	2	0	1	1	0	2	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	2	1	0	0	1	0	2	0	1	1	1	1	0	0	1	0	2	1	0	2	3	0	2	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																
19	Жириновский Владимир Вольфович	2804	43	51	42	29	4	30	50	27	34	34	12	49	47	43	41	17	58	30	39	52	57	31	49	42	25	27	47	56	48	56	53	56	61	61	58	41	33	39	56	59	49	60	42	26	43	31	26	39	47	51	41	52	56	30	42	86	32	51	34	42	76	42	66	9	26	2	4	5	7									
		4.39%	4.51%	4.63%	4.23%	5.11%	3.03%	3.50%	5.07%	4.86%	4.96%	4.17%	4.01%	3.75%	4.15%	4.04%	6.00%	3.35%	5.39%	3.56%	3.88%	4.14%	3.91%	3.53%	5.91%	5.47%	4.03%	2.64%	4.68%	4.66%	3.82%	4.21%	4.26%	4.63%	4.74%	4.88%	4.67%	4.11%	4.28%	5.22%	6.11%	4.41%	4.25%	4.25%	4.29%	4.33%	4.42%	2.76%	3.23%	3.10%	4.25%	4.83%	4.71%	3.92%	4.69%	4.72%	4.91%	6.13%	2.90%	3.88%	3.07%	5.05%	5.23%	4.93%	5.77%	4.07%	7.14%	2.44%	2.23%	3.50%	4.38%									
20	Зюганов Геннадий Андреевич	7475	113	118	128	76	14	121	119	67	88	114	36	171	135	127	70	78	109	113	113	150	164	87	87	75	63	117	90	134	170	153	145	135	138	161	159	100	100	89	96	156	153	146	122	62	116	123	101	140	120	122	93	140	141	83	105	175	147	174	158	87	163	97	136	23	26	8	14	8	13									
		11.70%	11.86%	10.72%	12.88%	13.40%	10.61%	14.12%	12.07%	12.05%	12.83%	13.97%	12.04%	13.08%	11.93%	11.92%	10.25%	15.38%	10.12%	13.42%	11.23%	11.93%	11.24%	9.92%	10.49%	9.77%	10.14%	11.43%	8.96%	11.15%	13.55%	11.51%	11.65%	11.16%	10.72%	12.87%	12.81%	10.03%	12.97%	11.91%	10.48%	11.67%	13.27%	10.33%	12.45%	10.33%	11.92%	10.94%	12.53%	11.14%	10.84%	11.56%	10.68%	10.56%	11.82%	13.07%	12.27%	12.47%	13.33%	13.25%	14.27%	10.46%	11.23%	11.38%	11.89%	10.41%	7.14%	9.76%	7.82%	5.59%	8.13%									
21	Миронов Сергей Михайлович	2947	51	56	58	21	3	35	39	31	43	33	12	53	55	35	32	37	65	32	36	72	69	42	38	43	30	45	41	42	56	68	37	42	63	43	52	60	34	43	29	76	47	52	57	26	46	62	39	75	65	52	34	55	59	22	42	65	60	70	46	36	60	28	48	11	13	0	15	5	5									
		4.61%	5.35%	5.09%	5.84%	3.70%	2.27%	4.08%	3.96%	5.58%	6.27%	4.04%	4.01%	4.06%	4.86%	3.29%	4.69%	7.30%	6.04%	3.80%	3.58%	5.73%	4.73%	4.79%	4.58%	5.60%	4.83%	4.39%	4.08%	3.49%	4.46%	5.12%	2.97%	3.47%	4.90%	3.44%	4.19%	6.02%	4.41%	5.76%	3.17%	5.68%	4.08%	3.68%	5.82%	4.33%	4.73%	5.52%	4.84%	5.97%	5.87%	4.93%	3.90%	4.15%	4.95%	3.46%	4.91%	4.63%	5.44%	5.33%	4.16%	4.33%	4.13%	3.29%	4.20%	4.98%	3.57%	0.00%	8.38%	3.50%	3.13%									
22	Прохоров Михаил Дмитриевич	5999	78	125	94	49	6	76	151	61	86	90	22	113	90	95	54	73	112	114	124	206	122	89	80	59	38	106	92	85	121	167	121	119	129	99	114	77	78	50	65	101	94	101	107	56	81	125	93	101	82	67	88	103	85	70	92	127	107	127	133	49	131	48	108	21	31	9	16	6	10									
		9.39%	8.18%	11.35%	9.46%	8.64%	4.55%	8.87%	15.31%	10.97%	12.54%	11.03%	7.36%	8.65%	7.95%	8.92%	7.91%	14.40%	10.40%	13.54%	12.33%	16.39%	8.36%	10.15%	9.65%	7.68%	6.12%	10.35%	9.16%	7.07%	9.64%	12.57%	9.72%	9.83%	10.02%	7.91%	9.19%	7.72%	10.12%	6.69%	7.10%	7.55%	8.15%	7.15%	10.92%	9.33%	8.32%	11.12%	11.54%	8.04%	7.41%	6.35%	10.10%	7.77%	7.12%	11.02%	10.75%	9.05%	9.70%	9.67%	12.01%	5.89%	9.02%	5.63%	9.44%	9.50%	8.52%	10.98%	8.94%	4.20%	6.25%									
23	Путин Владимир Владимирович	43775	651	742	661	384	103	571	615	362	427	529	213	905	786	747	472	299	718	534	681	758	1037	615	563	533	453	707	717	862	847	868	874	843	882	881	842	711	518	515	654	927	776	1030	644	419	676	768	539	880	774	754	597	958	837	422	567	935	749	873	718	605	1011	621	769	153	263	63	124	118	125									
		68.51%	68.31%	67.39%	66.50%	67.72%	78.03%	66.63%	62.37%	65.11%	62.24%	64.83%	71.24%	69.24%	69.43%	70.14%	69.11%	58.97%	66.67%	63.42%	67.69%	60.30%	71.08%	70.13%	67.91%	69.40%	72.95%	69.04%	71.41%	71.71%	67.49%	65.31%	70.20%	69.67%	68.53%	70.42%	67.85%	71.31%	67.19%	68.94%	71.40%	69.33%	67.30%	72.89%	65.71%	69.83%	69.48%	68.33%	66.87%	70.01%	69.92%	71.47%	68.54%	72.25%	70.16%	66.46%	66.24%	66.64%	67.91%	66.49%	64.86%	72.72%	69.63%	72.89%	67.22%	69.23%	72.25%	76.83%	69.27%	82.52%	78.13%									
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
