		8.85%	7.69%	4.35%	7.50%	11.76%	6.38%	11.11%	8.44%	13.19%	12.41%	22.03%	9.62%	6.13%	13.56%	4.35%	4.57%	9.92%	8.70%	9.09%	9.09%	7.94%	5.15%	8.47%	5.97%	12.09%	11.11%	7.22%	6.94%	14.17%	5.13%	8.75%	22.67%									
16	Путин Владимир Владимирович	4539	312	33	27	216	39	40	194	66	173	40	39	171	93	43	197	100	41	149	18	124	83	361	897	229	131	217	64	143	33	213	53									
		74.52%	80.00%	71.74%	67.50%	70.59%	82.98%	74.07%	81.86%	72.53%	61.35%	67.80%	75.00%	80.66%	78.81%	93.48%	89.95%	76.34%	89.13%	75.25%	81.82%	65.61%	85.57%	76.48%	72.40%	74.84%	76.61%	74.57%	88.89%	57.89%	84.62%	71.72%	70.67%									
17	Собчак Ксения Анатольевна	48	5	0	0	0	0	0	1	0	2	0	1	3	1	0	1	1	0	1	1	1	2	3	10	3	2	8	0	2	0	0	0									
		0.79%	1.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.71%	0.00%	1.92%	1.42%	0.85%	0.00%	0.46%	0.76%	0.00%	0.51%	4.55%	0.53%	2.06%	0.64%	0.81%	0.98%	1.17%	2.75%	0.00%	0.81%	0.00%	0.00%	0.00%									
18	Сурайкин Максим Александрович	24	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	1	0	0	0	2	10	3	0	2	0	1	0	0	0									
		0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	1.92%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.42%	0.81%	0.98%	0.00%	0.69%	0.00%	0.40%	0.00%	0.00%	0.00%									
19	Титов Борис Юрьевич	14	0	0	1	3	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	2	0	0	0	1	1	0	0									
		0.23%	0.00%	0.00%	2.50%	0.98%	0.00%	0.00%	0.42%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.16%	0.65%	0.00%	0.00%	0.00%	0.40%	2.56%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	14	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	1	0	0	0									
		0.23%	0.26%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.33%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
