Выборы Президента Российской Федерации																												
																												
Наименование Избирательной комиссии:    Малоархангельская																												
																												
Итоги голосования 																												
																												
		Сумма	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471					
1	"Число избирателей, внесенных в список"	10093	813	584	365	363	386	328	275	322	311	282	322	329	177	276	331	204	607	802	1309	877	830					
2	Число полученных избирательных бюллетеней	10192	829	592	377	378	395	346	275	315	313	284	325	334	181	277	333	202	603	808	1319	863	843					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7256	731	536	283	310	293	205	159	175	141	176	245	298	95	231	114	91	372	512	1059	599	631					
5	"Число избирательных бюллетеней, выданных вне помещения"	2393	66	47	76	52	90	121	116	140	169	104	75	29	79	45	214	111	223	242	107	165	122					
6	Число погашенных избирательных бюллетеней	543	32	9	18	16	12	20	0	0	3	4	5	7	7	1	5	0	8	54	153	99	90					
7	Число избирательных бюллетеней в переносных ящиках	2393	66	47	76	52	90	121	116	140	169	104	75	29	79	45	214	111	223	242	107	165	122					
8	Число бюллетеней в стационарных ящиках для голосования	7256	731	536	283	310	293	205	159	175	141	176	245	298	95	231	114	91	372	512	1059	599	631					
9	Число недействительных избирательных бюллетеней	54	0	2	0	0	2	1	0	1	2	0	0	2	0	1	4	0	16	3	14	2	4					
10	Число действительных избирательных бюллетеней	9595	797	581	359	362	381	325	275	314	308	280	320	325	174	275	324	202	579	751	1152	762	749					
11	Число полученных открепительных  удостоверений	122	2	2	2	2	17	9	6	3	1	2	3	1	1	3	1	1	6	2	23	20	15					
12	Число выданных открепительных удостоверений	80	1	0	1	0	15	6	4	3	0	0	2	0	0	1	0	1	2	0	17	16	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	48	4	2	1	2	1	1	3	2	2	0	1	0	0	1	0	4	3	3	10	8	0					
14	Число неиспользованных открепительных удостоверений	42	1	2	1	2	2	3	2	0	1	2	1	1	1	2	1	0	4	2	6	4	4					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																												
18	. Глазьев Сергей Юрьевич	251	32	3	4	10	9	7	6	7	7	5	14	6	2	4	2	3	3	29	44	30	24					
		2.60%	4.02%	0.51%	1.11%	2.76%	2.35%	2.15%	2.18%	2.22%	2.26%	1.79%	4.38%	1.83%	1.15%	1.45%	0.61%	1.49%	0.50%	3.85%	3.77%	3.93%	3.19%					
19	. Малышкин Олег Александрович	270	24	5	13	15	11	2	5	1	32	5	4	8	3	7	3	1	20	41	33	19	18					
		2.80%	3.01%	0.86%	3.62%	4.14%	2.87%	0.61%	1.82%	0.32%	10.32%	1.79%	1.25%	2.45%	1.72%	2.54%	0.91%	0.50%	3.36%	5.44%	2.83%	2.49%	2.39%					
20	. Миронов Сергей Михайлович	62	5	2	1	2	2	2	5	0	3	1	3	0	0	1	2	2	6	4	9	6	6					
		0.64%	0.63%	0.34%	0.28%	0.55%	0.52%	0.61%	1.82%	0.00%	0.97%	0.36%	0.94%	0.00%	0.00%	0.36%	0.61%	0.99%	1.01%	0.53%	0.77%	0.79%	0.80%					
21	. Путин Владимир Владимирович	6754	613	505	258	290	187	247	214	196	194	249	255	277	146	161	243	156	408	506	706	483	460					
		70.00%	76.91%	86.62%	71.87%	80.11%	48.83%	75.77%	77.82%	62.22%	62.58%	88.93%	79.69%	84.71%	83.91%	58.33%	74.09%	77.23%	68.57%	67.11%	60.55%	63.22%	61.09%					
22	. Хакамада Ирина Муцуовна	161	9	2	13	4	9	5	1	2	1	4	3	0	2	3	4	1	5	24	39	18	12					
		1.67%	1.13%	0.34%	3.62%	1.10%	2.35%	1.53%	0.36%	0.63%	0.32%	1.43%	0.94%	0.00%	1.15%	1.09%	1.22%	0.50%	0.84%	3.18%	3.34%	2.36%	1.59%					
23	. Харитонов Николай Михайлович	1828	95	60	62	37	161	59	42	106	66	16	38	34	18	90	64	39	118	125	259	153	186					
		18.94%	11.92%	10.29%	17.27%	10.22%	42.04%	18.10%	15.27%	33.65%	21.29%	5.71%	11.88%	10.40%	10.34%	32.61%	19.51%	19.31%	19.83%	16.58%	22.21%	20.03%	24.70%					
																												
24	Против всех	269	19	4	8	4	2	3	2	2	5	0	3	0	3	9	6	0	19	22	62	53	43					
		2.79%	2.38%	0.69%	2.23%	1.10%	0.52%	0.92%	0.73%	0.63%	1.61%	0.00%	0.94%	0.00%	1.72%	3.26%	1.83%	0.00%	3.19%	2.92%	5.32%	6.94%	5.71%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
