7	Число избирательных бюллетеней в переносных ящиках для голосования	2865	38	82	48	21	36	41	20	12	27	15	13	7	40	97	93	46	8	37	29	36	28	19	37	58	37	17	13	31	6	10	15	51	28	23	27	31	30	14	26	14	24	31	9	36	0	1	17	75	20	39	23	14	76	24	1	3	64	24	6	17	5	22	38	6	113	49	51	53	42	54	251	354	22	14	26					
8	Число бюллетеней в стационарных ящиках для голосования	87710	712	1802	359	595	1270	2337	1443	840	1856	1603	2185	1679	1619	1810	1937	1302	1968	820	2069	1880	1516	1390	1522	2413	1281	1377	576	1399	568	983	951	1165	1696	770	1879	1654	1754	662	1732	1065	1230	1215	174	386	600	249	221	475	1231	2122	701	195	1000	1428	1029	1167	1533	1853	381	1346	703	638	1287	660	1163	816	1220	1288	1828	264	628	214	648	304	1074					
9	Число недействительных избирательных бюллетеней	1610	10	35	6	13	27	35	25	12	29	18	33	22	29	30	19	13	13	11	40	25	26	20	38	29	32	23	14	36	19	31	10	33	40	27	23	25	24	14	11	37	27	21	9	6	17	3	3	5	28	24	21	9	16	31	32	31	22	20	8	20	11	18	49	33	29	13	23	20	34	2	24	13	7	7	17					
10	Число действительных избирательных бюллетеней	88965	740	1849	401	603	1279	2343	1438	840	1854	1600	2165	1664	1630	1877	2011	1335	1963	846	2058	1891	1518	1389	1521	2442	1286	1371	575	1394	555	962	956	1183	1684	766	1883	1660	1760	662	1747	1042	1227	1225	174	416	583	247	235	545	1223	2137	703	200	1060	1421	998	1139	1575	1857	379	1343	697	642	1276	633	1247	852	1248	1321	1836	316	855	555	663	311	1083					
11	Число полученных открепительных  удостоверений	3334	40	40	40	40	50	40	40	40	55	40	40	40	40	40	40	40	60	40	50	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	49	40	40	40	40	40	75	75	10	40	0	0	40	40	55	40	40	15	40	89	111	60	80	70	20	50	40	40	40	40	150	40	40	40	40	40	40	40	40	40	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1922	18	27	13	15	42	25	25	18	48	13	30	31	26	19	29	25	48	22	40	26	21	25	35	33	25	27	10	27	12	26	19	34	20	20	43	29	30	11	34	27	48	38	6	9	0	0	1	22	47	30	18	4	22	64	48	54	44	48	11	43	25	16	23	19	44	34	26	17	19	3	17	3	22	11	38					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2080	18	44	19	19	16	14	18	50	33	18	38	24	6	17	16	11	21	32	12	17	24	14	32	13	15	15	72	26	18	18	13	23	23	17	16	33	9	9	17	5	40	12	22	24	59	77	7	29	19	16	22	2	18	30	42	34	21	34	16	35	23	10	98	42	111	43	78	20	21	11	38	104	24	14	29					
14	Число неиспользованных открепительных удостоверений	1412	22	13	27	25	8	15	15	22	7	27	10	9	14	21	11	15	12	18	10	14	19	15	5	7	15	13	30	13	28	14	21	6	20	20	6	11	10	29	6	13	27	37	4	31	0	0	39	18	8	10	22	11	18	25	63	6	36	22	9	7	15	24	17	21	106	6	14	23	21	37	23	37	18	29	12					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	45	2	1	0	0	0	1	1	0	1	2	0	0	0	2	0	2	2	2	0	0	1	0	0	0	0	1	0	1	0	2	0	1	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	1	2	0	2	1	1	0	0	0	0	1	0	0	1	2	0	0	1	0	3	0	0	0	0	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																		
18	Богданов Андрей Владимирович	1704	15	34	5	11	41	43	19	13	27	25	24	45	30	33	39	19	20	25	30	32	22	25	39	34	35	21	12	40	19	30	28	27	26	21	20	24	20	18	21	36	29	27	3	10	18	4	4	7	22	35	18	2	22	28	26	44	22	32	8	22	17	9	36	15	27	19	16	12	22	8	17	19	25	11	20					
		1.88%	2.00%	1.80%	1.23%	1.79%	3.14%	1.81%	1.30%	1.53%	1.43%	1.55%	1.09%	2.67%	1.81%	1.73%	1.92%	1.41%	1.01%	2.92%	1.43%	1.67%	1.42%	1.77%	2.50%	1.38%	2.66%	1.51%	2.04%	2.80%	3.31%	3.02%	2.90%	2.22%	1.51%	2.65%	1.05%	1.42%	1.12%	2.66%	1.19%	3.34%	2.31%	2.17%	1.64%	2.37%	3.00%	1.60%	1.68%	1.27%	1.76%	1.62%	2.49%	0.96%	2.04%	1.93%	2.52%	3.76%	1.38%	1.70%	2.07%	1.61%	2.40%	1.36%	2.72%	2.25%	2.12%	2.20%	1.26%	0.89%	1.18%	2.52%	1.93%	3.35%	3.73%	3.46%	1.82%					
19	Жириновский Владимир Вольфович	7609	75	136	41	81	121	168	80	90	107	111	156	97	80	100	127	60	131	68	114	121	110	80	132	107	111	74	70	137	48	87	86	135	149	73	103	100	103	61	127	108	159	112	20	60	76	34	34	39	165	150	61	24	111	248	130	147	253	159	35	83	70	94	121	77	193	105	114	91	89	46	81	29	81	34	219					
		8.40%	10.00%	7.22%	10.07%	13.15%	9.26%	7.06%	5.47%	10.56%	5.68%	6.86%	7.10%	5.75%	4.82%	5.24%	6.26%	4.45%	6.63%	7.93%	5.43%	6.32%	7.12%	5.68%	8.47%	4.33%	8.42%	5.31%	11.88%	9.58%	8.36%	8.76%	8.90%	11.10%	8.64%	9.21%	5.40%	5.93%	5.77%	9.02%	7.22%	10.01%	12.68%	8.99%	10.93%	14.22%	12.67%	13.60%	14.29%	7.09%	13.19%	6.94%	8.43%	11.48%	10.32%	17.08%	12.62%	12.56%	15.84%	8.47%	9.04%	6.09%	9.89%	14.24%	9.13%	11.56%	15.13%	12.14%	8.97%	6.79%	4.76%	14.47%	9.22%	5.11%	12.09%	10.69%	19.91%					
20	Зюганов Геннадий Андреевич	15723	154	320	81	106	301	356	204	189	232	251	285	188	285	254	251	151	188	189	342	280	241	183	392	335	361	187	123	350	129	229	237	267	259	177	235	224	212	186	238	222	308	359	42	106	108	35	37	125	235	329	161	44	279	213	218	235	282	344	89	243	159	128	326	142	249	121	254	148	261	57	127	134	149	45	237					
		17.36%	20.53%	16.99%	19.90%	17.21%	23.05%	14.97%	13.94%	22.18%	12.32%	15.51%	12.97%	11.15%	17.18%	13.32%	12.36%	11.20%	9.51%	22.05%	16.30%	14.61%	15.61%	12.99%	25.14%	13.56%	27.39%	13.41%	20.88%	24.48%	22.47%	23.06%	24.53%	21.96%	15.02%	22.32%	12.33%	13.29%	11.88%	27.51%	13.54%	20.57%	24.56%	28.81%	22.95%	25.12%	18.00%	14.00%	15.55%	22.73%	18.78%	15.22%	22.24%	21.05%	25.93%	14.67%	21.17%	20.09%	17.66%	18.33%	22.99%	17.83%	22.46%	19.39%	24.60%	21.32%	19.51%	13.99%	19.98%	11.04%	13.96%	17.92%	14.45%	23.59%	22.24%	14.15%	21.55%					
21	Медведев Дмитрий Анатольевич	63929	496	1359	274	405	816	1776	1135	548	1488	1213	1700	1334	1235	1490	1594	1105	1624	564	1572	1458	1145	1101	958	1966	779	1089	370	867	359	616	605	754	1250	495	1525	1312	1425	397	1361	676	731	727	109	240	381	174	160	374	801	1623	463	130	648	932	624	713	1018	1322	247	995	451	411	793	399	778	607	864	1070	1464	205	630	373	408	221	607					
		70.58%	66.13%	72.13%	67.32%	65.75%	62.48%	74.68%	77.58%	64.32%	79.02%	74.97%	77.34%	79.12%	74.44%	78.13%	78.52%	81.97%	82.19%	65.81%	74.93%	76.10%	74.16%	78.14%	61.45%	79.56%	59.10%	78.12%	62.82%	60.63%	62.54%	62.03%	62.63%	62.01%	72.51%	62.42%	80.01%	77.86%	79.88%	58.73%	77.42%	62.65%	58.29%	58.35%	59.56%	56.87%	63.50%	69.60%	67.23%	68.00%	64.03%	75.10%	63.95%	62.20%	60.22%	64.19%	60.58%	60.94%	63.74%	70.43%	63.82%	73.00%	63.70%	62.27%	59.85%	59.91%	60.97%	70.17%	67.98%	79.79%	78.29%	64.47%	71.67%	65.67%	60.90%	69.50%	55.18%					
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
