7	Число избирательных бюллетеней в переносных ящиках для голосования	6313	258	163	178	114	68	71	157	235	105	175	27	191	327	143	150	79	13	0	19	288	253	256	100	177	95	362	101	241	13	72	259	29	142	47	69	50	50	64	52	89	89	199	74	247	157	64	201					
8	Число бюллетеней в стационарных ящиках для голосования	50142	1371	2026	2038	1285	1635	1263	1310	1476	1507	1470	1675	1439	1308	1016	916	1417	314	360	460	1024	1484	498	639	1888	1507	1508	1086	578	104	381	1642	791	1132	1195	722	245	722	803	304	437	1574	331	1194	746	1713	338	1270					
9	Число недействительных избирательных бюллетеней	432	2	26	20	12	24	20	25	22	12	18	28	19	28	12	0	13	2	5	8	0	0	4	1	20	0	8	4	6	0	3	2	2	7	5	0	0	0	0	2	4	17	4	22	0	16	3	6					
10	Число действительных избирательных бюллетеней	56023	1627	2163	2196	1387	1679	1314	1442	1689	1600	1627	1674	1611	1607	1147	1066	1483	325	355	471	1312	1737	750	738	2045	1602	1862	1183	813	117	450	1899	818	1267	1237	791	295	772	867	354	522	1646	526	1246	993	1854	399	1465					
11	Число полученных открепительных  удостоверений	782	10	20	12	19	13	13	13	12	11	15	194	5	15	10	3	10	5	0	5	13	20	10	10	50	25	25	20	12	3	1	30	10	16	15	10	10	15	10	5	5	20	10	10	10	24	3	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	687	8	14	10	12	10	8	13	10	6	11	193	5	11	10	3	10	5	0	5	13	20	9	7	47	15	18	11	7	3	1	30	10	14	12	10	10	14	10	3	2	20	10	10	10	24	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	455	10	14	14	12	18	24	38	27	6	6	35	11	15	15	7	13	3	5	0	5	7	4	3	9	5	6	5	3	5	3	14	1	7	4	4	1	2	0	3	0	8	4	10	5	16	1	47					
14	Число неиспользованных открепительных удостоверений	95	2	6	2	7	3	5	0	2	5	4	1	0	4	0	0	0	0	0	0	0	0	1	3	3	10	7	9	5	0	0	0	0	2	3	0	0	1	0	2	3	0	0	0	0	0	3	2					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	65	4	2	3	2	4	2	1	2	4	3	21	0	1	0	1	1	0	0	0	1	2	4	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																						
18	Богданов Андрей Владимирович	400	3	27	28	8	25	11	10	6	13	24	29	10	18	6	0	6	2	1	7	12	13	6	0	12	2	6	8	16	0	4	3	3	3	9	9	3	3	0	2	4	17	4	9	2	6	3	7					
		0.71%	0.18%	1.23%	1.26%	0.57%	1.47%	0.82%	0.68%	0.35%	0.81%	1.46%	1.70%	0.61%	1.10%	0.52%	0.00%	0.40%	0.61%	0.28%	1.46%	0.91%	0.75%	0.80%	0.00%	0.58%	0.12%	0.32%	0.67%	1.95%	0.00%	0.88%	0.16%	0.37%	0.24%	0.72%	1.14%	1.02%	0.39%	0.00%	0.56%	0.76%	1.02%	0.75%	0.71%	0.20%	0.32%	0.75%	0.48%					
19	Жириновский Владимир Вольфович	3125	77	40	57	51	113	129	53	25	107	108	173	157	128	70	10	18	20	46	69	59	137	58	73	87	47	20	85	105	8	16	20	21	74	79	32	7	46	72	21	77	141	37	145	9	93	47	58					
		5.54%	4.73%	1.83%	2.57%	3.65%	6.64%	9.67%	3.61%	1.46%	6.64%	6.57%	10.16%	9.63%	7.83%	6.04%	0.94%	1.20%	6.12%	12.78%	14.41%	4.50%	7.89%	7.69%	9.88%	4.21%	2.93%	1.07%	7.16%	12.82%	6.84%	3.53%	1.05%	2.56%	5.81%	6.36%	4.05%	2.37%	5.96%	8.30%	5.90%	14.64%	8.48%	6.98%	11.44%	0.91%	4.97%	11.69%	3.94%					
20	Зюганов Геннадий Андреевич	10385	308	388	309	284	233	324	310	397	278	245	178	434	229	200	278	407	94	48	87	297	301	98	132	455	303	435	200	135	28	56	522	123	110	217	117	27	78	129	44	105	328	50	203	242	244	92	283					
		18.40%	18.91%	17.72%	13.94%	20.30%	13.68%	24.29%	21.13%	23.20%	17.25%	14.89%	10.46%	26.63%	14.01%	17.26%	26.08%	27.21%	28.75%	13.33%	18.16%	22.64%	17.33%	12.99%	17.86%	22.03%	18.91%	23.26%	16.85%	16.48%	23.93%	12.36%	27.46%	15.00%	8.63%	17.47%	14.79%	9.15%	10.10%	14.88%	12.36%	19.96%	19.72%	9.43%	16.01%	24.37%	13.05%	22.89%	19.24%					
21	Медведев Дмитрий Анатольевич	42113	1239	1708	1802	1044	1308	850	1069	1261	1202	1250	1294	1010	1232	871	778	1052	209	260	308	944	1286	588	533	1491	1250	1401	890	557	81	374	1354	671	1080	932	633	258	645	666	287	336	1160	435	889	740	1511	257	1117					
		74.60%	76.06%	78.03%	81.32%	74.62%	76.81%	63.72%	72.87%	73.70%	74.57%	75.99%	76.03%	61.96%	75.35%	75.15%	72.98%	70.32%	63.91%	72.22%	64.30%	71.95%	74.04%	77.98%	72.12%	72.20%	78.03%	74.92%	74.98%	68.01%	69.23%	82.56%	71.23%	81.83%	84.77%	75.04%	80.03%	87.46%	83.55%	76.82%	80.62%	63.88%	69.75%	82.08%	70.11%	74.52%	80.80%	63.93%	75.93%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
