Выборы Президента Российской Федерации																																									
Дата голосования: 18.03.2018																																									
																																									
Наименование Избирательной комиссии:    Биробиджанская																																									
																																									
Сводная таблица итогов голосования																																									
																																									
	Число участковых избирательных комиссий	30																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	30																																							
																																									
		Сумма	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №151	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168									
1	"Число избирателей, включенных в список избирателей"	9284	268	373	1208	928	247	224	208	219	94	100	386	502	203	307	489	264	98	198	197	420	323	131	206	364	236	200	231	255	207	198									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9339	271	374	1010	850	231	243	239	236	96	107	426	559	199	337	514	289	105	185	200	440	330	147	223	335	254	236	229	238	213	223									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5744	158	218	721	491	157	136	88	144	85	64	266	314	125	177	317	189	57	112	118	255	191	97	129	285	165	118	146	171	117	133									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	379	12	11	22	17	20	6	4	16	3	3	17	27	3	16	35	10	8	7	11	13	64	9	7	0	6	2	2	9	7	12									
6	Число погашенных избирательных бюллетеней	3207	101	145	267	342	54	101	147	76	8	40	143	218	71	144	162	90	40	66	71	172	75	41	78	50	83	116	81	58	89	78									
7	Число избирательных бюллетеней в переносных ящиках для голосования	388	12	11	22	17	20	6	4	16	3	3	17	27	3	16	35	10	8	7	11	13	64	9	16	0	6	2	2	9	7	12									
8	Число бюллетеней в стационарных ящиках для голосования	5743	158	218	721	491	157	136	88	144	85	64	266	314	125	177	317	189	57	112	118	255	190	97	129	285	165	118	146	171	117	133									
9	Число недействительных избирательных бюллетеней	114	1	3	16	8	2	4	6	1	4	2	9	2	3	3	5	5	2	3	0	6	5	0	2	1	4	5	2	3	6	1									
10	Число действительных избирательных бюллетеней	6017	169	226	727	500	175	138	86	159	84	65	274	339	125	190	347	194	63	116	129	262	249	106	143	284	167	115	146	177	118	144									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
13	Бабурин Сергей Николаевич	27	0	2	2	6	0	0	0	0	0	0	0	0	1	2	5	0	0	0	0	2	1	0	0	0	2	1	0	1	1	1									
		0.44%	0.00%	0.87%	0.27%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	1.04%	1.42%	0.00%	0.00%	0.00%	0.00%	0.75%	0.39%	0.00%	0.00%	0.00%	1.17%	0.83%	0.00%	0.56%	0.81%	0.69%									
14	Грудинин Павел Николаевич	860	31	47	143	107	38	30	16	15	8	2	37	31	12	13	19	18	3	15	9	39	29	6	11	42	32	18	17	30	28	14									
		14.03%	18.24%	20.52%	19.25%	21.06%	21.47%	21.13%	17.39%	9.38%	9.09%	2.99%	13.07%	9.09%	9.38%	6.74%	5.40%	9.05%	4.62%	12.61%	6.98%	14.55%	11.42%	5.66%	7.59%	14.74%	18.71%	15.00%	11.49%	16.67%	22.58%	9.66%									
15	Жириновский Владимир Вольфович	512	16	10	74	57	14	10	9	11	12	1	21	27	16	18	19	13	8	6	5	19	11	1	10	40	19	9	10	20	20	6									
		8.35%	9.41%	4.37%	9.96%	11.22%	7.91%	7.04%	9.78%	6.88%	13.64%	1.49%	7.42%	7.92%	12.50%	9.33%	5.40%	6.53%	12.31%	5.04%	3.88%	7.09%	4.33%	0.94%	6.90%	14.04%	11.11%	7.50%	6.76%	11.11%	16.13%	4.14%									
16	Путин Владимир Владимирович	4510	116	161	497	320	118	95	61	130	64	59	213	277	95	154	297	161	51	95	114	200	206	98	121	189	109	82	114	123	68	122									
		73.56%	68.24%	70.31%	66.89%	62.99%	66.67%	66.90%	66.30%	81.25%	72.73%	88.06%	75.27%	81.23%	74.22%	79.79%	84.38%	80.90%	78.46%	79.83%	88.37%	74.63%	81.10%	92.45%	83.45%	66.32%	63.74%	68.33%	77.03%	68.33%	54.84%	84.14%									
17	Собчак Ксения Анатольевна	47	4	2	4	4	1	1	0	1	0	2	2	2	1	0	1	0	1	0	1	1	1	1	0	8	3	1	3	1	0	1									
		0.77%	2.35%	0.87%	0.54%	0.79%	0.56%	0.70%	0.00%	0.63%	0.00%	2.99%	0.71%	0.59%	0.78%	0.00%	0.28%	0.00%	1.54%	0.00%	0.78%	0.37%	0.39%	0.94%	0.00%	2.81%	1.75%	0.83%	2.03%	0.56%	0.00%	0.69%									
18	Сурайкин Максим Александрович	19	0	0	2	4	1	0	0	1	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	1	0	2	1	0	1	0									
