18	Богданов Андрей Владимирович	664	12	15	19	7	11	37	3	18	5	25	22	25	3	3	11	29	16	12	5	9	16	12	16	32	33	25	17	23	30	12	10	12	17	14	9	20	2	28	16	18	15					
		0.86%	0.61%	0.71%	1.00%	0.33%	0.51%	1.62%	0.14%	1.06%	0.22%	1.06%	0.99%	1.32%	0.14%	0.13%	0.56%	1.55%	0.82%	0.77%	0.26%	0.47%	0.87%	0.86%	0.80%	1.99%	1.62%	1.36%	0.80%	1.55%	1.64%	0.68%	0.47%	0.92%	1.06%	0.72%	0.55%	0.98%	0.14%	1.24%	1.05%	0.90%	2.41%					
19	Жириновский Владимир Вольфович	2969	30	58	63	87	97	122	80	84	49	50	60	55	17	52	35	97	100	87	30	102	103	23	87	59	105	87	138	89	105	48	26	50	143	61	33	60	9	115	81	59	133					
		3.84%	1.51%	2.76%	3.32%	4.08%	4.47%	5.36%	3.71%	4.94%	2.14%	2.13%	2.70%	2.91%	0.81%	2.19%	1.79%	5.17%	5.10%	5.56%	1.55%	5.35%	5.59%	1.65%	4.33%	3.67%	5.17%	4.73%	6.52%	5.99%	5.73%	2.74%	1.23%	3.83%	8.92%	3.12%	2.03%	2.94%	0.62%	5.08%	5.31%	2.94%	21.38%					
20	Зюганов Геннадий Андреевич	8917	250	224	243	211	194	232	198	229	240	265	213	273	395	233	317	222	238	202	352	124	253	202	260	282	229	208	218	138	204	103	289	152	154	72	189	229	199	229	166	188	98					
		11.54%	12.61%	10.65%	12.82%	9.91%	8.94%	10.18%	9.17%	13.48%	10.50%	11.27%	9.60%	14.43%	18.75%	9.79%	16.24%	11.84%	12.14%	12.91%	18.20%	6.51%	13.74%	14.47%	12.94%	17.54%	11.27%	11.30%	10.30%	9.29%	11.13%	5.87%	13.68%	11.64%	9.60%	3.68%	11.62%	11.23%	13.64%	10.12%	10.88%	9.36%	15.76%					
21	Медведев Дмитрий Анатольевич	64253	1685	1805	1537	1823	1858	1851	1878	1368	1989	2007	1886	1520	1688	2073	1562	1516	1607	1252	1546	1662	1449	1150	1623	1235	1643	1505	1718	1222	1470	1582	1747	1092	1285	1811	1390	1730	1245	1890	1258	1743	352					
		83.14%	85.02%	85.79%	81.07%	85.59%	85.62%	81.26%	86.98%	80.52%	87.01%	85.33%	84.99%	80.34%	80.11%	87.14%	80.02%	80.85%	81.95%	80.00%	79.94%	87.24%	78.71%	82.38%	80.75%	76.80%	80.86%	81.79%	81.15%	82.29%	80.20%	90.14%	82.68%	83.61%	80.11%	92.49%	85.49%	84.85%	85.33%	83.55%	82.44%	86.80%	56.59%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
