Выборы Президента Российской Федерации																																																			
Дата голосования: 02.03.2008																																																			
																																																			
Наименование Избирательной комиссии:    Прилузская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
	Число участковых избирательных комиссий	44																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	44																																																	
																																																			
		Сумма	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694					
1	"Число избирателей, включенных в списки избирателей"	18169	205	84	425	123	99	670	128	70	240	355	392	329	434	669	1568	1560	1651	405	100	317	366	149	340	341	783	92	251	50	140	167	144	117	1495	911	509	285	265	295	201	109	616	264	235	220					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17725	201	89	415	123	100	658	123	76	243	331	389	321	401	674	1488	1516	1579	399	103	322	363	143	330	324	753	89	258	54	149	182	155	129	1399	850	505	277	263	300	201	118	601	282	229	220					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	14217	184	76	346	100	58	436	95	49	205	281	330	275	306	587	1279	1135	1304	277	94	238	302	121	268	267	679	76	236	47	97	106	99	100	1250	645	356	233	225	234	147	87	414	216	181	176					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1821	9	6	69	16	30	101	19	17	23	46	20	17	61	77	92	50	65	68	1	57	49	20	13	55	56	12	12	3	5	17	21	9	135	88	113	34	23	29	28	9	154	14	45	33					
6	Число погашенных избирательных бюллетеней	1638	8	7	0	7	12	121	9	10	15	4	39	29	34	10	117	331	210	54	8	27	12	2	0	2	18	1	10	4	47	59	35	20	14	117	36	10	15	37	26	22	33	52	3	11					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1870	9	6	69	16	30	101	19	17	23	46	20	17	61	77	92	50	65	68	1	57	49	20	62	55	56	12	12	3	5	17	21	9	135	88	113	34	23	29	28	9	154	14	45	33					
8	Число бюллетеней в стационарных ящиках для голосования	14214	184	76	346	100	58	436	95	49	205	281	330	275	306	587	1279	1135	1304	276	94	238	302	121	268	267	679	76	236	47	97	106	99	100	1248	645	356	233	225	234	147	87	414	216	181	176					
9	Число недействительных избирательных бюллетеней	148	0	1	2	1	0	4	1	0	10	30	2	2	8	2	5	9	3	4	1	0	7	1	0	1	5	0	20	0	3	1	1	0	6	6	3	4	0	2	0	0	0	0	0	3					
10	Число действительных избирательных бюллетеней	15936	193	81	413	115	88	533	113	66	218	297	348	290	359	662	1366	1176	1366	340	94	295	344	140	330	321	730	88	228	50	99	122	119	109	1377	727	466	263	248	261	175	96	568	230	226	206					
11	Число полученных открепительных  удостоверений	575	5	5	15	5	8	15	8	13	23	25	15	15	5	7	20	28	20	10	6	18	23	3	13	10	25	6	18	2	5	20	15	6	20	18	28	10	10	13	7	5	14	10	8	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	575	5	5	15	5	8	15	8	13	23	25	15	15	5	7	20	28	20	10	6	18	23	3	13	10	25	6	18	2	5	20	15	6	20	18	28	10	10	13	7	5	14	10	8	20					
