		4.75%	8.10%	5.03%	1.84%	5.11%	1.14%	9.15%	0.56%	3.65%	4.42%	5.27%	2.90%	3.76%	5.86%	6.79%	4.10%	7.44%	7.16%	7.07%	6.67%	5.86%	1.64%	2.99%	3.46%	4.38%	1.12%	5.28%	6.40%	5.06%	4.83%	4.76%	9.01%	4.62%	2.97%	6.34%	5.40%	7.96%	3.62%	1.39%	5.39%	4.37%	8.05%	0.69%	1.08%	3.49%	0.39%	0.39%					
20	Зюганов Геннадий Андреевич	9590	112	159	271	363	151	220	33	118	179	410	246	152	197	241	324	319	328	153	379	213	191	76	205	109	157	295	299	294	291	192	225	390	268	304	283	328	330	272	189	202	63	11	18	26	3	1					
		13.19%	5.89%	10.26%	14.63%	19.74%	8.63%	19.93%	3.10%	9.15%	15.51%	22.97%	15.16%	15.03%	8.55%	17.97%	17.48%	17.44%	18.65%	17.17%	16.97%	18.36%	14.88%	4.94%	13.66%	6.72%	7.30%	14.68%	12.76%	15.66%	13.78%	11.41%	13.89%	16.70%	13.96%	13.49%	15.27%	19.33%	15.94%	12.56%	9.01%	8.02%	9.39%	3.78%	2.79%	6.99%	1.18%	0.20%					
21	Медведев Дмитрий Анатольевич	58599	1596	1307	1525	1355	1547	760	1020	1122	911	1232	1318	789	1950	981	1427	1351	1270	662	1655	856	1044	1404	1241	1433	1961	1590	1875	1470	1619	1389	1200	1791	1572	1772	1454	1209	1635	1850	1759	2192	539	266	621	324	250	505					
		80.62%	83.91%	84.32%	82.34%	73.68%	88.45%	68.84%	95.95%	87.04%	78.94%	69.02%	81.21%	78.04%	84.67%	73.15%	76.97%	73.87%	72.20%	74.30%	74.12%	73.79%	81.31%	91.17%	82.68%	88.40%	91.21%	79.14%	80.03%	78.32%	76.66%	82.58%	74.07%	76.67%	81.88%	78.62%	78.47%	71.24%	78.99%	85.41%	83.88%	86.98%	80.33%	91.41%	96.13%	87.10%	98.04%	99.41%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
