7	Число избирательных бюллетеней в переносных ящиках для голосования	8204	143	69	42	68	74	29	80	37	44	69	78	66	45	52	31	87	83	93	50	80	344	17	145	55	112	111	62	31	49	50	101	62	65	57	41	64	32	54	69	53	124	36	278	29	70	99	56	73	114	58	65	178	87	95	112	171	63	74	35	77	49	29	52	194	101	52	47	55	66	51	50	43	43	53	34	154	53	35	32	32	120	74	81	68	30	50	42	90	53	39	26	19	48	0	14	114	73	10	86	818	79	149	102	6					
8	Число бюллетеней в стационарных ящиках для голосования	138391	1439	1854	941	2057	1505	1005	816	864	1098	1886	1870	1946	757	1159	787	849	1389	1722	2117	1921	1394	578	1126	478	1763	2042	1515	1375	1381	1605	1816	1466	1105	1694	1353	1466	1694	1212	1309	1619	728	467	1121	1448	1072	511	1660	1688	1492	1613	1323	1288	1196	1164	1326	1258	1263	1342	1166	1275	1231	1221	1412	934	978	1982	1990	1844	1916	1884	2100	1673	1850	1966	1884	1752	1762	1779	1925	1883	1870	1616	1862	2003	1574	1624	1448	1442	1397	1676	1812	1464	724	268	135	151	339	79	500	0	0	0	1679	388					
9	Число недействительных избирательных бюллетеней	3473	29	25	39	40	42	82	13	22	11	16	53	35	68	60	12	37	20	17	23	33	0	10	49	17	134	34	25	20	24	49	8	16	19	38	12	24	42	8	20	23	12	8	14	8	27	18	199	21	53	8	19	25	23	10	15	18	31	0	31	21	44	28	21	16	8	26	26	62	28	24	57	21	59	28	21	37	148	28	28	133	130	267	81	25	21	31	22	41	30	47	28	18	10	44	0	0	1	1	23	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	143122	1553	1898	944	2085	1537	952	883	879	1131	1939	1895	1977	734	1151	806	899	1452	1798	2144	1968	1738	585	1222	516	1741	2119	1552	1386	1406	1606	1909	1512	1151	1713	1382	1506	1684	1258	1358	1649	840	495	1385	1469	1115	592	1517	1740	1553	1663	1369	1441	1260	1249	1423	1411	1295	1416	1170	1331	1236	1222	1443	1112	1071	2008	2011	1837	1954	1911	2093	1695	1834	1991	1897	1869	1667	1786	1929	1782	1860	1423	1862	2046	1583	1643	1468	1491	1420	1668	1810	1465	762	224	149	265	411	88	563	818	79	149	1781	394					
11	Число полученных открепительных  удостоверений	4166	80	55	25	35	50	25	25	25	25	55	35	55	45	40	20	25	35	45	55	50	65	25	35	20	50	50	50	40	40	40	55	45	30	55	40	45	55	30	40	45	20	15	30	65	55	20	60	30	40	40	37	40	40	40	45	30	30	30	25	40	25	55	50	35	30	50	65	60	60	60	51	50	45	60	45	50	35	60	60	62	70	30	90	90	65	60	55	70	50	40	38	31	25	2	0	0	0	0	0	0	0	0	40	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	3846	74	46	14	35	39	25	25	17	22	55	32	54	28	28	18	24	34	45	41	49	65	25	26	17	39	47	41	37	36	40	49	40	26	55	35	39	49	28	40	38	20	12	30	65	50	20	57	30	38	39	33	34	40	40	41	30	29	30	25	37	24	50	50	26	29	46	60	48	52	51	51	48	39	55	45	41	35	60	56	61	61	30	90	90	62	54	52	70	50	40	38	31	24	0	0	0	0	0	0	0	0	0	40	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	3299	54	50	37	14	40	26	13	27	22	10	37	35	19	34	26	49	25	27	93	55	33	23	24	32	6	60	24	49	12	31	41	10	14	31	29	22	28	20	26	24	10	10	16	11	18	25	47	23	46	25	52	30	29	27	19	18	29	28	32	27	125	24	25	33	17	38	20	20	34	32	57	29	25	22	39	29	25	46	23	70	31	10	9	21	32	33	30	18	58	67	67	66	18	118	22	27	42	15	68	0	14	23	17	6					
14	Число неиспользованных открепительных удостоверений	320	6	9	11	0	11	0	0	8	3	0	3	1	17	12	2	1	1	0	14	1	0	0	9	3	11	3	9	3	4	0	6	5	4	0	5	6	6	2	0	7	0	3	0	0	5	0	3	0	2	1	4	6	0	0	4	0	1	0	0	3	1	5	0	9	1	4	5	12	8	9	0	2	6	5	0	9	0	0	4	1	9	0	0	0	3	6	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	16	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																																															
18	Богданов Андрей Владимирович	3942	40	41	42	47	63	31	21	24	26	37	68	50	26	34	39	21	33	33	59	39	70	35	24	22	12	34	41	37	31	29	86	36	33	103	18	32	43	27	28	22	16	10	25	38	30	7	25	29	37	13	49	60	31	40	32	31	43	3	66	37	55	54	24	18	19	59	42	51	81	148	46	40	60	41	34	67	38	73	10	32	55	38	50	122	69	52	30	79	82	31	63	46	9	0	1	3	1	5	5	6	2	4	30	8					
		2.69%	2.53%	2.13%	4.27%	2.21%	3.99%	2.99%	2.34%	2.66%	2.28%	1.89%	3.49%	2.49%	3.24%	2.81%	4.77%	2.24%	2.24%	1.82%	2.72%	1.95%	4.03%	5.88%	1.89%	4.13%	0.64%	1.58%	2.60%	2.63%	2.17%	1.75%	4.49%	2.36%	2.82%	5.88%	1.29%	2.09%	2.49%	2.13%	2.03%	1.32%	1.88%	1.99%	1.79%	2.57%	2.63%	1.15%	1.46%	1.65%	2.30%	0.78%	3.53%	4.09%	2.42%	3.18%	2.23%	2.17%	3.24%	0.21%	5.50%	2.74%	4.30%	4.32%	1.64%	1.60%	1.76%	2.90%	2.06%	2.69%	4.09%	7.65%	2.14%	2.33%	3.17%	2.03%	1.77%	3.52%	2.09%	4.02%	0.51%	1.67%	2.76%	2.25%	2.57%	5.89%	4.30%	3.11%	2.01%	5.16%	5.66%	1.81%	3.43%	3.10%	1.17%	0.00%	0.67%	1.13%	0.24%	5.62%	0.85%	0.73%	2.53%	2.68%	1.68%	2.03%					
19	Жириновский Владимир Вольфович	15957	159	278	85	328	157	76	92	83	133	116	248	196	68	118	97	99	183	215	247	224	336	54	139	56	200	186	147	151	146	163	270	134	110	182	123	188	166	68	113	131	61	55	90	209	118	61	124	127	129	198	137	184	98	170	79	106	137	154	136	115	97	137	113	147	54	266	145	202	283	251	342	237	304	184	338	225	167	268	294	187	160	152	248	275	183	195	165	178	220	224	181	278	85	3	18	26	12	9	31	43	5	15	210	47					
		10.89%	10.05%	14.46%	8.65%	15.44%	9.94%	7.35%	10.27%	9.21%	11.65%	5.93%	12.73%	9.74%	8.48%	9.74%	11.86%	10.58%	12.43%	11.85%	11.40%	11.19%	19.33%	9.08%	10.94%	10.51%	10.67%	8.64%	9.32%	10.74%	10.21%	9.85%	14.08%	8.77%	9.40%	10.39%	8.82%	12.29%	9.62%	5.37%	8.20%	7.83%	7.16%	10.93%	6.43%	14.15%	10.33%	10.00%	7.23%	7.21%	8.03%	11.85%	9.87%	12.55%	7.64%	13.50%	5.49%	7.42%	10.33%	10.88%	11.32%	8.51%	7.58%	10.96%	7.72%	13.03%	5.00%	13.08%	7.12%	10.64%	14.28%	12.97%	15.91%	13.81%	16.06%	9.11%	17.62%	11.80%	9.20%	14.77%	15.02%	9.77%	8.04%	8.99%	12.76%	13.28%	11.41%	11.65%	11.07%	11.62%	15.17%	13.06%	9.85%	18.75%	11.01%	1.12%	12.08%	9.81%	2.91%	10.11%	5.29%	5.26%	6.33%	10.07%	11.79%	11.93%					
20	Зюганов Геннадий Андреевич	27819	321	309	176	289	296	172	187	187	230	501	313	466	117	210	179	169	267	370	432	405	206	113	228	92	310	522	321	307	299	338	306	324	262	290	218	367	353	262	334	410	192	104	211	268	231	127	286	338	347	280	295	246	298	234	369	343	327	256	192	293	253	253	372	214	176	453	500	347	398	346	302	302	335	413	387	320	282	338	371	318	352	218	347	365	301	325	305	238	170	315	387	332	137	4	19	39	24	9	43	29	4	15	419	47					
		18.98%	20.29%	16.07%	17.90%	13.60%	18.75%	16.63%	20.87%	20.75%	20.14%	25.63%	16.07%	23.16%	14.59%	17.34%	21.88%	18.06%	18.14%	20.39%	19.94%	20.24%	11.85%	18.99%	17.94%	17.26%	16.53%	24.25%	20.36%	21.83%	20.91%	20.42%	15.96%	21.20%	22.39%	16.56%	15.64%	23.99%	20.45%	20.70%	24.24%	24.52%	22.54%	20.68%	15.08%	18.14%	20.23%	20.82%	16.67%	19.19%	21.61%	16.76%	21.25%	16.78%	23.23%	18.59%	25.66%	24.00%	24.66%	18.08%	15.99%	21.67%	19.77%	20.24%	25.41%	18.97%	16.31%	22.27%	24.55%	18.27%	20.08%	17.88%	14.05%	17.60%	17.70%	20.46%	20.18%	16.79%	15.54%	18.63%	18.96%	16.61%	17.69%	12.90%	17.86%	17.62%	18.77%	19.41%	20.47%	15.54%	11.72%	18.37%	21.06%	22.39%	17.75%	1.49%	12.75%	14.72%	5.83%	10.11%	7.34%	3.55%	5.06%	10.07%	23.53%	11.93%					
21	Медведев Дмитрий Анатольевич	95404	1033	1270	641	1421	1021	673	583	585	742	1285	1266	1265	523	789	491	610	969	1180	1406	1300	1126	383	831	346	1219	1377	1043	891	930	1076	1247	1018	746	1138	1023	919	1122	901	883	1086	571	326	1059	954	736	397	1082	1246	1040	1172	888	951	833	805	943	931	788	1003	776	886	831	778	934	733	822	1230	1324	1237	1192	1166	1403	1116	1135	1353	1138	1257	1180	1107	1254	1245	1293	1015	1217	1284	1030	1071	968	996	948	1098	1179	809	531	217	111	197	374	65	484	740	68	115	1122	292					
		65.08%	65.30%	66.04%	65.21%	66.87%	64.66%	65.09%	65.07%	64.93%	64.97%	65.73%	64.99%	62.87%	65.21%	65.15%	60.02%	65.17%	65.83%	65.01%	64.88%	64.97%	64.79%	64.37%	65.38%	64.92%	65.01%	63.96%	66.14%	63.37%	65.03%	65.02%	65.05%	66.62%	63.76%	64.99%	73.39%	60.07%	65.01%	71.17%	64.08%	64.95%	67.02%	64.81%	75.70%	64.59%	64.45%	65.08%	63.05%	70.76%	64.76%	70.14%	63.98%	64.87%	64.93%	63.94%	65.58%	65.15%	59.43%	70.83%	64.61%	65.53%	64.92%	62.24%	63.80%	64.98%	76.18%	60.47%	64.99%	65.14%	60.14%	60.26%	65.26%	65.03%	59.96%	67.01%	59.33%	65.95%	65.01%	61.03%	64.08%	65.01%	64.97%	60.06%	62.64%	61.99%	64.21%	63.98%	64.97%	65.01%	65.38%	64.02%	64.15%	54.55%	68.78%	80.97%	74.50%	74.34%	90.78%	73.03%	82.59%	90.46%	86.08%	77.18%	62.99%	74.11%					
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
