Выборы Президента Российской Федерации																																																	
Дата голосования: 18.03.2018																																																	
																																																	
Наименование Избирательной комиссии:    Красночикойская																																																	
																																																	
Сводная таблица итогов голосования																																																	
																																																	
	Число участковых избирательных комиссий	38																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	38																																															
																																																	
		Сумма	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038									
1	"Число избирателей, включенных в список избирателей"	14219	92	532	154	171	465	118	625	120	263	94	101	368	81	408	707	2463	2615	471	105	48	211	220	234	190	68	324	115	477	245	101	69	151	396	49	257	736	258	117									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13616	89	530	145	165	460	110	644	125	260	90	100	360	80	390	700	2250	2350	460	100	48	212	220	230	180	63	320	110	470	245	100	61	150	400	49	255	730	250	115									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	158	0	7	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8057	56	290	92	112	260	92	338	85	187	70	81	189	52	232	399	1289	1306	279	69	30	125	161	148	125	53	206	82	280	154	72	41	105	255	34	126	374	131	77									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	991	18	53	19	15	37	6	18	12	30	8	7	16	17	33	64	67	88	47	9	5	32	14	24	12	5	30	5	26	21	15	5	16	55	4	7	99	42	10									
6	Число погашенных избирательных бюллетеней	4410	15	180	34	38	163	12	186	28	43	12	12	155	11	125	237	894	956	134	22	13	55	45	58	43	5	84	23	164	70	13	15	29	90	11	73	257	77	28									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1149	18	60	19	15	37	6	120	12	30	8	7	16	17	33	64	67	88	47	9	5	32	14	24	12	5	30	5	26	21	15	5	16	55	4	56	99	42	10									
8	Число бюллетеней в стационарных ящиках для голосования	8057	56	290	92	112	260	92	338	85	187	70	81	189	52	232	399	1289	1306	279	69	30	125	161	148	125	53	206	82	280	154	72	41	105	255	34	126	374	131	77									
9	Число недействительных избирательных бюллетеней	90	0	4	0	2	1	0	8	4	1	2	0	6	0	6	3	9	17	0	2	0	1	1	1	0	0	1	0	4	2	2	0	0	3	1	3	4	1	1									
10	Число действительных избирательных бюллетеней	9116	74	346	111	125	296	98	450	93	216	76	88	199	69	259	460	1347	1377	326	76	35	156	174	171	137	58	235	87	302	173	85	46	121	307	37	179	469	172	86									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
13	Бабурин Сергей Николаевич	81	1	5	1	0	3	1	5	0	0	0	2	1	0	3	7	4	18	2	1	0	2	0	1	5	0	1	0	3	1	0	2	0	5	0	2	5	0	0									
		0.88%	1.35%	1.43%	0.90%	0.00%	1.01%	1.02%	1.09%	0.00%	0.00%	0.00%	2.27%	0.49%	0.00%	1.13%	1.51%	0.29%	1.29%	0.61%	1.28%	0.00%	1.27%	0.00%	0.58%	3.65%	0.00%	0.42%	0.00%	0.98%	0.57%	0.00%	4.35%	0.00%	1.61%	0.00%	1.10%	1.06%	0.00%	0.00%									
14	Грудинин Павел Николаевич	981	3	26	10	12	20	6	35	6	13	1	8	10	12	20	62	222	215	29	6	3	10	19	14	11	6	11	3	26	19	8	9	11	18	2	8	42	36	9									
		10.66%	4.05%	7.43%	9.01%	9.45%	6.73%	6.12%	7.64%	6.19%	5.99%	1.28%	9.09%	4.88%	17.39%	7.55%	13.39%	16.37%	15.42%	8.90%	7.69%	8.57%	6.37%	10.86%	8.14%	8.03%	10.34%	4.66%	3.45%	8.50%	10.86%	9.20%	19.57%	9.09%	5.81%	5.26%	4.40%	8.88%	20.81%	10.34%									
15	Жириновский Владимир Вольфович	983	4	25	10	6	14	10	62	20	17	15	12	21	2	39	47	107	158	33	12	2	22	15	14	13	15	17	2	19	39	25	6	10	47	6	25	57	19	16									
		10.68%	5.41%	7.14%	9.01%	4.72%	4.71%	10.20%	13.54%	20.62%	7.83%	19.23%	13.64%	10.24%	2.90%	14.72%	10.15%	7.89%	11.33%	10.12%	15.38%	5.71%	14.01%	8.57%	8.14%	9.49%	25.86%	7.20%	2.30%	6.21%	22.29%	28.74%	13.04%	8.26%	15.16%	15.79%	13.74%	12.05%	10.98%	18.39%									
16	Путин Владимир Владимирович	6908	63	288	89	104	256	80	342	67	185	60	63	165	55	193	336	984	961	249	56	30	122	140	138	104	37	205	79	248	111	49	26	100	225	28	138	360	115	57									
		75.04%	85.14%	82.29%	80.18%	81.89%	86.20%	81.63%	74.67%	69.07%	85.25%	76.92%	71.59%	80.49%	79.71%	72.83%	72.57%	72.57%	68.94%	76.38%	71.79%	85.71%	77.71%	80.00%	80.23%	75.91%	63.79%	86.86%	90.80%	81.05%	63.43%	56.32%	56.52%	82.64%	72.58%	73.68%	75.82%	76.11%	66.47%	65.52%									
17	Собчак Ксения Анатольевна	61	1	1	0	1	2	1	2	0	1	0	0	0	0	0	2	10	6	0	1	0	0	0	3	4	0	1	3	2	1	1	2	0	6	0	2	4	0	4									
		0.66%	1.35%	0.29%	0.00%	0.79%	0.67%	1.02%	0.44%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.74%	0.43%	0.00%	1.28%	0.00%	0.00%	0.00%	1.74%	2.92%	0.00%	0.42%	3.45%	0.65%	0.57%	1.15%	4.35%	0.00%	1.94%	0.00%	1.10%	0.85%	0.00%	4.60%									
18	Сурайкин Максим Александрович	61	2	0	0	1	1	0	3	0	0	0	2	2	0	1	3	10	9	11	0	0	0	0	1	0	0	0	0	3	2	2	1	0	3	1	2	0	1	0									
		0.66%	2.70%	0.00%	0.00%	0.79%	0.34%	0.00%	0.66%	0.00%	0.00%	0.00%	2.27%	0.98%	0.00%	0.38%	0.65%	0.74%	0.65%	3.37%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.98%	1.14%	2.30%	2.17%	0.00%	0.97%	2.63%	1.10%	0.00%	0.58%	0.00%									
19	Титов Борис Юрьевич	25	0	1	1	0	0	0	1	0	0	0	0	0	0	3	1	9	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0									
		0.27%	0.00%	0.29%	0.90%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.13%	0.22%	0.66%	0.36%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.21%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	16	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0									
		0.17%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%	0.00%	0.00%	0.43%	0.07%	0.36%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.55%	0.00%	0.58%	0.00%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
