Выборы Президента Российской Федерации																																																																																																	
Дата голосования: 18.03.2018																																																																																																	
																																																																																																	
"Наименование Избирательной комиссии:    Екатеринбург, Верх-Исетская"																																																																																																	
																																																																																																	
Сводная таблица итогов голосования																																																																																																	
																																																																																																	
	Число участковых избирательных комиссий	86																																																																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	86																																																																																															
																																																																																																	
		Сумма	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1322	УИК №1323	УИК №1324	УИК №1822	УИК №1823	УИК №2649	УИК №2650	УИК №2651									
15	Жириновский Владимир Вольфович	5012	39	22	39	46	57	55	58	49	76	56	68	95	73	85	36	34	59	59	73	54	65	50	54	36	42	56	41	51	91	69	82	53	59	60	98	42	40	70	34	54	58	64	34	44	53	48	72	86	67	58	37	53	57	80	76	81	69	52	56	55	65	74	61	67	60	59	56	19	34	23	48	66	25	114	77	21	107	129	49	66	61	68	65	57	35	26									
		4.78%	4.42%	2.00%	2.75%	5.02%	4.05%	3.31%	4.07%	3.63%	4.89%	3.97%	4.77%	5.59%	4.46%	5.34%	6.38%	4.86%	4.20%	4.48%	6.09%	4.51%	5.44%	5.02%	4.86%	3.86%	5.29%	3.97%	3.11%	3.52%	5.96%	4.29%	5.68%	4.13%	4.74%	4.18%	6.33%	3.93%	4.45%	5.21%	5.28%	4.63%	4.49%	4.33%	3.60%	4.26%	4.52%	4.81%	5.18%	4.64%	4.89%	4.57%	5.35%	5.31%	4.55%	4.92%	5.31%	5.01%	4.32%	4.82%	4.23%	3.59%	4.80%	4.93%	5.27%	4.82%	4.31%	4.24%	4.78%	6.27%	3.47%	4.04%	9.64%	6.75%	4.40%	5.79%	5.42%	6.05%	22.38%	23.04%	3.40%	4.39%	4.99%	3.86%	4.06%	3.97%	3.43%	4.91%									
16	Путин Владимир Владимирович	76635	598	781	977	617	978	1185	992	936	1164	1051	1042	1290	1247	1132	417	475	1009	968	882	925	880	711	806	676	570	1018	889	1057	1117	1203	1056	1004	919	1056	1115	769	674	988	502	859	939	1098	703	744	847	722	1012	1369	995	913	535	763	940	1199	1012	1174	1156	827	972	1157	1043	1099	879	1053	1062	1045	872	247	722	479	361	729	439	1427	981	264	233	327	1040	1064	899	1318	1185	1097	768	390									
		73.15%	67.80%	71.06%	68.80%	67.36%	69.56%	71.34%	69.61%	69.28%	74.90%	74.43%	73.12%	75.93%	76.22%	71.06%	73.94%	67.95%	71.87%	73.44%	73.62%	77.28%	73.70%	71.31%	72.48%	72.53%	71.79%	72.15%	67.40%	73.05%	73.15%	74.81%	73.18%	78.25%	73.87%	73.49%	72.07%	71.94%	74.97%	73.51%	77.95%	73.61%	72.73%	74.34%	74.47%	72.09%	72.27%	72.42%	72.81%	73.84%	72.63%	71.95%	77.31%	76.38%	75.08%	73.69%	70.67%	72.60%	72.43%	76.65%	73.36%	75.47%	76.97%	73.22%	75.97%	75.81%	76.29%	75.07%	74.47%	81.52%	73.60%	84.18%	72.49%	74.54%	77.29%	72.51%	69.08%	76.08%	48.74%	58.39%	72.22%	70.74%	73.63%	74.80%	74.06%	76.50%	75.37%	73.58%									
17	Собчак Ксения Анатольевна	4401	61	65	85	61	92	111	100	70	54	51	64	45	70	63	15	35	57	61	40	31	38	37	40	42	30	62	80	91	61	59	63	35	50	55	56	46	38	57	15	50	50	67	38	43	53	48	61	83	49	49	22	36	50	67	60	74	53	26	47	54	34	48	36	42	47	45	43	5	53	7	6	20	21	68	57	8	86	62	74	64	35	79	70	51	42	32									
		4.20%	6.92%	5.91%	5.99%	6.66%	6.54%	6.68%	7.02%	5.18%	3.47%	3.61%	4.49%	2.65%	4.28%	3.95%	2.66%	5.01%	4.06%	4.63%	3.34%	2.59%	3.18%	3.71%	3.60%	4.51%	3.78%	4.39%	6.07%	6.29%	3.99%	3.67%	4.37%	2.73%	4.02%	3.83%	3.62%	4.30%	4.23%	4.24%	2.33%	4.28%	3.87%	4.54%	4.03%	4.17%	4.52%	4.81%	4.39%	4.48%	3.58%	3.86%	3.18%	3.60%	3.99%	4.12%	4.19%	4.58%	3.32%	2.41%	3.55%	3.52%	2.51%	3.20%	3.11%	3.02%	3.38%	3.23%	3.67%	1.65%	5.40%	1.23%	1.20%	2.04%	3.70%	3.46%	4.01%	2.31%	17.99%	11.07%	5.14%	4.26%	2.87%	4.48%	4.38%	3.56%	4.12%	6.04%									
18	Сурайкин Максим Александрович	611	2	5	11	10	9	5	6	5	8	8	8	8	7	19	5	2	7	6	3	7	5	7	4	4	4	9	5	2	16	11	9	10	14	10	8	6	5	9	4	10	8	10	7	11	5	9	12	8	14	15	3	3	5	10	6	3	10	5	7	9	8	12	4	6	8	16	3	2	3	4	3	6	9	11	10	1	4	2	8	10	7	7	7	3	3	1									
		0.58%	0.23%	0.45%	0.77%	1.09%	0.64%	0.30%	0.42%	0.37%	0.51%	0.57%	0.56%	0.47%	0.43%	1.19%	0.89%	0.29%	0.50%	0.46%	0.25%	0.58%	0.42%	0.70%	0.36%	0.43%	0.50%	0.64%	0.38%	0.14%	1.05%	0.68%	0.62%	0.78%	1.13%	0.70%	0.52%	0.56%	0.56%	0.67%	0.62%	0.86%	0.62%	0.68%	0.74%	1.07%	0.43%	0.90%	0.86%	0.43%	1.02%	1.18%	0.43%	0.30%	0.40%	0.61%	0.42%	0.19%	0.63%	0.46%	0.53%	0.59%	0.59%	0.80%	0.35%	0.43%	0.57%	1.15%	0.26%	0.66%	0.31%	0.70%	0.60%	0.61%	1.58%	0.56%	0.70%	0.29%	0.84%	0.36%	0.56%	0.66%	0.57%	0.40%	0.44%	0.21%	0.29%	0.19%									
19	Титов Борис Юрьевич	1626	25	14	24	24	22	28	21	31	27	17	15	15	21	16	8	23	25	27	21	22	14	17	12	16	9	18	31	41	21	30	22	18	15	21	27	15	10	17	7	16	26	27	14	12	25	19	23	32	26	20	10	9	23	24	26	21	34	16	19	25	20	22	11	13	18	15	21	2	17	10	2	10	8	19	31	2	5	7	28	19	19	26	22	19	19	7									
		1.55%	2.83%	1.27%	1.69%	2.62%	1.56%	1.69%	1.47%	2.29%	1.74%	1.20%	1.05%	0.88%	1.28%	1.00%	1.42%	3.29%	1.78%	2.05%	1.75%	1.84%	1.17%	1.71%	1.08%	1.72%	1.13%	1.28%	2.35%	2.83%	1.38%	1.87%	1.52%	1.40%	1.21%	1.46%	1.75%	1.40%	1.11%	1.26%	1.09%	1.37%	2.01%	1.83%	1.48%	1.16%	2.13%	1.91%	1.65%	1.73%	1.90%	1.58%	1.45%	0.90%	1.84%	1.48%	1.82%	1.30%	2.13%	1.48%	1.43%	1.63%	1.48%	1.47%	0.95%	0.94%	1.29%	1.08%	1.79%	0.66%	1.73%	1.76%	0.40%	1.02%	1.41%	0.97%	2.18%	0.58%	1.05%	1.25%	1.94%	1.26%	1.56%	1.48%	1.38%	1.32%	1.86%	1.32%									
20	Явлинский Григорий Алексеевич	2873	26	64	54	38	45	62	46	38	52	38	42	37	46	51	8	30	59	57	28	22	35	46	42	37	26	54	61	46	36	54	35	33	34	41	35	43	16	43	11	30	44	41	23	42	45	28	41	52	48	36	12	16	25	35	43	55	48	19	39	31	27	34	26	35	31	31	23	2	17	7	2	13	7	29	25	8	5	4	33	39	39	33	27	28	13	11									
		2.74%	2.95%	5.82%	3.80%	4.15%	3.20%	3.73%	3.23%	2.81%	3.35%	2.69%	2.95%	2.18%	2.81%	3.20%	1.42%	4.29%	4.20%	4.32%	2.34%	1.84%	2.93%	4.61%	3.78%	3.97%	3.27%	3.83%	4.62%	3.18%	2.36%	3.36%	2.43%	2.57%	2.73%	2.85%	2.26%	4.02%	1.78%	3.20%	1.71%	2.57%	3.41%	2.78%	2.44%	4.07%	3.84%	2.81%	2.95%	2.80%	3.50%	2.84%	1.73%	1.60%	1.99%	2.15%	3.00%	3.40%	3.01%	1.76%	2.94%	2.02%	1.99%	2.27%	2.25%	2.52%	2.23%	2.23%	1.96%	0.66%	1.73%	1.23%	0.40%	1.33%	1.23%	1.47%	1.76%	2.31%	1.05%	0.71%	2.29%	2.59%	3.19%	1.87%	1.69%	1.95%	1.28%	2.08%									
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
