19	Жириновский Владимир Вольфович	1042	3	19	17	7	43	4	2	9	30	20	21	26	16	29	8	44	52	24	36	5	15	2	5	49	15	4	29	74	16	33	12	22	7	32	17	42	21	19	48	0	19	10	7	18	13	4	6	26	8	16	38					
		6.42%	0.79%	8.02%	5.23%	1.65%	7.31%	3.08%	0.44%	2.88%	10.14%	15.27%	9.86%	9.03%	8.74%	14.15%	8.42%	15.49%	14.61%	12.12%	5.77%	0.54%	2.68%	0.29%	1.04%	10.61%	2.48%	1.02%	12.95%	14.29%	9.76%	10.96%	5.91%	7.75%	4.73%	8.10%	8.59%	15.16%	12.00%	13.87%	13.30%	0.00%	3.68%	4.76%	4.49%	8.65%	7.14%	3.60%	3.16%	4.88%	4.15%	21.33%	6.88%					
20	Зюганов Геннадий Андреевич	2768	96	25	78	70	124	23	82	37	111	16	69	63	24	34	12	41	60	25	94	213	116	56	95	86	148	62	31	102	20	24	25	54	14	56	33	50	21	14	59	19	74	13	13	50	18	17	19	56	42	9	75					
		17.05%	25.20%	10.55%	24.00%	16.51%	21.09%	17.69%	18.10%	11.82%	37.50%	12.21%	32.39%	21.88%	13.11%	16.59%	12.63%	14.44%	16.85%	12.63%	15.06%	22.95%	20.71%	8.22%	19.75%	18.61%	24.46%	15.74%	13.84%	19.69%	12.20%	7.97%	12.32%	19.01%	9.46%	14.18%	16.67%	18.05%	12.00%	10.22%	16.34%	20.88%	14.31%	6.19%	8.33%	24.04%	9.89%	15.32%	10.00%	10.51%	21.76%	12.00%	13.59%					
21	Медведев Дмитрий Анатольевич	12130	275	188	225	339	412	100	367	259	149	89	118	183	137	134	74	189	235	144	480	692	420	616	378	317	433	325	157	335	124	237	166	206	119	303	145	183	132	103	241	70	410	184	135	139	147	87	162	445	138	48	436					
		74.70%	72.18%	79.32%	69.23%	79.95%	70.07%	76.92%	81.02%	82.75%	50.34%	67.94%	55.40%	63.54%	74.86%	65.37%	77.89%	66.55%	66.01%	72.73%	76.92%	74.57%	75.00%	90.46%	78.59%	68.61%	71.57%	82.49%	70.09%	64.67%	75.61%	78.74%	81.77%	72.54%	80.41%	76.71%	73.23%	66.06%	75.43%	75.18%	66.76%	76.92%	79.30%	87.62%	86.54%	66.83%	80.77%	78.38%	85.26%	83.49%	71.50%	64.00%	78.99%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
