Выборы Президента Российской Федерации																											
																											
Наименование Избирательной комиссии:    Войковский район																											
																											
Итоги голосования 																											
																											
		Сумма	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №3049					
1	"Число избирателей, внесенных в список"	45566	2481	2775	2283	2403	2581	2311	2281	2550	2507	2346	2367	2828	2079	2493	2240	2153	2161	2088	1932	707					
2	Число полученных избирательных бюллетеней	41560	2260	2530	2080	2170	2330	2070	2080	2350	2300	2030	2160	2550	1910	2280	2050	1970	1970	1910	1760	800					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	25066	1418	1609	1209	1368	1352	1229	1231	1327	1297	1345	1320	1349	1193	1325	1269	1180	1128	1149	1062	706					
5	"Число избирательных бюллетеней, выданных вне помещения"	604	32	30	44	37	34	38	28	43	34	19	33	25	45	31	25	28	29	27	22	0					
6	Число погашенных избирательных бюллетеней	15890	810	891	827	765	944	803	821	980	969	666	807	1176	672	924	756	762	813	734	676	94					
7	Число избирательных бюллетеней в переносных ящиках	604	32	30	44	37	34	38	28	43	34	19	33	25	45	31	25	28	29	27	22	0					
8	Число бюллетеней в стационарных ящиках для голосования	24957	1415	1601	1205	1368	1347	1229	1231	1327	1287	1345	1312	1347	1148	1319	1267	1177	1122	1148	1056	706					
9	Число недействительных избирательных бюллетеней	212	14	10	12	17	15	9	4	15	14	10	12	10	10	7	8	6	14	10	6	9					
10	Число действительных избирательных бюллетеней	25349	1433	1621	1237	1388	1366	1258	1255	1355	1307	1354	1333	1362	1183	1343	1284	1199	1137	1165	1072	697					
11	Число полученных открепительных  удостоверений	1235	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	0					
12	Число выданных открепительных удостоверений	569	50	26	30	30	16	31	25	45	34	28	30	22	32	44	30	26	20	31	19	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	540	27	23	18	25	23	61	26	22	16	34	9	29	16	24	19	16	22	16	20	94					
14	Число неиспользованных открепительных удостоверений	666	15	39	35	35	49	34	40	20	31	37	35	43	33	21	35	39	45	34	46	0					
15	"Число открепительных удостоверений, выданных в ТИК"	12	0	1	2	1	0	0	0	0	0	2	2	0	1	1	0	0	0	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																											
18	. Глазьев Сергей Юрьевич	1796	99	110	112	96	115	104	92	70	83	101	98	87	60	101	93	91	73	89	116	6					
		7.03%	6.84%	6.74%	8.97%	6.83%	8.33%	8.21%	7.31%	5.11%	6.28%	7.40%	7.29%	6.34%	5.03%	7.48%	7.20%	7.55%	6.34%	7.57%	10.76%	0.85%					
19	. Малышкин Олег Александрович	319	26	12	19	22	4	11	13	12	14	23	20	12	13	15	16	8	23	11	13	32					
		1.25%	1.80%	0.74%	1.52%	1.57%	0.29%	0.87%	1.03%	0.88%	1.06%	1.69%	1.49%	0.87%	1.09%	1.11%	1.24%	0.66%	2.00%	0.94%	1.21%	4.53%					
20	. Миронов Сергей Михайлович	157	5	7	3	9	10	8	6	9	9	14	6	10	3	9	12	12	10	5	2	8					
		0.61%	0.35%	0.43%	0.24%	0.64%	0.72%	0.63%	0.48%	0.66%	0.68%	1.03%	0.45%	0.73%	0.25%	0.67%	0.93%	1.00%	0.87%	0.43%	0.19%	1.13%					
21	. Путин Владимир Владимирович	16220	967	1077	732	914	846	777	794	969	873	831	864	853	818	906	877	772	698	685	614	353					
		63.46%	66.83%	66.03%	58.61%	65.05%	61.26%	61.33%	63.07%	70.73%	66.09%	60.92%	64.24%	62.17%	68.57%	67.11%	67.88%	64.07%	60.64%	58.30%	56.96%	50.00%					
22	. Хакамада Ирина Муцуовна	2603	116	161	144	139	188	143	126	98	127	119	128	178	102	116	106	141	140	152	105	74					
		10.18%	8.02%	9.87%	11.53%	9.89%	13.61%	11.29%	10.01%	7.15%	9.61%	8.72%	9.52%	12.97%	8.55%	8.59%	8.20%	11.70%	12.16%	12.94%	9.74%	10.48%					
23	. Харитонов Николай Михайлович	2151	135	121	121	118	108	133	134	110	98	143	115	108	97	101	95	87	90	122	109	6					
		8.42%	9.33%	7.42%	9.69%	8.40%	7.82%	10.50%	10.64%	8.03%	7.42%	10.48%	8.55%	7.87%	8.13%	7.48%	7.35%	7.22%	7.82%	10.38%	10.11%	0.85%					
																											
24	Против всех	2103	85	133	106	90	95	82	90	87	103	123	102	114	90	95	85	88	103	101	113	218					
		8.23%	5.87%	8.15%	8.49%	6.41%	6.88%	6.47%	7.15%	6.35%	7.80%	9.02%	7.58%	8.31%	7.54%	7.04%	6.58%	7.30%	8.95%	8.60%	10.48%	30.88%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
