Выборы Президента Российской Федерации																										
																										
Наименование Избирательной комиссии:    Воскресенская																										
																										
Итоги голосования 																										
																										
		Сумма	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438					
1	"Число избирателей, внесенных в список"	8844	319	524	1616	187	363	311	218	631	340	307	198	303	311	51	97	273	241	1498	1056					
2	Число полученных избирательных бюллетеней	8744	321	487	1569	185	350	312	215	628	334	312	185	298	313	52	95	272	243	1506	1067					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7032	278	422	1393	173	269	250	186	504	263	207	139	248	259	51	80	225	166	1138	781					
5	"Число избирательных бюллетеней, выданных вне помещения"	610	23	28	84	0	30	11	11	67	60	58	25	26	22	0	13	10	37	62	43					
6	Число погашенных избирательных бюллетеней	1102	20	37	92	12	51	51	18	57	11	47	21	24	32	1	2	37	40	306	243					
7	Число избирательных бюллетеней в переносных ящиках	610	23	28	84	0	30	11	11	67	60	58	25	26	22	0	13	10	37	62	43					
8	Число бюллетеней в стационарных ящиках для голосования	7032	278	422	1393	173	269	250	186	504	263	207	139	248	259	51	80	225	166	1138	781					
9	Число недействительных избирательных бюллетеней	60	0	0	20	12	0	1	0	2	0	9	2	0	1	0	0	2	3	4	4					
10	Число действительных избирательных бюллетеней	7582	301	450	1457	161	299	260	197	569	323	256	162	274	280	51	93	233	200	1196	820					
11	Число полученных открепительных  удостоверений	499	14	25	90	10	20	15	20	30	20	15	10	15	15	5	5	20	5	95	70					
12	Число выданных открепительных удостоверений	83	4	4	12	1	4	4	0	3	2	5	0	0	2	0	0	4	1	23	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	105	3	27	14	4	12	4	5	1	1	1	12	4	1	1	4	3	1	2	5					
14	Число неиспользованных открепительных удостоверений	416	10	21	78	9	16	11	20	27	18	10	10	15	13	5	5	16	4	72	56					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																										
18	. Глазьев Сергей Юрьевич	241	9	18	79	4	9	10	6	20	3	3	7	4	11	0	2	12	6	19	19					
		3.15%	2.99%	4.00%	5.35%	2.31%	3.01%	3.83%	3.05%	3.50%	0.93%	1.13%	4.27%	1.46%	3.91%	0.00%	2.15%	5.11%	2.96%	1.58%	2.31%					
19	. Малышкин Олег Александрович	191	8	2	43	7	16	10	12	15	3	1	6	11	7	0	0	3	2	22	23					
		2.50%	2.66%	0.44%	2.91%	4.05%	5.35%	3.83%	6.09%	2.63%	0.93%	0.38%	3.66%	4.01%	2.49%	0.00%	0.00%	1.28%	0.99%	1.83%	2.79%					
20	. Миронов Сергей Михайлович	46	3	4	3	4	2	2	0	2	1	3	1	4	0	0	2	1	0	9	5					
		0.60%	1.00%	0.89%	0.20%	2.31%	0.67%	0.77%	0.00%	0.35%	0.31%	1.13%	0.61%	1.46%	0.00%	0.00%	2.15%	0.43%	0.00%	0.75%	0.61%					
21	. Путин Владимир Владимирович	5571	199	312	1141	75	209	171	123	459	292	196	112	203	201	49	71	181	149	884	544					
		72.90%	66.11%	69.33%	77.25%	43.35%	69.90%	65.52%	62.44%	80.39%	90.40%	73.96%	68.29%	74.09%	71.53%	96.08%	76.34%	77.02%	73.40%	73.67%	66.02%					
22	. Хакамада Ирина Муцуовна	120	2	7	31	3	12	2	6	4	3	1	12	0	5	0	3	7	3	15	4					
		1.57%	0.66%	1.56%	2.10%	1.73%	4.01%	0.77%	3.05%	0.70%	0.93%	0.38%	7.32%	0.00%	1.78%	0.00%	3.23%	2.98%	1.48%	1.25%	0.49%					
23	. Харитонов Николай Михайлович	1275	65	105	122	56	49	63	47	63	18	50	24	51	54	2	14	28	40	217	207					
		16.68%	21.59%	23.33%	8.26%	32.37%	16.39%	24.14%	23.86%	11.03%	5.57%	18.87%	14.63%	18.61%	19.22%	3.92%	15.05%	11.91%	19.70%	18.08%	25.12%					
																										
24	Против всех	138	15	2	38	12	2	2	3	6	3	2	0	1	2	0	1	1	0	30	18					
		1.81%	4.98%	0.44%	2.57%	6.94%	0.67%	0.77%	1.52%	1.05%	0.93%	0.75%	0.00%	0.36%	0.71%	0.00%	1.08%	0.43%	0.00%	2.50%	2.18%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
