11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																													
13	Бабурин Сергей Николаевич	640	9	18	10	10	8	13	6	4	7	9	9	4	12	2	6	11	19	6	31	7	7	4	0	15	10	34	6	5	3	5	3	6	11	2	15	32	5	1	31	4	8	5	7	16	5	4	13	11	17	7	5	10	47	11	10	11	9	5	7	12	6	12	1	0	1	0									
		0.68%	0.58%	1.17%	0.66%	0.66%	0.52%	1.09%	0.37%	0.25%	0.47%	0.49%	0.54%	0.31%	0.79%	0.15%	0.33%	0.48%	1.04%	0.31%	1.84%	0.36%	0.47%	0.24%	0.00%	1.12%	0.62%	1.90%	0.40%	0.89%	0.73%	0.34%	0.41%	0.53%	0.65%	0.09%	0.85%	2.25%	0.51%	0.10%	2.09%	0.31%	0.60%	0.36%	0.65%	0.96%	0.44%	0.24%	0.93%	0.78%	1.17%	0.49%	0.28%	0.55%	2.64%	1.03%	0.85%	0.71%	0.56%	0.29%	0.47%	0.75%	0.41%	0.73%	0.32%	0.00%	0.56%	0.00%									
14	Грудинин Павел Николаевич	8273	117	120	159	150	134	158	157	91	36	156	150	167	152	173	163	150	111	157	100	155	153	99	270	179	120	87	201	35	13	133	172	107	136	217	117	73	66	164	106	143	121	128	144	172	86	71	165	176	85	118	175	18	72	160	168	51	199	117	76	157	172	263	7	15	9	1									
		8.85%	7.54%	7.77%	10.42%	9.93%	8.69%	13.28%	9.58%	5.65%	2.42%	8.56%	9.00%	13.05%	10.01%	12.94%	9.06%	6.59%	6.06%	8.19%	5.95%	8.02%	10.22%	5.95%	14.98%	13.39%	7.46%	4.85%	13.54%	6.21%	3.17%	8.96%	23.66%	9.53%	8.07%	10.16%	6.64%	5.13%	6.67%	17.21%	7.13%	11.23%	9.06%	9.24%	13.28%	10.35%	7.56%	4.32%	11.85%	12.40%	5.85%	8.28%	9.65%	0.99%	4.05%	15.01%	14.32%	3.30%	12.48%	6.75%	5.14%	9.75%	11.81%	15.98%	2.25%	4.89%	5.08%	0.56%									
15	Жириновский Владимир Вольфович	5686	44	63	147	46	111	82	66	92	39	46	83	60	61	41	89	167	117	73	80	110	60	102	171	80	61	83	37	42	19	161	41	76	137	175	137	96	89	58	100	64	80	70	109	144	92	112	70	193	97	123	88	118	26	91	101	64	76	119	104	165	89	112	20	3	13	1									
		6.08%	2.84%	4.08%	9.63%	3.04%	7.20%	6.89%	4.03%	5.71%	2.62%	2.52%	4.98%	4.69%	4.02%	3.07%	4.94%	7.34%	6.38%	3.81%	4.76%	5.69%	4.01%	6.13%	9.48%	5.98%	3.79%	4.63%	2.49%	7.45%	4.63%	10.85%	5.64%	6.77%	8.13%	8.20%	7.78%	6.74%	8.99%	6.09%	6.73%	5.03%	5.99%	5.05%	10.06%	8.66%	8.09%	6.81%	5.03%	13.60%	6.68%	8.63%	4.85%	6.53%	1.46%	8.54%	8.61%	4.14%	4.77%	6.86%	7.03%	10.25%	6.11%	6.80%	6.43%	0.98%	7.34%	0.56%									
16	Путин Владимир Владимирович	74288	1290	1237	1111	1209	1230	852	1342	1369	1299	1496	1334	1024	1215	1057	1440	1864	1473	1602	1353	1548	1217	1392	1362	919	1364	1480	1196	473	341	1119	468	899	1366	1718	1409	1142	791	679	1124	1031	1058	1131	747	1216	912	1398	1070	987	1168	1148	1467	1446	1512	717	815	1391	1254	1387	1184	1218	1167	1183	280	277	145	175									
		79.47%	83.12%	80.12%	72.80%	80.01%	79.77%	71.60%	81.93%	85.03%	87.36%	82.11%	80.07%	80.00%	80.04%	79.06%	80.00%	81.93%	80.36%	83.52%	80.49%	80.08%	81.30%	83.70%	75.54%	68.74%	84.77%	82.59%	80.54%	83.87%	83.17%	75.40%	64.37%	80.05%	81.02%	80.47%	79.97%	80.20%	79.98%	71.25%	75.64%	80.99%	79.19%	81.66%	68.91%	73.16%	80.21%	84.98%	76.87%	69.56%	80.39%	80.56%	80.92%	79.98%	85.04%	67.26%	69.48%	90.03%	78.67%	79.99%	80.00%	75.65%	80.10%	71.87%	90.03%	90.23%	81.92%	97.77%									
17	Собчак Ксения Анатольевна	1393	23	39	30	26	24	28	22	21	67	41	37	5	30	34	38	32	29	26	34	44	27	24	0	53	7	45	5	1	2	6	14	10	10	11	39	9	9	7	16	14	21	16	24	36	14	15	25	21	44	5	28	36	12	21	26	3	15	31	20	18	3	15	0	3	1	1									
		1.49%	1.48%	2.53%	1.97%	1.72%	1.56%	2.35%	1.34%	1.30%	4.51%	2.25%	2.22%	0.39%	1.98%	2.54%	2.11%	1.41%	1.58%	1.36%	2.02%	2.28%	1.80%	1.44%	0.00%	3.96%	0.44%	2.51%	0.34%	0.18%	0.49%	0.40%	1.93%	0.89%	0.59%	0.52%	2.21%	0.63%	0.91%	0.73%	1.08%	1.10%	1.57%	1.16%	2.21%	2.17%	1.23%	0.91%	1.80%	1.48%	3.03%	0.35%	1.54%	1.99%	0.67%	1.97%	2.22%	0.19%	0.94%	1.79%	1.35%	1.12%	0.21%	0.91%	0.00%	0.98%	0.56%	0.56%									
18	Сурайкин Максим Александрович	783	19	23	14	3	4	11	7	13	8	14	13	4	9	2	26	11	20	15	13	19	7	13	0	12	3	29	9	2	3	7	6	6	7	4	9	14	3	17	37	1	11	10	18	14	8	8	10	9	10	6	4	90	48	14	14	5	5	12	22	9	8	9	0	0	2	0									
		0.84%	1.22%	1.49%	0.92%	0.20%	0.26%	0.92%	0.43%	0.81%	0.54%	0.77%	0.78%	0.31%	0.59%	0.15%	1.44%	0.48%	1.09%	0.78%	0.77%	0.98%	0.47%	0.78%	0.00%	0.90%	0.19%	1.62%	0.61%	0.35%	0.73%	0.47%	0.83%	0.53%	0.42%	0.19%	0.51%	0.98%	0.30%	1.78%	2.49%	0.08%	0.82%	0.72%	1.66%	0.84%	0.70%	0.49%	0.72%	0.63%	0.69%	0.42%	0.22%	4.98%	2.70%	1.31%	1.19%	0.32%	0.31%	0.69%	1.49%	0.56%	0.55%	0.55%	0.00%	0.00%	1.13%	0.00%									
19	Титов Борис Юрьевич	740	17	13	7	38	8	17	6	5	7	13	11	5	13	2	19	20	21	24	16	11	17	12	0	19	15	8	8	1	12	16	2	8	10	3	11	11	8	4	24	3	9	7	9	12	6	7	10	5	15	5	9	54	35	14	7	8	4	13	20	9	4	10	0	1	1	1									
		0.79%	1.10%	0.84%	0.46%	2.51%	0.52%	1.43%	0.37%	0.31%	0.47%	0.71%	0.66%	0.39%	0.86%	0.15%	1.06%	0.88%	1.15%	1.25%	0.95%	0.57%	1.14%	0.72%	0.00%	1.42%	0.93%	0.45%	0.54%	0.18%	2.93%	1.08%	0.28%	0.71%	0.59%	0.14%	0.62%	0.77%	0.81%	0.42%	1.62%	0.24%	0.67%	0.51%	0.83%	0.72%	0.53%	0.43%	0.72%	0.35%	1.03%	0.35%	0.50%	2.99%	1.97%	1.31%	0.60%	0.52%	0.25%	0.75%	1.35%	0.56%	0.27%	0.61%	0.00%	0.33%	0.56%	0.56%									
20	Явлинский Григорий Алексеевич	1057	30	15	27	29	19	14	20	6	13	28	21	10	16	11	19	20	38	15	38	25	3	11	0	42	17	23	10	5	12	20	3	11	9	5	22	39	5	6	48	10	15	10	12	32	12	8	9	17	15	10	16	36	26	14	12	12	7	10	35	11	8	11	0	2	2	0									
		1.13%	1.93%	0.97%	1.77%	1.92%	1.23%	1.18%	1.22%	0.37%	0.87%	1.54%	1.26%	0.78%	1.05%	0.82%	1.06%	0.88%	2.07%	0.78%	2.26%	1.29%	0.20%	0.66%	0.00%	3.14%	1.06%	1.28%	0.67%	0.89%	2.93%	1.35%	0.41%	0.98%	0.53%	0.23%	1.25%	2.74%	0.51%	0.63%	3.23%	0.79%	1.12%	0.72%	1.11%	1.93%	1.06%	0.49%	0.65%	1.20%	1.03%	0.70%	0.88%	1.99%	1.46%	1.31%	1.02%	0.78%	0.44%	0.58%	2.36%	0.68%	0.55%	0.67%	0.00%	0.65%	1.13%	0.00%									
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
