20	Зюганов Геннадий Андреевич	9972	246	142	164	261	178	359	220	391	317	122	387	176	151	316	109	238	75	428	313	317	225	439	261	348	164	800	530	150	0	129	49	41	240	326	103	203	137	70	256	92	103	51	34	175	46	90					
		23.96%	32.98%	18.35%	21.93%	17.23%	26.65%	36.37%	28.65%	29.98%	18.30%	18.86%	35.05%	21.60%	24.88%	24.59%	26.52%	18.29%	16.23%	33.18%	22.39%	21.92%	31.12%	43.59%	42.79%	22.47%	17.92%	40.00%	33.13%	33.33%	0.00%	23.24%	11.34%	20.81%	19.58%	17.05%	16.27%	15.43%	31.28%	26.52%	40.63%	33.45%	23.57%	15.18%	22.52%	17.21%	35.11%	3.29%					
21	Медведев Дмитрий Анатольевич	27772	449	572	529	1155	439	559	458	783	1273	405	634	571	383	791	266	868	340	712	948	875	384	481	306	1026	671	1200	1046	263	68	349	281	137	907	1454	517	1024	251	171	314	154	303	256	89	771	74	2265					
		66.74%	60.19%	73.90%	70.72%	76.24%	65.72%	56.64%	59.64%	60.05%	73.50%	62.60%	57.43%	70.06%	63.10%	61.56%	64.72%	66.72%	73.59%	55.19%	67.81%	60.51%	53.11%	47.77%	50.16%	66.24%	73.33%	60.00%	65.38%	58.44%	100.00%	62.88%	65.05%	69.54%	73.98%	76.05%	81.67%	77.81%	57.31%	64.77%	49.84%	56.00%	69.34%	76.19%	58.94%	75.81%	56.49%	82.82%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
