Выборы Президента Российской Федерации																																																													
Дата голосования: 02.03.2008																																																													
																																																													
Наименование Избирательной комиссии:    Лабинская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
	Число участковых избирательных комиссий	54																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	54																																																											
																																																													
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925	УИК №2926	УИК №2927	УИК №2928	УИК №2929	УИК №2930	УИК №2931	УИК №2932	УИК №2933	УИК №2934	УИК №2935	УИК №2936	УИК №2937	УИК №2938	УИК №2939	УИК №2940	УИК №2941	УИК №2942	УИК №2943	УИК №2944	УИК №2945	УИК №2946	УИК №2947	УИК №2948	УИК №2949	УИК №2950	УИК №2951	УИК №2952	УИК №2953	УИК №2954					
1	"Число избирателей, включенных в списки избирателей"	73060	2076	2261	2298	2401	2048	1916	2114	1628	1828	1784	1165	1484	1392	762	1068	1580	2453	2570	1317	2110	1993	1565	1502	1977	2548	1338	1380	381	1194	1276	1702	1054	503	2426	389	877	648	303	449	2153	1796	342	1504	708	839	360	419	1318	680	712	589	861	559	460					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	71860	2000	1900	2400	2300	1800	2000	2000	1500	1800	1800	1100	1500	1400	800	1100	1600	2300	2500	1300	2100	1900	1500	1500	2000	2500	1300	1300	390	1200	1300	1700	1000	500	2400	390	900	700	300	450	2100	1800	340	1500	700	800	390	400	1400	700	750	600	900	600	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	51395	1482	1552	2088	2035	1213	1327	1523	1131	1287	1201	750	1179	997	619	756	1111	1675	1892	844	1543	1259	1081	991	1348	1816	854	900	262	868	946	1282	728	377	1903	305	481	512	252	157	1582	1243	238	1125	397	311	220	268	892	420	540	390	517	364	361					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	9250	228	102	210	125	421	194	127	127	104	214	100	152	147	30	104	211	98	209	166	172	172	113	212	229	136	176	381	93	176	125	172	123	93	362	50	293	58	22	223	297	212	86	277	252	432	86	85	264	146	88	139	263	131	42					
6	Число погашенных избирательных бюллетеней	11215	290	246	102	140	166	479	350	242	409	385	250	169	256	151	240	278	527	399	290	385	469	306	297	423	548	270	19	35	156	229	246	149	30	135	35	126	130	26	70	221	345	16	98	51	57	84	47	244	134	122	71	120	105	47					
7	Число избирательных бюллетеней в переносных ящиках для голосования	9249	228	102	210	125	421	193	127	127	104	214	100	152	147	30	104	211	98	209	166	172	172	113	212	229	136	176	381	93	176	125	172	123	93	362	50	293	58	22	223	297	212	86	277	252	432	86	85	264	146	88	139	263	131	42					
8	Число бюллетеней в стационарных ящиках для голосования	51359	1482	1552	2083	2030	1213	1318	1523	1131	1287	1201	750	1179	997	618	756	1111	1673	1892	844	1543	1259	1073	991	1348	1816	854	900	262	868	946	1282	728	377	1903	305	481	512	252	157	1576	1243	238	1125	397	311	220	268	892	420	540	390	517	364	361					
9	Число недействительных избирательных бюллетеней	672	25	17	4	36	4	15	10	5	12	39	12	18	19	11	13	42	20	18	13	16	26	20	3	23	17	12	14	10	5	7	9	12	6	0	0	4	5	0	1	23	12	4	62	3	12	4	2	4	6	0	5	4	6	2					
10	Число действительных избирательных бюллетеней	59936	1685	1637	2289	2119	1630	1496	1640	1253	1379	1376	838	1313	1125	637	847	1280	1751	2083	997	1699	1405	1166	1200	1554	1935	1018	1267	345	1039	1064	1445	839	464	2265	355	770	565	274	379	1850	1443	320	1340	646	731	302	351	1152	560	628	524	776	489	401					
11	Число полученных открепительных  удостоверений	869	8	30	15	11	11	10	18	20	7	10	13	15	9	10	5	18	18	40	5	25	16	15	10	12	25	10	15	27	5	5	15	5	5	38	5	5	30	15	5	27	20	5	40	25	5	23	23	54	15	33	5	20	5	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	866	8	30	15	11	11	10	18	20	7	10	11	15	9	10	5	18	18	40	5	25	16	15	10	12	25	10	15	27	5	5	15	5	5	38	5	5	30	15	5	27	20	5	40	25	5	23	23	53	15	33	5	20	5	8					
