20	Зюганов Геннадий Андреевич	5147	217	304	403	302	361	265	226	324	363	87	16	158	126	117	161	167	221	29	226	63	116	142	58	61	42	25	26	32	21	37	23	29	9	17	9	28	19	31	9	106	51	39	17	12	18	34					
		23.25%	20.61%	30.31%	28.50%	26.06%	32.17%	22.06%	26.22%	25.76%	28.76%	26.93%	24.24%	22.60%	28.90%	38.36%	24.73%	24.78%	29.35%	13.74%	27.23%	19.87%	15.87%	24.57%	18.47%	15.56%	16.22%	13.44%	11.66%	7.46%	19.27%	22.29%	12.71%	35.37%	6.98%	14.66%	5.26%	16.47%	7.57%	11.92%	10.47%	17.15%	20.08%	17.11%	11.26%	16.90%	11.39%	14.91%					
21	Медведев Дмитрий Анатольевич	14607	763	619	846	700	620	803	526	762	778	202	41	457	246	150	433	432	393	160	532	210	514	382	242	288	196	151	186	367	79	109	138	33	106	87	151	126	202	218	77	441	187	172	127	52	127	176					
		65.98%	72.46%	61.71%	59.83%	60.40%	55.26%	66.86%	61.02%	60.57%	61.65%	62.54%	62.12%	65.38%	56.42%	49.18%	66.51%	64.09%	52.19%	75.83%	64.10%	66.25%	70.31%	66.09%	77.07%	73.47%	75.68%	81.18%	83.41%	85.55%	72.48%	65.66%	76.24%	40.24%	82.17%	75.00%	88.30%	74.12%	80.48%	83.85%	89.53%	71.36%	73.62%	75.44%	84.11%	73.24%	80.38%	77.19%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
