Выборы Президента Российской Федерации																																													
Дата голосования: 18.03.2018																																													
																																													
Наименование Избирательной комиссии:    Вилюйская																																													
																																													
Сводная таблица итогов голосования																																													
																																													
	Число участковых избирательных комиссий	34																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	34																																											
																																													
		Сумма	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173									
1	"Число избирателей, включенных в список избирателей"	17111	468	944	900	688	829	756	791	867	741	517	623	644	622	447	327	357	370	341	224	293	434	150	501	265	301	333	375	365	394	498	259	467	621	399									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16933	390	815	820	560	750	685	695	750	630	420	620	620	600	503	407	468	392	329	261	320	413	170	531	309	334	398	443	443	417	578	278	481	691	412									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	16	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11224	271	565	620	420	542	442	507	614	459	335	364	356	362	277	200	277	256	194	183	210	263	115	338	198	237	247	317	244	257	318	180	352	443	261									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	829	18	33	26	11	20	28	29	20	64	14	35	52	26	27	22	33	31	21	8	9	38	2	17	15	6	22	26	42	16	47	9	17	26	19									
6	Число погашенных избирательных бюллетеней	4864	101	217	174	129	188	215	159	116	107	71	221	212	196	199	185	158	105	114	70	101	112	53	176	96	91	129	100	157	144	213	89	112	222	132									
7	Число избирательных бюллетеней в переносных ящиках для голосования	845	18	33	26	11	20	28	29	20	64	14	35	52	42	27	22	33	31	21	8	9	38	2	17	15	6	22	26	42	16	47	9	17	26	19									
8	Число бюллетеней в стационарных ящиках для голосования	11224	271	565	620	420	542	442	507	614	459	335	364	356	362	277	200	277	256	194	183	210	263	115	338	198	237	247	317	244	257	318	180	352	443	261									
9	Число недействительных избирательных бюллетеней	73	5	6	4	1	3	5	7	3	2	2	7	3	2	1	2	2	0	0	2	0	2	0	2	0	1	1	1	0	1	2	1	0	3	2									
