Выборы Президента Российской Федерации																																										
Дата голосования: 04.03.2012																																										
																																										
Наименование Избирательной комиссии:    Сегежская																																										
																																										
Сводная таблица итогов голосования																																										
																																										
	Число участковых избирательных комиссий	31																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	31																																								
																																										
		Сумма	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505									
1	Число избирателей, включенных в список избирателей	34246	1109	1175	2274	2362	2827	2507	2540	2460	2379	1878	1192	666	636	243	1775	1833	1756	381	665	120	403	76	210	168	488	254	325	171	184	1081	108									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	31780	1100	1100	2100	2150	2650	2300	2350	2300	2200	1800	1150	550	500	250	1650	1700	1600	350	600	100	400	80	200	150	450	200	350	150	150	1050	100									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	14	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	17572	412	598	1175	1086	1686	1425	1420	1339	1312	991	659	315	253	101	974	912	939	110	323	56	166	29	101	72	224	102	126	85	71	465	45									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	810	12	17	28	76	31	27	15	18	23	16	18	117	6	4	17	43	69	8	16	1	21	20	4	16	32	55	13	8	15	60	4									
6	Число погашенных избирательных бюллетеней	13352	676	485	897	988	933	848	915	943	865	793	473	118	241	145	659	745	592	232	261	43	213	31	95	62	194	43	179	57	64	511	51									
7	Число избирательных бюллетеней в переносных ящиках для голосования	856	12	17	28	76	31	27	15	18	23	16	18	117	6	4	17	43	69	8	16	1	21	20	4	16	32	55	45	8	15	74	4									
8	Число бюллетеней в стационарных ящиках для голосования	17570	412	598	1174	1085	1686	1425	1420	1339	1312	991	659	315	253	101	974	912	939	110	323	56	166	29	101	72	224	102	126	85	71	465	45									
9	Число недействительных избирательных бюллетеней	265	11	11	20	16	27	20	21	18	18	19	12	9	3	1	11	13	17	1	4	0	2	0	0	1	4	2	2	1	0	1	0									
10	Число действительных избирательных бюллетеней	18161	413	604	1182	1145	1690	1432	1414	1339	1317	988	665	423	256	104	980	942	991	117	335	57	185	49	105	87	252	155	169	92	86	538	49									
11	Число полученных открепительных  удостоверений	478	5	15	30	41	30	23	30	25	25	22	15	7	10	5	20	26	10	5	2	2	10	5	5	5	5	10	35	15	10	29	1									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	395	3	11	26	39	26	20	27	21	21	17	15	6	5	4	15	21	10	4	2	1	2	0	3	4	2	9	35	14	7	25	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	197	4	7	12	11	15	9	18	5	5	8	3	17	4	2	16	13	9	2	1	11	2	0	0	0	5	4	1	3	2	6	2									
14	Число неиспользованных открепительных удостоверений	83	2	4	4	2	4	3	3	4	4	5	0	1	5	1	5	5	0	1	0	1	8	5	2	1	3	1	0	1	3	4	1									
15	Число открепительных удостоверений, выданных избирателям ТИК	36	0	1	0	1	2	1	3	1	1	0	2	0	0	0	0	0	1	2	0	0	0	1	1	0	0	1	9	5	1	1	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	Жириновский Владимир Вольфович	1635	56	63	111	134	122	93	106	101	91	90	52	88	37	17	79	79	72	15	21	12	18	3	13	9	31	27	6	2	4	71	12									
