		10.42%	8.18%	5.71%	2.54%	10.85%	12.20%	6.62%	7.39%	12.04%	12.98%	4.90%	6.72%	8.86%	14.29%	12.34%	14.56%	10.24%	14.29%	12.92%	12.21%	10.37%	13.10%	11.97%	11.30%	12.10%	14.04%	8.80%	9.63%	10.09%	10.07%	11.44%	10.82%									
20	Зюганов Геннадий Андреевич	3863	59	25	57	24	22	99	109	117	126	45	75	31	21	73	80	61	59	120	226	511	229	240	167	197	62	277	69	187	215	224	56									
		21.82%	26.82%	23.81%	28.93%	11.32%	13.41%	11.11%	12.02%	17.38%	13.74%	5.38%	14.82%	19.62%	20.00%	19.16%	25.89%	29.76%	28.10%	25.00%	26.04%	30.27%	24.78%	25.64%	25.15%	22.49%	21.23%	32.06%	19.55%	21.95%	23.78%	27.55%	28.87%									
21	Миронов Сергей Михайлович	736	4	4	7	8	2	22	20	28	32	16	4	9	3	25	15	16	11	32	60	84	45	38	40	36	8	46	20	21	34	28	18									
		4.16%	1.82%	3.81%	3.55%	3.77%	1.22%	2.47%	2.21%	4.16%	3.49%	1.91%	0.79%	5.70%	2.86%	6.56%	4.85%	7.80%	5.24%	6.67%	6.91%	4.98%	4.87%	4.06%	6.02%	4.11%	2.74%	5.32%	5.67%	2.46%	3.76%	3.44%	9.28%									
22	Прохоров Михаил Дмитриевич	1067	6	1	13	6	7	22	34	38	66	12	9	7	7	27	24	12	18	40	55	163	90	69	63	65	22	57	22	19	39	50	4									
		6.03%	2.73%	0.95%	6.60%	2.83%	4.27%	2.47%	3.75%	5.65%	7.20%	1.44%	1.78%	4.43%	6.67%	7.09%	7.77%	5.85%	8.57%	8.33%	6.34%	9.66%	9.74%	7.37%	9.49%	7.42%	7.53%	6.60%	6.23%	2.23%	4.31%	6.15%	2.06%									
23	Путин Владимир Владимирович	9931	125	65	111	147	106	674	666	398	561	716	379	97	57	203	137	91	88	221	417	732	425	452	311	461	154	393	205	527	517	405	90									
		56.09%	56.82%	61.90%	56.35%	69.34%	64.63%	75.65%	73.43%	59.14%	61.18%	85.65%	74.90%	61.39%	54.29%	53.28%	44.34%	44.39%	41.90%	46.04%	48.04%	43.36%	45.99%	48.29%	46.84%	52.63%	52.74%	45.49%	58.07%	61.85%	57.19%	49.82%	46.39%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
