Выборы Президента Российской Федерации																																																																	
Дата голосования: 18.03.2018																																																																	
																																																																	
Наименование Избирательной комиссии:    Новотроицкая городская																																																																	
																																																																	
Сводная таблица итогов голосования																																																																	
																																																																	
	Число участковых избирательных комиссий	54																																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	54																																																															
																																																																	
		Сумма	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891									
1	"Число избирателей, включенных в список избирателей"	73765	893	826	1293	1657	1440	1469	1448	1428	1422	1525	1332	1348	1580	1259	1495	1556	1638	1344	1593	1487	1433	1922	1524	1368	1684	1262	2069	2236	1494	1474	1333	1464	1830	1496	1515	1394	1163	1054	398	1704	993	1513	1281	1076	791	1344	1232	1137	265	506	1619	1331	1127	1700									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	74935	909	824	1322	1703	1416	1477	1451	1459	1445	1526	1377	1342	1617	1286	1497	1563	1671	1408	1609	1488	1448	1973	1554	1389	1728	1287	2103	2278	1518	1512	1382	1518	1861	1541	1498	1397	1176	1045	669	1740	1042	1385	1269	1077	800	1362	1278	1193	245	477	1651	1256	1177	1716									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	44965	479	431	731	890	819	929	958	860	832	898	746	798	1027	757	918	980	957	925	981	871	952	1258	980	872	1079	829	1397	1493	914	925	880	970	1233	612	807	750	669	524	381	1048	626	748	762	608	524	879	779	547	137	304	1018	871	706	1096									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1653	10	20	26	42	80	23	22	30	39	30	20	13	33	28	42	35	18	27	31	40	39	47	51	29	17	23	15	36	38	27	27	18	11	22	76	28	26	24	17	49	21	107	28	17	31	36	32	33	13	18	26	18	19	25									
6	Число погашенных избирательных бюллетеней	28316	420	373	565	771	517	525	471	569	574	598	611	531	557	501	537	548	696	456	597	577	457	668	523	488	632	435	691	749	566	560	475	530	617	907	615	619	481	497	271	642	395	530	479	452	245	447	467	613	95	155	607	367	452	595									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1653	10	20	26	42	80	23	22	30	39	30	20	13	33	28	42	35	18	27	31	40	39	47	51	29	17	23	15	36	38	27	27	18	11	22	76	28	26	24	17	49	21	107	28	17	31	36	32	33	13	18	26	18	19	25									
8	Число бюллетеней в стационарных ящиках для голосования	44879	479	431	731	890	739	929	957	860	832	898	746	798	1027	757	918	980	957	925	981	871	952	1258	980	872	1079	829	1397	1493	914	925	879	970	1233	612	807	750	669	524	381	1048	622	748	762	608	524	879	779	547	137	304	1018	871	706	1096									
9	Число недействительных избирательных бюллетеней	570	4	8	8	8	17	19	15	12	11	9	9	5	12	10	12	9	15	15	6	12	11	13	15	16	22	11	16	18	9	14	11	12	8	7	13	10	9	10	2	7	0	6	10	5	4	9	11	6	2	2	15	18	19	13									
10	Число действительных избирательных бюллетеней	45962	485	443	749	924	802	933	964	878	860	919	757	806	1048	775	948	1006	960	937	1006	899	980	1292	1016	885	1074	841	1396	1511	943	938	895	976	1236	627	870	768	686	538	396	1090	643	849	780	620	551	906	800	574	148	320	1029	871	706	1108									
11	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																	
13	Бабурин Сергей Николаевич	336	4	5	7	5	3	4	5	9	9	7	6	7	10	8	12	6	3	8	10	4	9	15	9	5	11	6	7	14	3	4	6	8	8	5	5	3	2	5	2	9	3	7	3	1	2	7	14	5	1	1	7	5	6	6									
