		14.26%	15.44%	18.40%	12.55%	16.39%	15.27%	15.43%	14.42%	16.57%	13.59%	13.56%	15.72%	14.77%	16.04%	14.34%	14.49%	12.04%	15.14%	16.55%	14.18%	15.01%	0.83%	15.99%	15.57%	14.90%	17.64%	12.80%	17.70%	16.87%	13.56%	16.84%	16.29%	16.17%	14.76%	16.08%	17.75%	15.82%	15.29%	16.01%	16.91%	15.44%	15.80%	16.86%	17.29%	14.23%	14.98%	15.00%	13.63%	14.15%	17.02%	16.96%	15.18%	15.50%	17.77%	15.17%	15.77%	18.83%	16.16%	16.05%	16.44%	14.64%	14.03%	18.30%	17.10%	15.64%	14.65%	14.07%	19.08%	17.34%	11.93%	15.57%	15.21%	15.76%	15.92%	14.06%	17.29%	16.27%	14.56%	18.44%	16.15%	13.43%	15.84%	12.24%	18.99%	15.75%	14.75%	17.71%	13.88%	16.21%	16.39%	17.52%	18.31%	15.98%	14.19%	17.34%	13.60%	15.38%	15.23%	13.52%	16.25%	19.19%	15.38%	12.54%	16.69%	16.54%	16.91%	3.16%	8.17%	0.41%	0.57%	0.60%	1.00%	0.47%									
21	Миронов Сергей Михайлович	10166	84	96	93	107	117	85	109	65	76	99	115	92	84	73	78	98	82	113	92	57	11	102	99	72	103	137	151	95	110	91	79	124	115	99	99	100	125	58	87	115	94	81	103	98	75	86	78	74	60	88	91	78	96	97	93	126	100	110	116	121	96	107	119	99	110	88	91	105	42	91	89	97	101	120	106	83	73	93	105	113	96	97	107	73	120	114	81	106	115	78	107	85	123	109	65	53	132	127	104	97	107	68	151	106	85	14	23	9	9	8	8	9									
		6.52%	7.25%	8.37%	7.53%	7.69%	7.54%	6.16%	8.54%	7.80%	5.46%	6.96%	6.95%	5.73%	5.83%	5.82%	7.59%	7.66%	6.97%	8.13%	6.18%	6.16%	0.46%	7.62%	8.96%	5.65%	8.33%	10.02%	10.86%	7.19%	7.46%	6.25%	6.95%	6.89%	8.61%	7.76%	8.02%	7.50%	8.24%	6.03%	6.45%	7.89%	9.00%	6.86%	8.56%	7.54%	6.11%	7.29%	7.44%	6.98%	5.58%	7.86%	7.05%	7.16%	8.12%	6.29%	6.92%	8.66%	6.54%	6.90%	7.79%	8.60%	7.44%	7.42%	7.68%	6.53%	6.63%	6.84%	7.86%	8.31%	4.07%	7.66%	6.84%	7.11%	7.21%	7.96%	6.76%	6.22%	5.78%	7.72%	6.76%	7.03%	7.53%	6.94%	8.54%	6.08%	7.11%	7.29%	6.25%	8.22%	7.17%	6.57%	8.37%	6.01%	7.37%	7.33%	6.80%	4.91%	6.89%	7.47%	6.43%	6.75%	6.61%	4.24%	7.71%	5.71%	6.56%	2.76%	6.27%	0.53%	0.32%	0.32%	0.38%	0.35%									
22	Прохоров Михаил Дмитриевич	25527	178	179	194	267	362	256	201	132	255	165	271	216	222	172	161	235	172	304	294	61	19	291	171	244	202	266	197	244	241	225	171	305	200	204	222	249	274	221	236	297	161	175	209	232	156	196	184	173	194	215	217	164	192	279	198	259	194	275	250	227	255	254	273	332	317	232	181	233	133	211	220	247	307	279	336	236	231	204	350	302	209	191	177	196	347	275	216	209	300	264	276	285	334	323	171	218	385	398	322	266	326	452	409	420	367	9	55	14	16	12	9	17									
		16.38%	15.36%	15.61%	15.71%	19.19%	23.32%	18.55%	15.75%	15.85%	18.33%	11.60%	16.38%	13.46%	15.42%	13.71%	15.66%	18.37%	14.63%	21.87%	19.76%	6.59%	0.79%	21.75%	15.48%	19.14%	16.34%	19.46%	14.17%	18.46%	16.34%	15.46%	15.05%	16.94%	14.98%	16.00%	17.99%	18.67%	18.06%	22.97%	17.51%	20.38%	15.42%	14.83%	17.37%	17.85%	12.70%	16.61%	17.54%	16.32%	18.05%	19.20%	16.81%	15.05%	16.24%	18.08%	14.73%	17.80%	12.70%	17.24%	16.78%	16.13%	19.77%	17.60%	17.61%	21.91%	19.11%	18.04%	15.63%	18.45%	12.90%	17.76%	16.90%	18.11%	21.91%	18.50%	21.44%	17.69%	18.28%	16.94%	22.52%	18.78%	16.39%	13.67%	14.13%	16.33%	20.56%	17.58%	16.65%	16.21%	18.69%	22.24%	21.60%	20.16%	20.00%	21.71%	17.89%	20.20%	20.08%	23.40%	19.90%	18.50%	20.14%	28.20%	20.88%	22.63%	28.34%	1.78%	14.99%	0.82%	0.57%	0.48%	0.43%	0.67%									
23	Путин Владимир Владимирович	87897	647	582	695	690	716	728	660	431	779	867	880	911	789	728	551	687	667	662	796	631	2342	652	582	693	612	698	723	655	842	786	624	950	674	688	593	685	786	471	700	716	551	662	618	662	721	639	589	581	560	546	693	598	612	812	737	709	877	828	797	752	668	721	804	738	886	673	587	595	600	634	702	716	706	782	761	708	688	604	762	864	675	832	652	646	862	790	732	672	818	562	584	735	837	704	508	579	982	818	828	694	805	775	941	913	553	442	236	1656	2768	2447	2042	2497									
		56.41%	55.82%	50.74%	56.28%	49.60%	46.13%	52.75%	51.72%	51.74%	56.00%	60.93%	53.20%	56.76%	54.79%	58.01%	53.60%	53.71%	56.72%	47.63%	53.49%	68.14%	97.54%	48.73%	52.67%	54.35%	49.51%	51.06%	52.01%	49.55%	57.08%	54.02%	54.93%	52.78%	50.49%	53.96%	48.06%	51.35%	51.81%	48.96%	51.93%	49.14%	52.78%	56.10%	51.37%	50.92%	58.71%	54.15%	56.15%	54.81%	52.09%	48.75%	53.68%	54.86%	51.78%	52.62%	54.84%	48.73%	57.40%	51.91%	53.49%	53.45%	51.78%	49.97%	51.87%	48.71%	53.41%	52.33%	50.69%	47.11%	58.20%	53.37%	53.92%	52.49%	50.39%	51.86%	48.56%	53.07%	54.43%	50.17%	49.03%	53.73%	52.94%	59.56%	52.04%	53.83%	51.07%	50.51%	56.44%	52.13%	50.97%	47.35%	45.70%	51.98%	50.12%	47.31%	53.14%	53.66%	51.23%	48.09%	51.17%	48.26%	49.72%	48.35%	48.03%	49.19%	42.70%	87.18%	64.31%	97.47%	98.16%	98.15%	97.66%	97.99%									
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
